event_id,code,name,signal_date,break_date,stage_group,post_day,expected_d2_date,expected_d3_date,actual_daily_d2_date,actual_daily_d3_date,daily_label_quality_reason,d2_daily_date_shift_reason,d3_daily_date_shift_reason,suspension_proof_status_daily,audit_minute_d2_open,audit_minute_d3_high,audit_minute_d3_close,audit_minute_target7,audit_minute_tail_loss,v004a_probability,v004a_rank,is_v004a_top15,v004a_score_source,sample_role,sample_role_v021,missing_type,month
603505_2026-07-03,603505,金石资源,2026-07-03,2026-07-03,d0,,2026-07-06,2026-07-07,2026-07-06,,d3_high_invalid|d3_close_invalid,none,no_bar_after_d2,not_applicable,22.09,20.45,19.34,False,True,0.4639787420058853,26.0,False,daily_v005_frozen,TRAIN_PRIMARY,EXCLUDED_QUALITY,D3_MISSING,2026-07
603983_2026-07-01,603983,丸美生物,2026-07-03,2026-07-01,post,2.0,2026-07-06,2026-07-07,,,d2_no_bar_without_proof(exp=2026-07-06)|d3_no_bar_without_proof(exp=2026-07-07)|d2_open_invalid|d3_high_invalid|d3_close_invalid,no_bar_without_proof,no_bar_without_proof,not_proven,28.49,31.96,30.95,True,False,0.4692381341332915,22.0,False,daily_v005_frozen,TRAIN_PRIMARY,EXCLUDED_QUALITY,D2_AND_D3_MISSING,2026-07
605488_2026-07-03,605488,福莱新材,2026-07-03,2026-07-03,d0,,2026-07-06,2026-07-07,2026-07-06,,d3_high_invalid|d3_close_invalid,none,no_bar_after_d2,not_applicable,33.8,33.5,31.45,False,True,0.4859120260279865,8.0,True,daily_v005_frozen,TRAIN_PRIMARY,EXCLUDED_QUALITY,D3_MISSING,2026-07
000520_2026-07-03,000520,凤凰航运,2026-07-06,2026-07-03,post,1.0,2026-07-07,2026-07-08,,,d2_no_bar_without_proof(exp=2026-07-07)|d3_no_bar_without_proof(exp=2026-07-08)|d2_open_invalid|d3_high_invalid|d3_close_invalid,no_bar_without_proof,no_bar_without_proof,not_proven,4.79,4.63,4.4,False,True,,,False,,TRAIN_PRIMARY,EXCLUDED_QUALITY,D2_AND_D3_MISSING,2026-07
000536_2026-07-03,000536,华映科技,2026-07-06,2026-07-03,post,1.0,2026-07-07,2026-07-08,,,d2_no_bar_without_proof(exp=2026-07-07)|d3_no_bar_without_proof(exp=2026-07-08)|d2_open_invalid|d3_high_invalid|d3_close_invalid,no_bar_without_proof,no_bar_without_proof,not_proven,3.73,3.53,3.43,False,True,,,False,,TRAIN_PRIMARY,EXCLUDED_QUALITY,D2_AND_D3_MISSING,2026-07
000576_2026-07-06,000576,甘化科工,2026-07-06,2026-07-06,d0,,2026-07-07,2026-07-08,2026-07-07,,d3_high_invalid|d3_close_invalid,none,no_bar_after_d2,not_applicable,7.55,7.38,6.97,False,True,0.4156420279799774,34.0,False,daily_v005_frozen,TRAIN_PRIMARY,EXCLUDED_QUALITY,D3_MISSING,2026-07
000601_2026-07-03,000601,韶能股份,2026-07-06,2026-07-03,post,1.0,2026-07-07,2026-07-08,,,d2_no_bar_without_proof(exp=2026-07-07)|d3_no_bar_without_proof(exp=2026-07-08)|d2_open_invalid|d3_high_invalid|d3_close_invalid,no_bar_without_proof,no_bar_without_proof,not_proven,6.9,6.52,6.13,False,True,,,False,,TRAIN_PRIMARY,EXCLUDED_QUALITY,D2_AND_D3_MISSING,2026-07
001313_2026-07-03,001313,粤海饲料,2026-07-06,2026-07-03,post,1.0,2026-07-07,2026-07-08,,,d2_no_bar_without_proof(exp=2026-07-07)|d3_no_bar_without_proof(exp=2026-07-08)|d2_open_invalid|d3_high_invalid|d3_close_invalid,no_bar_without_proof,no_bar_without_proof,not_proven,8.03,8.13,7.83,False,False,,,False,,TRAIN_PRIMARY,EXCLUDED_QUALITY,D2_AND_D3_MISSING,2026-07
002458_2026-07-03,002458,益生股份,2026-07-06,2026-07-03,post,1.0,2026-07-07,2026-07-08,,,d2_no_bar_without_proof(exp=2026-07-07)|d3_no_bar_without_proof(exp=2026-07-08)|d2_open_invalid|d3_high_invalid|d3_close_invalid,no_bar_without_proof,no_bar_without_proof,not_proven,9.06,8.95,8.44,False,True,,,False,,TRAIN_PRIMARY,EXCLUDED_QUALITY,D2_AND_D3_MISSING,2026-07
002559_2026-07-03,002559,亚威股份,2026-07-06,2026-07-03,post,1.0,2026-07-07,2026-07-08,,,d2_no_bar_without_proof(exp=2026-07-07)|d3_no_bar_without_proof(exp=2026-07-08)|d2_open_invalid|d3_high_invalid|d3_close_invalid,no_bar_without_proof,no_bar_without_proof,not_proven,12.95,13.15,12.05,False,True,,,False,,TRAIN_PRIMARY,EXCLUDED_QUALITY,D2_AND_D3_MISSING,2026-07
002747_2026-07-02,002747,埃斯顿,2026-07-06,2026-07-02,post,2.0,2026-07-07,2026-07-08,2026-07-07,,d3_high_invalid|d3_close_invalid,none,no_bar_after_d2,not_applicable,45.69,46.3,44.1,False,False,0.4769652869076802,4.0,True,daily_v005_frozen,TRAIN_PRIMARY,EXCLUDED_QUALITY,D3_MISSING,2026-07
002826_2026-07-03,002826,易明医药,2026-07-06,2026-07-03,post,1.0,2026-07-07,2026-07-08,,,d2_no_bar_without_proof(exp=2026-07-07)|d3_no_bar_without_proof(exp=2026-07-08)|d2_open_invalid|d3_high_invalid|d3_close_invalid,no_bar_without_proof,no_bar_without_proof,not_proven,18.47,17.49,16.73,False,True,,,False,,TRAIN_PRIMARY,EXCLUDED_QUALITY,D2_AND_D3_MISSING,2026-07
002971_2026-07-03,002971,和远气体,2026-07-06,2026-07-03,post,1.0,2026-07-07,2026-07-08,,,d2_no_bar_without_proof(exp=2026-07-07)|d3_no_bar_without_proof(exp=2026-07-08)|d2_open_invalid|d3_high_invalid|d3_close_invalid,no_bar_without_proof,no_bar_without_proof,not_proven,61.36,61.58,57.33,False,True,,,False,,TRAIN_PRIMARY,EXCLUDED_QUALITY,D2_AND_D3_MISSING,2026-07
603338_2026-07-06,603338,浙江鼎力,2026-07-06,2026-07-06,d0,,2026-07-07,2026-07-08,2026-07-07,,d3_high_invalid|d3_close_invalid,none,no_bar_after_d2,not_applicable,53.0,53.2,51.98,False,False,0.4786435879437721,3.0,True,daily_v005_frozen,TRAIN_PRIMARY,EXCLUDED_QUALITY,D3_MISSING,2026-07
603505_2026-07-03,603505,金石资源,2026-07-06,2026-07-03,post,1.0,2026-07-07,2026-07-08,,,d2_no_bar_without_proof(exp=2026-07-07)|d3_no_bar_without_proof(exp=2026-07-08)|d2_open_invalid|d3_high_invalid|d3_close_invalid,no_bar_without_proof,no_bar_without_proof,not_proven,19.99,19.42,17.88,False,True,,,False,,TRAIN_PRIMARY,EXCLUDED_QUALITY,D2_AND_D3_MISSING,2026-07
603717_2026-07-06,603717,天域生物,2026-07-06,2026-07-06,d0,,2026-07-07,2026-07-08,2026-07-07,,d3_high_invalid|d3_close_invalid,none,no_bar_after_d2,not_applicable,6.83,6.73,6.29,False,True,0.4333559573146212,21.0,False,daily_v005_frozen,TRAIN_PRIMARY,EXCLUDED_QUALITY,D3_MISSING,2026-07
605488_2026-07-03,605488,福莱新材,2026-07-06,2026-07-03,post,1.0,2026-07-07,2026-07-08,,,d2_no_bar_without_proof(exp=2026-07-07)|d3_no_bar_without_proof(exp=2026-07-08)|d2_open_invalid|d3_high_invalid|d3_close_invalid,no_bar_without_proof,no_bar_without_proof,not_proven,32.6,31.49,30.17,False,True,,,False,,TRAIN_PRIMARY,EXCLUDED_QUALITY,D2_AND_D3_MISSING,2026-07
000576_2026-07-06,000576,甘化科工,2026-07-07,2026-07-06,post,1.0,2026-07-08,2026-07-09,,,d2_no_bar_without_proof(exp=2026-07-08)|d3_no_bar_without_proof(exp=2026-07-09)|d2_open_invalid|d3_high_invalid|d3_close_invalid,no_bar_without_proof,no_bar_without_proof,not_proven,7.35,7.26,6.98,False,True,,,False,,TRAIN_PRIMARY,EXCLUDED_QUALITY,D2_AND_D3_MISSING,2026-07
603338_2026-07-06,603338,浙江鼎力,2026-07-07,2026-07-06,post,1.0,2026-07-08,2026-07-09,,,d2_no_bar_without_proof(exp=2026-07-08)|d3_no_bar_without_proof(exp=2026-07-09)|d2_open_invalid|d3_high_invalid|d3_close_invalid,no_bar_without_proof,no_bar_without_proof,not_proven,53.0,52.58,51.82,False,False,,,False,,TRAIN_PRIMARY,EXCLUDED_QUALITY,D2_AND_D3_MISSING,2026-07
603717_2026-07-06,603717,天域生物,2026-07-07,2026-07-06,post,1.0,2026-07-08,2026-07-09,,,d2_no_bar_without_proof(exp=2026-07-08)|d3_no_bar_without_proof(exp=2026-07-09)|d2_open_invalid|d3_high_invalid|d3_close_invalid,no_bar_without_proof,no_bar_without_proof,not_proven,6.68,6.49,6.37,False,False,,,False,,TRAIN_PRIMARY,EXCLUDED_QUALITY,D2_AND_D3_MISSING,2026-07
000656_2026-07-07,000656,金科股份,2026-07-09,2026-07-07,post,2.0,2026-07-10,2026-07-13,2026-07-10,,d3_high_invalid|d3_close_invalid,none,no_bar_after_d2,not_applicable,1.26,1.31,1.24,False,False,,,False,,TRAIN_PRIMARY,EXCLUDED_QUALITY,D3_MISSING,2026-07
002767_2026-07-07,002767,先锋电子,2026-07-09,2026-07-07,post,2.0,2026-07-10,2026-07-13,2026-07-10,,d3_high_invalid|d3_close_invalid,none,no_bar_after_d2,not_applicable,18.45,18.37,17.24,False,True,,,False,,TRAIN_PRIMARY,EXCLUDED_QUALITY,D3_MISSING,2026-07
600094_2026-07-09,600094,大名城,2026-07-09,2026-07-09,d0,,2026-07-10,2026-07-13,2026-07-10,,d3_high_invalid|d3_close_invalid,none,no_bar_after_d2,not_applicable,3.91,4.02,3.76,False,False,,,False,,TRAIN_PRIMARY,EXCLUDED_QUALITY,D3_MISSING,2026-07
600246_2026-07-08,600246,万通发展,2026-07-09,2026-07-08,post,1.0,2026-07-10,2026-07-13,2026-07-10,,d3_high_invalid|d3_close_invalid,none,no_bar_after_d2,not_applicable,20.3,21.29,19.91,False,False,,,False,,TRAIN_PRIMARY,EXCLUDED_QUALITY,D3_MISSING,2026-07
600288_2026-07-09,600288,大恒科技,2026-07-09,2026-07-09,d0,,2026-07-10,2026-07-13,2026-07-10,,d3_high_invalid|d3_close_invalid,none,no_bar_after_d2,not_applicable,16.53,17.35,16.64,False,False,,,False,,TRAIN_PRIMARY,EXCLUDED_QUALITY,D3_MISSING,2026-07
603722_2026-07-07,603722,阿科力,2026-07-09,2026-07-07,post,2.0,2026-07-10,2026-07-13,2026-07-10,,d3_high_invalid|d3_close_invalid,none,no_bar_after_d2,not_applicable,38.06,37.17,33.71,False,True,,,False,,TRAIN_PRIMARY,EXCLUDED_QUALITY,D3_MISSING,2026-07
000977_2026-07-10,000977,浪潮信息,2026-07-10,2026-07-10,d0,,2026-07-13,2026-07-14,2026-07-13,,d3_high_invalid|d3_close_invalid,none,no_bar_after_d2,not_applicable,91.0,88.38,84.95,False,True,0.510060139754054,1.0,True,daily_v005_frozen,TRAIN_PRIMARY,EXCLUDED_QUALITY,D3_MISSING,2026-07
002841_2026-07-10,002841,视源股份,2026-07-10,2026-07-10,d0,,2026-07-13,2026-07-14,2026-07-13,,d3_high_invalid|d3_close_invalid,none,no_bar_after_d2,not_applicable,51.51,52.3,51.6,False,False,0.5079474902922838,2.0,True,daily_v005_frozen,TRAIN_PRIMARY,EXCLUDED_QUALITY,D3_MISSING,2026-07
600094_2026-07-09,600094,大名城,2026-07-10,2026-07-09,post,1.0,2026-07-13,2026-07-14,,,d2_no_bar_without_proof(exp=2026-07-13)|d3_no_bar_without_proof(exp=2026-07-14)|d2_open_invalid|d3_high_invalid|d3_close_invalid,no_bar_without_proof,no_bar_without_proof,not_proven,3.95,3.88,3.85,False,False,0.44532836747304,31.0,False,daily_v005_frozen,TRAIN_PRIMARY,EXCLUDED_QUALITY,D2_AND_D3_MISSING,2026-07
600246_2026-07-08,600246,万通发展,2026-07-10,2026-07-08,post,2.0,2026-07-13,2026-07-14,,,d2_no_bar_without_proof(exp=2026-07-13)|d3_no_bar_without_proof(exp=2026-07-14)|d2_open_invalid|d3_high_invalid|d3_close_invalid,no_bar_without_proof,no_bar_without_proof,not_proven,19.29,20.48,19.17,False,False,0.4558004686308529,21.0,False,daily_v005_frozen,TRAIN_PRIMARY,EXCLUDED_QUALITY,D2_AND_D3_MISSING,2026-07
600288_2026-07-09,600288,大恒科技,2026-07-10,2026-07-09,post,1.0,2026-07-13,2026-07-14,,,d2_no_bar_without_proof(exp=2026-07-13)|d3_no_bar_without_proof(exp=2026-07-14)|d2_open_invalid|d3_high_invalid|d3_close_invalid,no_bar_without_proof,no_bar_without_proof,not_proven,16.51,17.35,17.18,False,False,,,False,,TRAIN_PRIMARY,EXCLUDED_QUALITY,D2_AND_D3_MISSING,2026-07
000887_2026-07-13,000887,中鼎股份,2026-07-13,2026-07-13,d0,,2026-07-14,2026-07-15,2026-07-14,,d3_high_invalid|d3_close_invalid,none,no_bar_after_d2,not_applicable,19.94,19.63,19.25,False,False,,,False,,TRAIN_PRIMARY,EXCLUDED_QUALITY,D3_MISSING,2026-07
000977_2026-07-10,000977,浪潮信息,2026-07-13,2026-07-10,post,1.0,2026-07-14,2026-07-15,,,d2_no_bar_without_proof(exp=2026-07-14)|d3_no_bar_without_proof(exp=2026-07-15)|d2_open_invalid|d3_high_invalid|d3_close_invalid,no_bar_without_proof,no_bar_without_proof,not_proven,88.0,88.86,84.7,False,False,,,False,,TRAIN_PRIMARY,EXCLUDED_QUALITY,D2_AND_D3_MISSING,2026-07
002414_2026-07-13,002414,高德红外,2026-07-13,2026-07-13,d0,,2026-07-14,2026-07-15,2026-07-14,,d3_high_invalid|d3_close_invalid,none,no_bar_after_d2,not_applicable,13.79,13.77,13.32,False,False,,,False,,TRAIN_PRIMARY,EXCLUDED_QUALITY,D3_MISSING,2026-07
002841_2026-07-10,002841,视源股份,2026-07-13,2026-07-10,post,1.0,2026-07-14,2026-07-15,,,d2_no_bar_without_proof(exp=2026-07-14)|d3_no_bar_without_proof(exp=2026-07-15)|d2_open_invalid|d3_high_invalid|d3_close_invalid,no_bar_without_proof,no_bar_without_proof,not_proven,51.0,52.1,48.19,False,True,,,False,,TRAIN_PRIMARY,EXCLUDED_QUALITY,D2_AND_D3_MISSING,2026-07
603898_2026-07-13,603898,好莱客,2026-07-13,2026-07-13,d0,,2026-07-14,2026-07-15,2026-07-14,,d3_high_invalid|d3_close_invalid,none,no_bar_after_d2,not_applicable,14.83,14.3,13.84,False,True,,,False,,TRAIN_PRIMARY,EXCLUDED_QUALITY,D3_MISSING,2026-07
000887_2026-07-13,000887,中鼎股份,2026-07-14,2026-07-13,post,1.0,2026-07-15,2026-07-16,,,d2_no_bar_without_proof(exp=2026-07-15)|d3_no_bar_without_proof(exp=2026-07-16)|d2_open_invalid|d3_high_invalid|d3_close_invalid,no_bar_without_proof,no_bar_without_proof,not_proven,19.45,19.31,18.79,False,False,,,False,,TRAIN_PRIMARY,EXCLUDED_QUALITY,D2_AND_D3_MISSING,2026-07
002414_2026-07-13,002414,高德红外,2026-07-14,2026-07-13,post,1.0,2026-07-15,2026-07-16,,,d2_no_bar_without_proof(exp=2026-07-15)|d3_no_bar_without_proof(exp=2026-07-16)|d2_open_invalid|d3_high_invalid|d3_close_invalid,no_bar_without_proof,no_bar_without_proof,not_proven,13.52,13.74,13.49,False,False,,,False,,TRAIN_PRIMARY,EXCLUDED_QUALITY,D2_AND_D3_MISSING,2026-07
603898_2026-07-13,603898,好莱客,2026-07-14,2026-07-13,post,1.0,2026-07-15,2026-07-16,,,d2_no_bar_without_proof(exp=2026-07-15)|d3_no_bar_without_proof(exp=2026-07-16)|d2_open_invalid|d3_high_invalid|d3_close_invalid,no_bar_without_proof,no_bar_without_proof,not_proven,14.1,13.87,13.29,False,True,,,False,,TRAIN_PRIMARY,EXCLUDED_QUALITY,D2_AND_D3_MISSING,2026-07
001395_2026-07-14,001395,亚联机械,2026-07-16,2026-07-14,post,2.0,2026-07-17,2026-07-20,2026-07-17,,d3_high_invalid|d3_close_invalid,none,no_bar_after_d2,not_applicable,31.1,33.66,30.47,True,False,0.4426455651469314,45.0,False,daily_v005_frozen,TRAIN_PRIMARY,EXCLUDED_QUALITY,D3_MISSING,2026-07
601608_2026-07-14,601608,中信重工,2026-07-16,2026-07-14,post,2.0,2026-07-17,2026-07-20,2026-07-17,,d3_high_invalid|d3_close_invalid,none,no_bar_after_d2,not_applicable,4.7,4.61,4.56,False,False,0.3794978770644208,126.0,False,daily_v005_frozen,TRAIN_PRIMARY,EXCLUDED_QUALITY,D3_MISSING,2026-07
603065_2026-07-15,603065,宿迁联盛,2026-07-16,2026-07-15,post,1.0,2026-07-17,2026-07-20,2026-07-17,,d3_high_invalid|d3_close_invalid,none,no_bar_after_d2,not_applicable,17.16,16.16,15.44,False,True,0.3876044194028466,117.0,False,daily_v005_frozen,TRAIN_PRIMARY,EXCLUDED_QUALITY,D3_MISSING,2026-07
605090_2026-07-14,605090,九丰能源,2026-07-16,2026-07-14,post,2.0,2026-07-17,2026-07-20,2026-07-17,,d3_high_invalid|d3_close_invalid,none,no_bar_after_d2,not_applicable,37.52,39.6,34.38,False,True,0.4150581128852649,76.0,False,daily_v005_frozen,TRAIN_PRIMARY,EXCLUDED_QUALITY,D3_MISSING,2026-07
605255_2026-07-16,605255,天普股份,2026-07-16,2026-07-16,d0,,2026-07-17,2026-07-20,2026-07-17,,d3_high_invalid|d3_close_invalid,none,no_bar_after_d2,not_applicable,77.61,69.95,64.0,False,True,0.461698770345364,26.0,False,daily_v005_frozen,TRAIN_PRIMARY,EXCLUDED_QUALITY,D3_MISSING,2026-07
000504_2026-07-17,000504,南华生物,2026-07-17,2026-07-17,d0,,2026-07-20,2026-07-21,2026-07-20,,d3_high_invalid|d3_close_invalid,none,no_bar_after_d2,not_applicable,8.4,8.06,7.98,False,True,0.4697404718024281,12.0,True,daily_v005_frozen,TRAIN_PRIMARY,EXCLUDED_QUALITY,D3_MISSING,2026-07
002739_2026-07-17,002739,儒意电影,2026-07-17,2026-07-17,d0,,2026-07-20,2026-07-21,2026-07-20,,d3_high_invalid|d3_close_invalid,none,no_bar_after_d2,not_applicable,9.59,9.58,9.19,False,False,,,False,,TRAIN_PRIMARY,EXCLUDED_QUALITY,D3_MISSING,2026-07
600785_2026-07-17,600785,新华百货,2026-07-17,2026-07-17,d0,,2026-07-20,2026-07-21,2026-07-20,,d3_high_invalid|d3_close_invalid,none,no_bar_after_d2,not_applicable,8.28,8.07,7.95,False,False,,,False,,TRAIN_PRIMARY,EXCLUDED_QUALITY,D3_MISSING,2026-07
603065_2026-07-15,603065,宿迁联盛,2026-07-17,2026-07-15,post,2.0,2026-07-20,2026-07-21,,,d2_no_bar_without_proof(exp=2026-07-20)|d3_no_bar_without_proof(exp=2026-07-21)|d2_open_invalid|d3_high_invalid|d3_close_invalid,no_bar_without_proof,no_bar_without_proof,not_proven,15.44,14.78,13.9,False,True,0.3833717090902149,121.0,False,daily_v005_frozen,TRAIN_PRIMARY,EXCLUDED_QUALITY,D2_AND_D3_MISSING,2026-07
605255_2026-07-16,605255,天普股份,2026-07-17,2026-07-16,post,1.0,2026-07-20,2026-07-21,,,d2_no_bar_without_proof(exp=2026-07-20)|d3_no_bar_without_proof(exp=2026-07-21)|d2_open_invalid|d3_high_invalid|d3_close_invalid,no_bar_without_proof,no_bar_without_proof,not_proven,69.95,67.99,66.8,False,False,0.407514853741342,71.0,False,daily_v005_frozen,TRAIN_PRIMARY,EXCLUDED_QUALITY,D2_AND_D3_MISSING,2026-07
000504_2026-07-17,000504,南华生物,2026-07-20,2026-07-17,post,1.0,2026-07-21,2026-07-22,,,d2_no_bar_without_proof(exp=2026-07-21)|d3_no_bar_without_proof(exp=2026-07-22)|d2_open_invalid|d3_high_invalid|d3_close_invalid,no_bar_without_proof,no_bar_without_proof,not_proven,8.06,8.14,7.84,False,False,,,False,,TRAIN_PRIMARY,EXCLUDED_QUALITY,D2_AND_D3_MISSING,2026-07
002632_2026-07-20,002632,道明光学,2026-07-20,2026-07-20,d0,,2026-07-21,2026-07-22,2026-07-21,,d3_high_invalid|d3_close_invalid,none,no_bar_after_d2,not_applicable,8.58,8.35,7.96,False,True,0.4107083431905118,11.0,True,daily_v005_frozen,TRAIN_PRIMARY,EXCLUDED_QUALITY,D3_MISSING,2026-07
002677_2026-07-20,002677,浙江美大,2026-07-20,2026-07-20,d0,,2026-07-21,2026-07-22,2026-07-21,,d3_high_invalid|d3_close_invalid,none,no_bar_after_d2,not_applicable,6.49,6.4,6.26,False,False,,,False,,TRAIN_PRIMARY,EXCLUDED_QUALITY,D3_MISSING,2026-07
002739_2026-07-17,002739,儒意电影,2026-07-20,2026-07-17,post,1.0,2026-07-21,2026-07-22,,,d2_no_bar_without_proof(exp=2026-07-21)|d3_no_bar_without_proof(exp=2026-07-22)|d2_open_invalid|d3_high_invalid|d3_close_invalid,no_bar_without_proof,no_bar_without_proof,not_proven,9.0,9.25,9.1,False,False,,,False,,TRAIN_PRIMARY,EXCLUDED_QUALITY,D2_AND_D3_MISSING,2026-07
002829_2026-07-20,002829,星网宇达,2026-07-20,2026-07-20,d0,,2026-07-21,2026-07-22,2026-07-21,,d3_high_invalid|d3_close_invalid,none,no_bar_after_d2,not_applicable,19.87,23.23,21.86,True,False,0.3989006611183593,14.0,True,daily_v005_frozen,TRAIN_PRIMARY,EXCLUDED_QUALITY,D3_MISSING,2026-07
600785_2026-07-17,600785,新华百货,2026-07-20,2026-07-17,post,1.0,2026-07-21,2026-07-22,,,d2_no_bar_without_proof(exp=2026-07-21)|d3_no_bar_without_proof(exp=2026-07-22)|d2_open_invalid|d3_high_invalid|d3_close_invalid,no_bar_without_proof,no_bar_without_proof,not_proven,7.99,8.08,7.92,False,False,,,False,,TRAIN_PRIMARY,EXCLUDED_QUALITY,D2_AND_D3_MISSING,2026-07
000899_2026-07-21,000899,赣能股份,2026-07-21,2026-07-21,d0,,2026-07-22,2026-07-23,,,d2_no_bar_without_proof(exp=2026-07-22)|d3_no_bar_without_proof(exp=2026-07-23)|d2_open_invalid|d3_high_invalid|d3_close_invalid,no_bar_without_proof,no_bar_without_proof,not_proven,10.65,11.55,11.19,True,False,,,False,,TRAIN_PRIMARY,EXCLUDED_QUALITY,D2_AND_D3_MISSING,2026-07
002632_2026-07-20,002632,道明光学,2026-07-21,2026-07-20,post,1.0,2026-07-22,2026-07-23,,,d2_no_bar_without_proof(exp=2026-07-22)|d3_no_bar_without_proof(exp=2026-07-23)|d2_open_invalid|d3_high_invalid|d3_close_invalid,no_bar_without_proof,no_bar_without_proof,not_proven,8.1,7.91,7.88,False,False,,,False,,TRAIN_PRIMARY,EXCLUDED_QUALITY,D2_AND_D3_MISSING,2026-07
002677_2026-07-20,002677,浙江美大,2026-07-21,2026-07-20,post,1.0,2026-07-22,2026-07-23,,,d2_no_bar_without_proof(exp=2026-07-22)|d3_no_bar_without_proof(exp=2026-07-23)|d2_open_invalid|d3_high_invalid|d3_close_invalid,no_bar_without_proof,no_bar_without_proof,not_proven,5.9,6.35,6.31,True,False,,,False,,TRAIN_PRIMARY,EXCLUDED_QUALITY,D2_AND_D3_MISSING,2026-07
002829_2026-07-20,002829,星网宇达,2026-07-21,2026-07-20,post,1.0,2026-07-22,2026-07-23,,,d2_no_bar_without_proof(exp=2026-07-22)|d3_no_bar_without_proof(exp=2026-07-23)|d2_open_invalid|d3_high_invalid|d3_close_invalid,no_bar_without_proof,no_bar_without_proof,not_proven,20.69,21.8,21.08,False,False,,,False,,TRAIN_PRIMARY,EXCLUDED_QUALITY,D2_AND_D3_MISSING,2026-07
000037_2026-07-21,000037,深南电A,2026-07-23,2026-07-21,post,2.0,2026-07-24,2026-07-27,2026-07-24,,d3_high_invalid|d3_close_invalid,none,no_bar_after_d2,not_applicable,9.47,9.2,9.17,False,False,0.4412328165203933,36.0,False,daily_v005_frozen,TRAIN_PRIMARY,EXCLUDED_QUALITY,D3_MISSING,2026-07
000722_2026-07-21,000722,湖南发展,2026-07-23,2026-07-21,post,2.0,2026-07-24,2026-07-27,2026-07-24,,d3_high_invalid|d3_close_invalid,none,no_bar_after_d2,not_applicable,13.57,12.94,12.88,False,True,0.4562078031576376,22.0,False,daily_v005_frozen,TRAIN_PRIMARY,EXCLUDED_QUALITY,D3_MISSING,2026-07
000889_2026-07-22,000889,中嘉博创,2026-07-23,2026-07-22,post,1.0,2026-07-24,2026-07-27,2026-07-24,,d3_high_invalid|d3_close_invalid,none,no_bar_after_d2,not_applicable,3.64,3.7,3.69,False,False,0.4675466737714926,16.0,False,daily_v005_frozen,TRAIN_PRIMARY,EXCLUDED_QUALITY,D3_MISSING,2026-07
002213_2026-07-23,002213,大为股份,2026-07-23,2026-07-23,d0,,2026-07-24,2026-07-27,2026-07-24,,d3_high_invalid|d3_close_invalid,none,no_bar_after_d2,not_applicable,27.16,27.8,27.57,False,False,0.4214917164177885,61.0,False,daily_v005_frozen,TRAIN_PRIMARY,EXCLUDED_QUALITY,D3_MISSING,2026-07
600644_2026-07-21,600644,乐山电力,2026-07-23,2026-07-21,post,2.0,2026-07-24,2026-07-27,2026-07-24,,d3_high_invalid|d3_close_invalid,none,no_bar_after_d2,not_applicable,9.8,9.82,9.38,False,False,0.4916325906699363,5.0,True,daily_v005_frozen,TRAIN_PRIMARY,EXCLUDED_QUALITY,D3_MISSING,2026-07
603118_2026-07-23,603118,共进股份,2026-07-23,2026-07-23,d0,,2026-07-24,2026-07-27,2026-07-24,,d3_high_invalid|d3_close_invalid,none,no_bar_after_d2,not_applicable,15.75,16.76,16.2,False,False,0.4885975431881766,7.0,True,daily_v005_frozen,TRAIN_PRIMARY,EXCLUDED_QUALITY,D3_MISSING,2026-07
000603_2026-07-24,000603,盛达资源,2026-07-24,2026-07-24,d0,,2026-07-27,2026-07-28,2026-07-27,,d3_high_invalid|d3_close_invalid,none,no_bar_after_d2,not_applicable,25.14,24.54,24.07,False,False,0.502386526063116,2.0,True,daily_v005_frozen,TRAIN_PRIMARY,EXCLUDED_QUALITY,D3_MISSING,2026-07
000889_2026-07-22,000889,中嘉博创,2026-07-24,2026-07-22,post,2.0,2026-07-27,2026-07-28,,,d2_no_bar_without_proof(exp=2026-07-27)|d3_no_bar_without_proof(exp=2026-07-28)|d2_open_invalid|d3_high_invalid|d3_close_invalid,no_bar_without_proof,no_bar_without_proof,not_proven,3.55,3.8,3.67,True,False,0.4321963139846496,75.0,False,daily_v005_frozen,TRAIN_PRIMARY,EXCLUDED_QUALITY,D2_AND_D3_MISSING,2026-07
002213_2026-07-23,002213,大为股份,2026-07-24,2026-07-23,post,1.0,2026-07-27,2026-07-28,,,d2_no_bar_without_proof(exp=2026-07-27)|d3_no_bar_without_proof(exp=2026-07-28)|d2_open_invalid|d3_high_invalid|d3_close_invalid,no_bar_without_proof,no_bar_without_proof,not_proven,26.8,28.13,26.89,False,False,0.401995059144578,121.0,False,daily_v005_frozen,TRAIN_PRIMARY,EXCLUDED_QUALITY,D2_AND_D3_MISSING,2026-07
002412_2026-07-24,002412,汉森制药,2026-07-24,2026-07-24,d0,,2026-07-27,2026-07-28,2026-07-27,,d3_high_invalid|d3_close_invalid,none,no_bar_after_d2,not_applicable,6.94,7.45,7.0,True,False,,,False,,TRAIN_PRIMARY,EXCLUDED_QUALITY,D3_MISSING,2026-07
600396_2026-07-24,600396,华电辽能,2026-07-24,2026-07-24,d0,,2026-07-27,2026-07-28,2026-07-27,,d3_high_invalid|d3_close_invalid,none,no_bar_after_d2,not_applicable,14.0,17.21,16.58,True,False,0.5003683972263087,5.0,True,daily_v005_frozen,TRAIN_PRIMARY,EXCLUDED_QUALITY,D3_MISSING,2026-07
