event_id,code,signal_date,expected_d2_date,expected_d3_date,primary_daily_file_path,primary_daily_file_exists,primary_daily_first_date,primary_daily_last_date,primary_daily_row_count,expected_d2_in_primary_daily,expected_d3_in_primary_daily,file_modified_time,file_size,file_sha256,cache_modified_after_v021_build,v021_build_reference_time,loader_function_path,loader_applied_override,override_file_path,override_contains_d2,override_contains_d3,audit_result
000601_2026-07-03,000601,2026-07-03,2026-07-06,2026-07-07,F:\fenqixuangu\data\cache\daily\000601_daily.pkl,True,2025-04-30,2026-07-06,286,True,False,2026-07-06 21:56:01,36187,79e471a6d99f69b017e47cf67b834a2fc1428a125fccaefd0c2baebcc166ecd9,False,2026-08-03 10:13:50,src/loaders.py: MarketDataService.daily_cache = FrameCache(config.cache_dir / 'daily') (data/cache/daily),False,,False,False,DAILY_FILE_ENDS_AT_D2
001313_2026-07-03,001313,2026-07-03,2026-07-06,2026-07-07,F:\fenqixuangu\data\cache\daily\001313_daily.pkl,True,2025-04-30,2026-07-06,286,True,False,2026-07-06 21:56:17,36187,e0eb3a05c0aa5e1fe4bf2c7af77bdac6e5008d86f9a2f98183abdab47d79db12,False,2026-08-03 10:13:50,src/loaders.py: MarketDataService.daily_cache = FrameCache(config.cache_dir / 'daily') (data/cache/daily),False,,False,False,DAILY_FILE_ENDS_AT_D2
001331_2026-07-02,001331,2026-07-03,2026-07-06,2026-07-07,F:\fenqixuangu\data\cache\daily\001331_daily.pkl,True,2025-05-28,2026-08-03,260,True,True,2026-08-03 22:02:08,32989,b74aa1d8cafc1645f4eed6fd2cd52c12e35fc85a8a4a349f0bbf3fa70fa0661d,True,2026-08-03 10:13:50,src/loaders.py: MarketDataService.daily_cache = FrameCache(config.cache_dir / 'daily') (data/cache/daily),False,,False,False,CACHE_REFRESHED_EXTERNALLY_AFTER_V021_BUILD
002053_2026-07-02,002053,2026-07-03,2026-07-06,2026-07-07,F:\fenqixuangu\data\cache\daily\002053_daily.pkl,True,2025-04-28,2026-07-03,287,False,False,2026-07-05 23:29:32,36310,679825190a3330f4963e816ff32c664b7440b792a78513f00d77670815880802,False,2026-08-03 10:13:50,src/loaders.py: MarketDataService.daily_cache = FrameCache(config.cache_dir / 'daily') (data/cache/daily),False,,False,False,DAILY_FILE_ENDS_BEFORE_D2
002458_2026-07-03,002458,2026-07-03,2026-07-06,2026-07-07,F:\fenqixuangu\data\cache\daily\002458_daily.pkl,True,2025-04-30,2026-07-06,286,True,False,2026-07-06 21:56:35,36187,da51fda7113e5a3e1639cddf2f2c3e3c9d0d23541d663147645e603c17f48d1e,False,2026-08-03 10:13:50,src/loaders.py: MarketDataService.daily_cache = FrameCache(config.cache_dir / 'daily') (data/cache/daily),False,,False,False,DAILY_FILE_ENDS_AT_D2
002559_2026-07-03,002559,2026-07-03,2026-07-06,2026-07-07,F:\fenqixuangu\data\cache\daily\002559_daily.pkl,True,2025-04-30,2026-07-06,286,True,False,2026-07-06 21:56:37,36187,ad68a4da2ea7087d4a3513a22bc48ec723bc94e5a03ee327a6258197368fc11f,False,2026-08-03 10:13:50,src/loaders.py: MarketDataService.daily_cache = FrameCache(config.cache_dir / 'daily') (data/cache/daily),False,,False,False,DAILY_FILE_ENDS_AT_D2
002638_2026-07-01,002638,2026-07-03,2026-07-06,2026-07-07,F:\fenqixuangu\data\cache\daily\002638_daily.pkl,True,2025-04-28,2026-07-03,287,False,False,2026-07-05 23:27:54,36310,08011f50f51eab3c736983da5479335573136751ad2ba5a0f40da12ee73b8fad,False,2026-08-03 10:13:50,src/loaders.py: MarketDataService.daily_cache = FrameCache(config.cache_dir / 'daily') (data/cache/daily),False,,False,False,DAILY_FILE_ENDS_BEFORE_D2
002738_2026-07-02,002738,2026-07-03,2026-07-06,2026-07-07,F:\fenqixuangu\data\cache\daily\002738_daily.pkl,True,2025-04-28,2026-07-03,287,False,False,2026-07-05 23:29:58,36310,ce207214b5f7922617ec654136b301720e3f1ee97f363162b70f6c45adc1822e,False,2026-08-03 10:13:50,src/loaders.py: MarketDataService.daily_cache = FrameCache(config.cache_dir / 'daily') (data/cache/daily),False,,False,False,DAILY_FILE_ENDS_BEFORE_D2
002826_2026-07-03,002826,2026-07-03,2026-07-06,2026-07-07,F:\fenqixuangu\data\cache\daily\002826_daily.pkl,True,2025-04-30,2026-07-06,281,True,False,2026-07-06 21:56:52,35572,77e661cded9567c1560853f77c55d4c736e281bec2e637f05d7bafe51c246ae5,False,2026-08-03 10:13:50,src/loaders.py: MarketDataService.daily_cache = FrameCache(config.cache_dir / 'daily') (data/cache/daily),False,,False,False,DAILY_FILE_ENDS_AT_D2
002971_2026-07-03,002971,2026-07-03,2026-07-06,2026-07-07,F:\fenqixuangu\data\cache\daily\002971_daily.pkl,True,2025-04-30,2026-07-06,286,True,False,2026-07-06 21:56:58,36187,7fdf52a3e642da61ed34f48e7acf05bfd740e5cf0578d3bb80cc4986d34a8b49,False,2026-08-03 10:13:50,src/loaders.py: MarketDataService.daily_cache = FrameCache(config.cache_dir / 'daily') (data/cache/daily),False,,False,False,DAILY_FILE_ENDS_AT_D2
003043_2026-07-01,003043,2026-07-03,2026-07-06,2026-07-07,F:\fenqixuangu\data\cache\daily\003043_daily.pkl,True,2025-04-28,2026-07-03,287,False,False,2026-07-05 23:28:12,36310,33b5bf984effb36e5701b828879f75f3342b77f83d65736857a82063cf068080,False,2026-08-03 10:13:50,src/loaders.py: MarketDataService.daily_cache = FrameCache(config.cache_dir / 'daily') (data/cache/daily),False,,False,False,DAILY_FILE_ENDS_BEFORE_D2
600363_2026-07-01,600363,2026-07-03,2026-07-06,2026-07-07,F:\fenqixuangu\data\cache\daily\600363_daily.pkl,True,2025-04-28,2026-07-03,287,False,False,2026-07-05 23:28:17,36310,ba75bf4a3c9a164bdd4bff0fd5cf7760d4fbdded4770b67f80ca17e160bdd3c0,False,2026-08-03 10:13:50,src/loaders.py: MarketDataService.daily_cache = FrameCache(config.cache_dir / 'daily') (data/cache/daily),False,,False,False,DAILY_FILE_ENDS_BEFORE_D2
600378_2026-07-01,600378,2026-07-03,2026-07-06,2026-07-07,F:\fenqixuangu\data\cache\daily\600378_daily.pkl,True,2025-04-28,2026-07-03,287,False,False,2026-07-05 23:28:19,36310,030ab887a4959305fdbe8c0298dd24d045e673e086932331b1586fdb362d85a2,False,2026-08-03 10:13:50,src/loaders.py: MarketDataService.daily_cache = FrameCache(config.cache_dir / 'daily') (data/cache/daily),False,,False,False,DAILY_FILE_ENDS_BEFORE_D2
600707_2026-07-01,600707,2026-07-03,2026-07-06,2026-07-07,F:\fenqixuangu\data\cache\daily\600707_daily.pkl,True,2025-04-28,2026-07-03,287,False,False,2026-07-05 23:30:27,36310,ac30a5b2903ff5d670872444217a226fb79318d4619792b6a6b9a024fa4653bd,False,2026-08-03 10:13:50,src/loaders.py: MarketDataService.daily_cache = FrameCache(config.cache_dir / 'daily') (data/cache/daily),False,,False,False,DAILY_FILE_ENDS_BEFORE_D2
600783_2026-07-02,600783,2026-07-03,2026-07-06,2026-07-07,F:\fenqixuangu\data\cache\daily\600783_daily.pkl,True,2025-04-28,2026-07-03,287,False,False,2026-07-05 23:30:29,36310,9a06bf72a3829fc9c2e40c0c785d7c297cd23f30492fb0fe8d63aea6f33fe919,False,2026-08-03 10:13:50,src/loaders.py: MarketDataService.daily_cache = FrameCache(config.cache_dir / 'daily') (data/cache/daily),False,,False,False,DAILY_FILE_ENDS_BEFORE_D2
603033_2026-07-01,603033,2026-07-03,2026-07-06,2026-07-07,F:\fenqixuangu\data\cache\daily\603033_daily.pkl,True,2025-04-28,2026-07-03,287,False,False,2026-07-05 23:28:34,36310,1d00497396b95f8e99494d934c1d0dcfed6b2356b69c2bc64f70293783601268,False,2026-08-03 10:13:50,src/loaders.py: MarketDataService.daily_cache = FrameCache(config.cache_dir / 'daily') (data/cache/daily),False,,False,False,DAILY_FILE_ENDS_BEFORE_D2
603379_2026-07-02,603379,2026-07-03,2026-07-06,2026-07-07,F:\fenqixuangu\data\cache\daily\603379_daily.pkl,True,2025-04-28,2026-07-03,287,False,False,2026-07-05 23:30:56,36310,c76684378b9ae4d3587892d2ce061b91168fcfe3eac4f131671a4484ab9c7daa,False,2026-08-03 10:13:50,src/loaders.py: MarketDataService.daily_cache = FrameCache(config.cache_dir / 'daily') (data/cache/daily),False,,False,False,DAILY_FILE_ENDS_BEFORE_D2
603505_2026-07-03,603505,2026-07-03,2026-07-06,2026-07-07,F:\fenqixuangu\data\cache\daily\603505_daily.pkl,True,2025-04-30,2026-07-06,286,True,False,2026-07-06 21:58:01,36187,e57979dddeda0013b63f9410960b5c823135f50f0172a42a8b9ecd06728c0ca4,False,2026-08-03 10:13:50,src/loaders.py: MarketDataService.daily_cache = FrameCache(config.cache_dir / 'daily') (data/cache/daily),False,,False,False,DAILY_FILE_ENDS_AT_D2
603983_2026-07-01,603983,2026-07-03,2026-07-06,2026-07-07,F:\fenqixuangu\data\cache\daily\603983_daily.pkl,True,2025-04-28,2026-07-03,287,False,False,2026-07-05 23:28:59,36310,ada0c7b6ab6d5bc70f96c802533e2e725c308ba036c18bd6c187afcbef7723fa,False,2026-08-03 10:13:50,src/loaders.py: MarketDataService.daily_cache = FrameCache(config.cache_dir / 'daily') (data/cache/daily),False,,False,False,DAILY_FILE_ENDS_BEFORE_D2
605488_2026-07-03,605488,2026-07-03,2026-07-06,2026-07-07,F:\fenqixuangu\data\cache\daily\605488_daily.pkl,True,2025-05-28,2026-08-03,289,True,True,2026-08-03 22:03:14,36556,761a873d9963ae5062c32ae4aa2e8d51232a8f325067953d35ea9ad8edc73216,True,2026-08-03 10:13:50,src/loaders.py: MarketDataService.daily_cache = FrameCache(config.cache_dir / 'daily') (data/cache/daily),False,,False,False,CACHE_REFRESHED_EXTERNALLY_AFTER_V021_BUILD
000520_2026-07-03,000520,2026-07-06,2026-07-07,2026-07-08,F:\fenqixuangu\data\cache\daily\000520_daily.pkl,True,2025-04-30,2026-07-06,286,False,False,2026-07-06 21:55:50,36187,276e73b4357dfe1cec989b2fb432664e80f095e044c565bc29e9b946e83e3f94,False,2026-08-03 10:13:50,src/loaders.py: MarketDataService.daily_cache = FrameCache(config.cache_dir / 'daily') (data/cache/daily),False,,False,False,DAILY_FILE_ENDS_BEFORE_D2
000536_2026-07-03,000536,2026-07-06,2026-07-07,2026-07-08,F:\fenqixuangu\data\cache\daily\000536_daily.pkl,True,2025-04-30,2026-07-06,286,False,False,2026-07-06 21:55:51,36187,a5e73f015f0745904ca64ec08348f7ab364b0e866596d6bd1207e0aa6bda8946,False,2026-08-03 10:13:50,src/loaders.py: MarketDataService.daily_cache = FrameCache(config.cache_dir / 'daily') (data/cache/daily),False,,False,False,DAILY_FILE_ENDS_BEFORE_D2
000576_2026-07-06,000576,2026-07-06,2026-07-07,2026-07-08,F:\fenqixuangu\data\cache\daily\000576_daily.pkl,True,2025-05-06,2026-07-07,286,True,False,2026-07-07 23:27:41,36187,ea47d6931c29b43a97e85ee37c86074d21fa70c9b7b731914c1f37489e94de50,False,2026-08-03 10:13:50,src/loaders.py: MarketDataService.daily_cache = FrameCache(config.cache_dir / 'daily') (data/cache/daily),False,,False,False,DAILY_FILE_ENDS_AT_D2
000601_2026-07-03,000601,2026-07-06,2026-07-07,2026-07-08,F:\fenqixuangu\data\cache\daily\000601_daily.pkl,True,2025-04-30,2026-07-06,286,False,False,2026-07-06 21:56:01,36187,79e471a6d99f69b017e47cf67b834a2fc1428a125fccaefd0c2baebcc166ecd9,False,2026-08-03 10:13:50,src/loaders.py: MarketDataService.daily_cache = FrameCache(config.cache_dir / 'daily') (data/cache/daily),False,,False,False,DAILY_FILE_ENDS_BEFORE_D2
001313_2026-07-03,001313,2026-07-06,2026-07-07,2026-07-08,F:\fenqixuangu\data\cache\daily\001313_daily.pkl,True,2025-04-30,2026-07-06,286,False,False,2026-07-06 21:56:17,36187,e0eb3a05c0aa5e1fe4bf2c7af77bdac6e5008d86f9a2f98183abdab47d79db12,False,2026-08-03 10:13:50,src/loaders.py: MarketDataService.daily_cache = FrameCache(config.cache_dir / 'daily') (data/cache/daily),False,,False,False,DAILY_FILE_ENDS_BEFORE_D2
002458_2026-07-03,002458,2026-07-06,2026-07-07,2026-07-08,F:\fenqixuangu\data\cache\daily\002458_daily.pkl,True,2025-04-30,2026-07-06,286,False,False,2026-07-06 21:56:35,36187,da51fda7113e5a3e1639cddf2f2c3e3c9d0d23541d663147645e603c17f48d1e,False,2026-08-03 10:13:50,src/loaders.py: MarketDataService.daily_cache = FrameCache(config.cache_dir / 'daily') (data/cache/daily),False,,False,False,DAILY_FILE_ENDS_BEFORE_D2
002559_2026-07-03,002559,2026-07-06,2026-07-07,2026-07-08,F:\fenqixuangu\data\cache\daily\002559_daily.pkl,True,2025-04-30,2026-07-06,286,False,False,2026-07-06 21:56:37,36187,ad68a4da2ea7087d4a3513a22bc48ec723bc94e5a03ee327a6258197368fc11f,False,2026-08-03 10:13:50,src/loaders.py: MarketDataService.daily_cache = FrameCache(config.cache_dir / 'daily') (data/cache/daily),False,,False,False,DAILY_FILE_ENDS_BEFORE_D2
002747_2026-07-02,002747,2026-07-06,2026-07-07,2026-07-08,F:\fenqixuangu\data\cache\daily\002747_daily.pkl,True,2025-05-06,2026-07-07,286,True,False,2026-07-07 23:28:04,36187,dc84169258974c944998186dc101c37cd1bc0109fb29657424c5414e6585b91d,False,2026-08-03 10:13:50,src/loaders.py: MarketDataService.daily_cache = FrameCache(config.cache_dir / 'daily') (data/cache/daily),False,,False,False,DAILY_FILE_ENDS_AT_D2
002826_2026-07-03,002826,2026-07-06,2026-07-07,2026-07-08,F:\fenqixuangu\data\cache\daily\002826_daily.pkl,True,2025-04-30,2026-07-06,281,False,False,2026-07-06 21:56:52,35572,77e661cded9567c1560853f77c55d4c736e281bec2e637f05d7bafe51c246ae5,False,2026-08-03 10:13:50,src/loaders.py: MarketDataService.daily_cache = FrameCache(config.cache_dir / 'daily') (data/cache/daily),False,,False,False,DAILY_FILE_ENDS_BEFORE_D2
002971_2026-07-03,002971,2026-07-06,2026-07-07,2026-07-08,F:\fenqixuangu\data\cache\daily\002971_daily.pkl,True,2025-04-30,2026-07-06,286,False,False,2026-07-06 21:56:58,36187,7fdf52a3e642da61ed34f48e7acf05bfd740e5cf0578d3bb80cc4986d34a8b49,False,2026-08-03 10:13:50,src/loaders.py: MarketDataService.daily_cache = FrameCache(config.cache_dir / 'daily') (data/cache/daily),False,,False,False,DAILY_FILE_ENDS_BEFORE_D2
603338_2026-07-06,603338,2026-07-06,2026-07-07,2026-07-08,F:\fenqixuangu\data\cache\daily\603338_daily.pkl,True,2025-05-06,2026-07-07,286,True,False,2026-07-07 23:28:28,36187,9e15b3f8da705c8f65ef1f94e27bca294c62763e92f30e6fc5b9553e474f2308,False,2026-08-03 10:13:50,src/loaders.py: MarketDataService.daily_cache = FrameCache(config.cache_dir / 'daily') (data/cache/daily),False,,False,False,DAILY_FILE_ENDS_AT_D2
603505_2026-07-03,603505,2026-07-06,2026-07-07,2026-07-08,F:\fenqixuangu\data\cache\daily\603505_daily.pkl,True,2025-04-30,2026-07-06,286,False,False,2026-07-06 21:58:01,36187,e57979dddeda0013b63f9410960b5c823135f50f0172a42a8b9ecd06728c0ca4,False,2026-08-03 10:13:50,src/loaders.py: MarketDataService.daily_cache = FrameCache(config.cache_dir / 'daily') (data/cache/daily),False,,False,False,DAILY_FILE_ENDS_BEFORE_D2
603717_2026-07-06,603717,2026-07-06,2026-07-07,2026-07-08,F:\fenqixuangu\data\cache\daily\603717_daily.pkl,True,2025-05-06,2026-07-07,286,True,False,2026-07-07 23:28:33,36187,6434459544fe750e4b811138866ac42c057751b5093e3e57ff09f324c875dc78,False,2026-08-03 10:13:50,src/loaders.py: MarketDataService.daily_cache = FrameCache(config.cache_dir / 'daily') (data/cache/daily),False,,False,False,DAILY_FILE_ENDS_AT_D2
605488_2026-07-03,605488,2026-07-06,2026-07-07,2026-07-08,F:\fenqixuangu\data\cache\daily\605488_daily.pkl,True,2025-05-28,2026-08-03,289,True,True,2026-08-03 22:03:14,36556,761a873d9963ae5062c32ae4aa2e8d51232a8f325067953d35ea9ad8edc73216,True,2026-08-03 10:13:50,src/loaders.py: MarketDataService.daily_cache = FrameCache(config.cache_dir / 'daily') (data/cache/daily),False,,False,False,CACHE_REFRESHED_EXTERNALLY_AFTER_V021_BUILD
000576_2026-07-06,000576,2026-07-07,2026-07-08,2026-07-09,F:\fenqixuangu\data\cache\daily\000576_daily.pkl,True,2025-05-06,2026-07-07,286,False,False,2026-07-07 23:27:41,36187,ea47d6931c29b43a97e85ee37c86074d21fa70c9b7b731914c1f37489e94de50,False,2026-08-03 10:13:50,src/loaders.py: MarketDataService.daily_cache = FrameCache(config.cache_dir / 'daily') (data/cache/daily),False,,False,False,DAILY_FILE_ENDS_BEFORE_D2
603338_2026-07-06,603338,2026-07-07,2026-07-08,2026-07-09,F:\fenqixuangu\data\cache\daily\603338_daily.pkl,True,2025-05-06,2026-07-07,286,False,False,2026-07-07 23:28:28,36187,9e15b3f8da705c8f65ef1f94e27bca294c62763e92f30e6fc5b9553e474f2308,False,2026-08-03 10:13:50,src/loaders.py: MarketDataService.daily_cache = FrameCache(config.cache_dir / 'daily') (data/cache/daily),False,,False,False,DAILY_FILE_ENDS_BEFORE_D2
603717_2026-07-06,603717,2026-07-07,2026-07-08,2026-07-09,F:\fenqixuangu\data\cache\daily\603717_daily.pkl,True,2025-05-06,2026-07-07,286,False,False,2026-07-07 23:28:33,36187,6434459544fe750e4b811138866ac42c057751b5093e3e57ff09f324c875dc78,False,2026-08-03 10:13:50,src/loaders.py: MarketDataService.daily_cache = FrameCache(config.cache_dir / 'daily') (data/cache/daily),False,,False,False,DAILY_FILE_ENDS_BEFORE_D2
000656_2026-07-07,000656,2026-07-09,2026-07-10,2026-07-13,F:\fenqixuangu\data\cache\daily\000656_daily.pkl,True,2025-05-06,2026-07-10,287,True,False,2026-07-13 13:16:35,36310,fb28ae386f37b72c2e51da5fcf860b391ab5974727da0db9e388e3aad841992b,False,2026-08-03 10:13:50,src/loaders.py: MarketDataService.daily_cache = FrameCache(config.cache_dir / 'daily') (data/cache/daily),False,,False,False,DAILY_FILE_ENDS_AT_D2
002767_2026-07-07,002767,2026-07-09,2026-07-10,2026-07-13,F:\fenqixuangu\data\cache\daily\002767_daily.pkl,True,2025-05-06,2026-07-10,289,True,False,2026-07-13 13:16:43,36556,6c3589ddd46c505c5bab06b4172bceec06231fecdab4b77cacb0763faaa64675,False,2026-08-03 10:13:50,src/loaders.py: MarketDataService.daily_cache = FrameCache(config.cache_dir / 'daily') (data/cache/daily),False,,False,False,DAILY_FILE_ENDS_AT_D2
600094_2026-07-09,600094,2026-07-09,2026-07-10,2026-07-13,F:\fenqixuangu\data\cache\daily\600094_daily.pkl,True,2025-05-06,2026-07-10,289,True,False,2026-07-13 13:17:19,36556,d235ee27df72fc364876625532e3daa26196cb67ff478e984022ff0724f1b4c9,False,2026-08-03 10:13:50,src/loaders.py: MarketDataService.daily_cache = FrameCache(config.cache_dir / 'daily') (data/cache/daily),False,,False,False,DAILY_FILE_ENDS_AT_D2
600246_2026-07-08,600246,2026-07-09,2026-07-10,2026-07-13,F:\fenqixuangu\data\cache\daily\600246_daily.pkl,True,2025-05-06,2026-07-10,289,True,False,2026-07-13 13:16:51,36556,2b2586ead6b62b20889793043bb9aaefdafb64ff4ff2f3496d8d41df9f04e042,False,2026-08-03 10:13:50,src/loaders.py: MarketDataService.daily_cache = FrameCache(config.cache_dir / 'daily') (data/cache/daily),False,,False,False,DAILY_FILE_ENDS_AT_D2
600288_2026-07-09,600288,2026-07-09,2026-07-10,2026-07-13,F:\fenqixuangu\data\cache\daily\600288_daily.pkl,True,2025-05-06,2026-07-10,289,True,False,2026-07-13 13:16:52,36556,e0453a703b68defd5ac9cad0d79441a6f5750744242d26b9a6ef139e9c996506,False,2026-08-03 10:13:50,src/loaders.py: MarketDataService.daily_cache = FrameCache(config.cache_dir / 'daily') (data/cache/daily),False,,False,False,DAILY_FILE_ENDS_AT_D2
603722_2026-07-07,603722,2026-07-09,2026-07-10,2026-07-13,F:\fenqixuangu\data\cache\daily\603722_daily.pkl,True,2025-05-06,2026-07-10,284,True,False,2026-07-16 22:36:47,35941,e56ba3723393f6367b98d503aa7dd3a0a834a59f964d0baeb38a97b33107b7bd,False,2026-08-03 10:13:50,src/loaders.py: MarketDataService.daily_cache = FrameCache(config.cache_dir / 'daily') (data/cache/daily),False,,False,False,DAILY_FILE_ENDS_AT_D2
000977_2026-07-10,000977,2026-07-10,2026-07-13,2026-07-14,F:\fenqixuangu\data\cache\daily\000977_daily.pkl,True,2025-05-07,2026-07-13,289,True,False,2026-07-16 22:40:07,36556,7c661bfc5cff87079d30521e02e986b8a0b8a5522bd44646e26d3960e8590981,False,2026-08-03 10:13:50,src/loaders.py: MarketDataService.daily_cache = FrameCache(config.cache_dir / 'daily') (data/cache/daily),False,,False,False,DAILY_FILE_ENDS_AT_D2
002841_2026-07-10,002841,2026-07-10,2026-07-13,2026-07-14,F:\fenqixuangu\data\cache\daily\002841_daily.pkl,True,2025-05-07,2026-07-13,289,True,False,2026-07-16 22:40:27,36556,028e77e317d16187e74ae75f43488317933c237e390db81f66953efad09520cc,False,2026-08-03 10:13:50,src/loaders.py: MarketDataService.daily_cache = FrameCache(config.cache_dir / 'daily') (data/cache/daily),False,,False,False,DAILY_FILE_ENDS_AT_D2
600094_2026-07-09,600094,2026-07-10,2026-07-13,2026-07-14,F:\fenqixuangu\data\cache\daily\600094_daily.pkl,True,2025-05-06,2026-07-10,289,False,False,2026-07-13 13:17:19,36556,d235ee27df72fc364876625532e3daa26196cb67ff478e984022ff0724f1b4c9,False,2026-08-03 10:13:50,src/loaders.py: MarketDataService.daily_cache = FrameCache(config.cache_dir / 'daily') (data/cache/daily),False,,False,False,DAILY_FILE_ENDS_BEFORE_D2
600246_2026-07-08,600246,2026-07-10,2026-07-13,2026-07-14,F:\fenqixuangu\data\cache\daily\600246_daily.pkl,True,2025-05-06,2026-07-10,289,False,False,2026-07-13 13:16:51,36556,2b2586ead6b62b20889793043bb9aaefdafb64ff4ff2f3496d8d41df9f04e042,False,2026-08-03 10:13:50,src/loaders.py: MarketDataService.daily_cache = FrameCache(config.cache_dir / 'daily') (data/cache/daily),False,,False,False,DAILY_FILE_ENDS_BEFORE_D2
600288_2026-07-09,600288,2026-07-10,2026-07-13,2026-07-14,F:\fenqixuangu\data\cache\daily\600288_daily.pkl,True,2025-05-06,2026-07-10,289,False,False,2026-07-13 13:16:52,36556,e0453a703b68defd5ac9cad0d79441a6f5750744242d26b9a6ef139e9c996506,False,2026-08-03 10:13:50,src/loaders.py: MarketDataService.daily_cache = FrameCache(config.cache_dir / 'daily') (data/cache/daily),False,,False,False,DAILY_FILE_ENDS_BEFORE_D2
000887_2026-07-13,000887,2026-07-13,2026-07-14,2026-07-15,F:\fenqixuangu\data\cache\daily\000887_daily.pkl,True,2025-05-08,2026-07-14,289,True,False,2026-07-16 22:42:18,36556,b64fcbdbd45c632a4df75b108d9e380b8ee346ec8145e319572068b5090c6a65,False,2026-08-03 10:13:50,src/loaders.py: MarketDataService.daily_cache = FrameCache(config.cache_dir / 'daily') (data/cache/daily),False,,False,False,DAILY_FILE_ENDS_AT_D2
000977_2026-07-10,000977,2026-07-13,2026-07-14,2026-07-15,F:\fenqixuangu\data\cache\daily\000977_daily.pkl,True,2025-05-07,2026-07-13,289,False,False,2026-07-16 22:40:07,36556,7c661bfc5cff87079d30521e02e986b8a0b8a5522bd44646e26d3960e8590981,False,2026-08-03 10:13:50,src/loaders.py: MarketDataService.daily_cache = FrameCache(config.cache_dir / 'daily') (data/cache/daily),False,,False,False,DAILY_FILE_ENDS_BEFORE_D2
002414_2026-07-13,002414,2026-07-13,2026-07-14,2026-07-15,F:\fenqixuangu\data\cache\daily\002414_daily.pkl,True,2025-05-08,2026-07-14,289,True,False,2026-07-16 22:42:29,36556,6106da8557bfffeb63cd0d172bcc438c407b46302d25638a620acbdb927b1b9d,False,2026-08-03 10:13:50,src/loaders.py: MarketDataService.daily_cache = FrameCache(config.cache_dir / 'daily') (data/cache/daily),False,,False,False,DAILY_FILE_ENDS_AT_D2
002841_2026-07-10,002841,2026-07-13,2026-07-14,2026-07-15,F:\fenqixuangu\data\cache\daily\002841_daily.pkl,True,2025-05-07,2026-07-13,289,False,False,2026-07-16 22:40:27,36556,028e77e317d16187e74ae75f43488317933c237e390db81f66953efad09520cc,False,2026-08-03 10:13:50,src/loaders.py: MarketDataService.daily_cache = FrameCache(config.cache_dir / 'daily') (data/cache/daily),False,,False,False,DAILY_FILE_ENDS_BEFORE_D2
603898_2026-07-13,603898,2026-07-13,2026-07-14,2026-07-15,F:\fenqixuangu\data\cache\daily\603898_daily.pkl,True,2025-05-08,2026-07-14,289,True,False,2026-07-16 22:43:02,36556,fcb017dc3578b7c2fc6c26f7ddaa44c0e5aff39ec9ba357466336fc993d7e8d0,False,2026-08-03 10:13:50,src/loaders.py: MarketDataService.daily_cache = FrameCache(config.cache_dir / 'daily') (data/cache/daily),False,,False,False,DAILY_FILE_ENDS_AT_D2
000887_2026-07-13,000887,2026-07-14,2026-07-15,2026-07-16,F:\fenqixuangu\data\cache\daily\000887_daily.pkl,True,2025-05-08,2026-07-14,289,False,False,2026-07-16 22:42:18,36556,b64fcbdbd45c632a4df75b108d9e380b8ee346ec8145e319572068b5090c6a65,False,2026-08-03 10:13:50,src/loaders.py: MarketDataService.daily_cache = FrameCache(config.cache_dir / 'daily') (data/cache/daily),False,,False,False,DAILY_FILE_ENDS_BEFORE_D2
002414_2026-07-13,002414,2026-07-14,2026-07-15,2026-07-16,F:\fenqixuangu\data\cache\daily\002414_daily.pkl,True,2025-05-08,2026-07-14,289,False,False,2026-07-16 22:42:29,36556,6106da8557bfffeb63cd0d172bcc438c407b46302d25638a620acbdb927b1b9d,False,2026-08-03 10:13:50,src/loaders.py: MarketDataService.daily_cache = FrameCache(config.cache_dir / 'daily') (data/cache/daily),False,,False,False,DAILY_FILE_ENDS_BEFORE_D2
603898_2026-07-13,603898,2026-07-14,2026-07-15,2026-07-16,F:\fenqixuangu\data\cache\daily\603898_daily.pkl,True,2025-05-08,2026-07-14,289,False,False,2026-07-16 22:43:02,36556,fcb017dc3578b7c2fc6c26f7ddaa44c0e5aff39ec9ba357466336fc993d7e8d0,False,2026-08-03 10:13:50,src/loaders.py: MarketDataService.daily_cache = FrameCache(config.cache_dir / 'daily') (data/cache/daily),False,,False,False,DAILY_FILE_ENDS_BEFORE_D2
001395_2026-07-14,001395,2026-07-16,2026-07-17,2026-07-20,F:\fenqixuangu\data\cache\daily\001395_daily.pkl,True,2025-05-12,2026-07-17,290,True,False,2026-07-17 23:21:40,36679,9141fdae333a1dcd7204492589ff2c832305256af0d2f44dc1ba947060a6a126,False,2026-08-03 10:13:50,src/loaders.py: MarketDataService.daily_cache = FrameCache(config.cache_dir / 'daily') (data/cache/daily),False,,False,False,DAILY_FILE_ENDS_AT_D2
601608_2026-07-14,601608,2026-07-16,2026-07-17,2026-07-20,F:\fenqixuangu\data\cache\daily\601608_daily.pkl,True,2025-05-12,2026-07-17,290,True,False,2026-07-17 23:21:57,36679,d98471b0fdb83666c400288b827d2eb2e8f3349eb5417365b8afc802256a55a6,False,2026-08-03 10:13:50,src/loaders.py: MarketDataService.daily_cache = FrameCache(config.cache_dir / 'daily') (data/cache/daily),False,,False,False,DAILY_FILE_ENDS_AT_D2
