event_id,signal_date,code,candidate_count,label_available_date,stage1_score,stage1_rank,stage1_top10,closing_completion_gap,strength_x_gap,capped_pair_score,capped_pair_rank,final_capped_rank,target7,raw_repair_return,capped_opportunity_return_7,outcome_state,rank_strict_stage1,rank_strict_capped,rank_winner_protect,rank_loss_permission,rank_oracle_loss_stage1_backfill,rank_oracle_risk_oracle_backfill,rank_top10_oracle
603380_2026-06-23,2026-06-23,603380,14,2026-06-25,0.558216328985,10,True,0.725,0.223076923077,0.0173868330644,6,6,1,0.108924806746,0.07,TARGET7,10,10,10,10,10,10,10
002842_2026-06-23,2026-06-23,002842,14,2026-06-25,0.555605676934,11,False,,,,,11,1,0.0887335874629,0.07,TARGET7,11,11,11,11,11,11,11
001296_2026-06-23,2026-06-23,001296,14,2026-06-25,0.542229052168,12,False,,,,,12,0,0.0229293401965,0.0229293401965,POSITIVE_NON_TARGET,12,12,12,12,12,12,12
600162_2026-06-23,2026-06-23,600162,14,2026-06-25,0.533451651476,13,False,,,,,13,1,0.0704960835509,0.07,TARGET7,13,13,13,13,13,13,13
002354_2026-06-23,2026-06-23,002354,14,2026-06-25,0.532314135827,14,False,,,,,14,0,0.0438489646772,0.0438489646772,POSITIVE_NON_TARGET,14,14,14,14,14,14,14
603757_2026-06-24,2026-06-24,603757,15,2026-06-26,0.596544810405,1,True,0.075,0.075,0.0159701494465,5,5,0,0.0516980613227,0.0516980613227,POSITIVE_NON_TARGET,1,4,4,1,1,1,4
600851_2026-06-24,2026-06-24,600851,15,2026-06-26,0.586701950624,2,True,0.8,0.742857142857,0.0185465772861,2,2,0,-0.036815920398,-0.036815920398,LOSS,2,2,2,2,4,4,5
000070_2026-06-24,2026-06-24,000070,15,2026-06-26,0.582955068084,3,True,0.5,0.428571428571,0.0165804002013,3,3,0,-0.0225029609159,-0.0225029609159,LOSS,3,3,3,3,5,5,6
600172_2026-06-24,2026-06-24,600172,15,2026-06-26,0.582326078323,4,True,0.25,0.196428571429,0.0142177406625,8,8,0,0.0564468211527,0.0564468211527,POSITIVE_NON_TARGET,4,5,5,4,2,6,7
601869_2026-06-24,2026-06-24,601869,15,2026-06-26,0.577372843246,5,True,0.3,0.214285714286,0.0138608870396,9,9,0,-0.0267558528428,-0.0267558528428,LOSS,5,6,6,5,3,7,8
002068_2026-06-24,2026-06-24,002068,15,2026-06-26,0.559325472293,6,True,0.075,0.0482142857143,0.0108486200316,10,10,0,0.0647138964578,0.0647138964578,POSITIVE_NON_TARGET,6,7,7,6,6,8,3
000783_2026-06-24,2026-06-24,000783,15,2026-06-26,0.555681847817,7,True,0.875,0.5,0.0189560089072,1,1,1,0.091103965702,0.07,TARGET7,7,1,1,7,7,3,2
