trade_date,code,name,signal_type,allowed,position_level,total_score,graph_quality_score,active_money_score,support_score,theme_score,support_type,low_absorb_min,low_absorb_max,invalid_price,key_zones_json,reasons
2026-06-25,000034,神州数码,WATCH_ONLY,False,zero,74.5,90.0,54.0,91.0,45.0,A,25.302,26.264,25.5,"{""d1_low"": 25.5, ""d1_open"": 25.7, ""d1_close"": 27.94, ""d1_vwap"": 27.679497183380413, ""prev_close"": 25.4, ""ma5"": 26.264, ""ma10"": 25.302, ""d1_intraday_vwap"": 27.679233829952523, ""d1_first_5m_low"": 25.5, ""low_absorb_min"": 25.302, ""low_absorb_max"": 26.264}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点没有明显下移; graph: 均线多头排列; graph: D1 收盘位置强; active: D1 成交额放大不足; active: D1 振幅明显放大; active: 尾盘站在日内 VWAP 上方; support: D1 未跌破前一日低点; support: D1 收盘站上日 VWAP; support: D1 收盘位置较强; support: D1 分时主动修复到 VWAP 上方; theme: 涨停池中同题材联动偏弱; hard_filter: 活跃资金分不足
