comparison,comparison_description,factor_type,factor,bucket_or_value,positive_group,negative_group,positive_count,negative_count,positive_mean,negative_mean,difference,effect_size,positive_rate,negative_rate,lift,evidence_score,priority,direction,interpretation
success_vs_ordinary,Positive samples vs ordinary baseline.,numeric,consecutive_boards,,success,ordinary,6,134,1.0,1.1119402985074627,-0.11194029850746268,-0.33759099928266556,,,,0.33759099928266556,1,negative_group_higher,`consecutive_boards` is higher in the negative group; treat as a candidate hypothesis.
success_vs_ordinary,Positive samples vs ordinary baseline.,numeric,daily_rank,,success,ordinary,6,19,28.833333333333332,25.263157894736842,3.5701754385964897,0.26473677743859564,,,,0.26473677743859564,1,positive_group_higher,`daily_rank` is higher in the positive group; treat as a candidate hypothesis.
success_vs_ordinary,Positive samples vs ordinary baseline.,segment,support_type,C,success,ordinary,0,33,,,-0.2462686567164179,,0.0,0.2462686567164179,0.0,0.2462686567164179,1,negative_group_overrepresented,`support_type=C` is overrepresented in the negative group. lift=0.00.
success_vs_ordinary,Positive samples vs ordinary baseline.,segment,failure_reason,,success,ordinary,4,115,,,-0.191542288557214,,0.6666666666666666,0.8582089552238806,0.7768115942028985,0.191542288557214,1,negative_group_overrepresented,`failure_reason=` is overrepresented in the negative group. lift=0.78.
success_vs_ordinary,Positive samples vs ordinary baseline.,segment,support_type,B,success,ordinary,0,19,,,-0.1417910447761194,,0.0,0.1417910447761194,0.0,0.1417910447761194,1,negative_group_overrepresented,`support_type=B` is overrepresented in the negative group. lift=0.00.
success_vs_ordinary,Positive samples vs ordinary baseline.,segment,failure_reason,not_triggered,success,ordinary,0,18,,,-0.13432835820895522,,0.0,0.13432835820895522,0.0,0.13432835820895522,1,negative_group_overrepresented,`failure_reason=not_triggered` is overrepresented in the negative group. lift=0.00.
watch_hit_vs_watch_miss,WATCH_ONLY candidates that reached D3 target-min vs WATCH_ONLY ordinary candidates.,numeric,graph_quality_score,,watch_hit,watch_miss,72,104,73.13888888888889,56.65384615384615,16.485042735042732,0.6767904719571574,,,,0.6767904719571574,1,positive_group_higher,`graph_quality_score` is higher in the positive group; treat as a candidate hypothesis.
watch_hit_vs_watch_miss,WATCH_ONLY candidates that reached D3 target-min vs WATCH_ONLY ordinary candidates.,numeric,days_since_d0,,watch_hit,watch_miss,72,104,0.4861111111111111,0.9038461538461539,-0.41773504273504275,-0.5226123964782657,,,,0.5226123964782657,1,negative_group_higher,`days_since_d0` is higher in the negative group; treat as a candidate hypothesis.
watch_hit_vs_watch_miss,WATCH_ONLY candidates that reached D3 target-min vs WATCH_ONLY ordinary candidates.,numeric,total_score,,watch_hit,watch_miss,72,104,70.51875000000001,63.06923076923076,7.449519230769255,0.4640384869946162,,,,0.4640384869946162,1,positive_group_higher,`total_score` is higher in the positive group; treat as a candidate hypothesis.
watch_hit_vs_watch_miss,WATCH_ONLY candidates that reached D3 target-min vs WATCH_ONLY ordinary candidates.,numeric,consecutive_boards,,watch_hit,watch_miss,72,104,1.2916666666666667,1.125,0.16666666666666674,0.37145684369706405,,,,0.37145684369706405,1,positive_group_higher,`consecutive_boards` is higher in the positive group; treat as a candidate hypothesis.
watch_hit_vs_watch_miss,WATCH_ONLY candidates that reached D3 target-min vs WATCH_ONLY ordinary candidates.,numeric,low_absorb_width_pct,,watch_hit,watch_miss,72,104,3.1901526967748284,3.4987589455360686,-0.3086062487612402,-0.22008287377482444,,,,0.22008287377482444,1,negative_group_higher,`low_absorb_width_pct` is higher in the negative group; treat as a candidate hypothesis.
watch_hit_vs_watch_miss,WATCH_ONLY candidates that reached D3 target-min vs WATCH_ONLY ordinary candidates.,numeric,invalid_distance_pct,,watch_hit,watch_miss,72,104,3.1901526967748284,3.4987589455360686,-0.3086062487612402,-0.22008287377482444,,,,0.22008287377482444,1,negative_group_higher,`invalid_distance_pct` is higher in the negative group; treat as a candidate hypothesis.
watch_hit_vs_watch_miss,WATCH_ONLY candidates that reached D3 target-min vs WATCH_ONLY ordinary candidates.,numeric,theme_score,,watch_hit,watch_miss,72,104,65.0,63.26923076923077,1.7307692307692335,0.20565227680160098,,,,0.20565227680160098,1,positive_group_higher,`theme_score` is higher in the positive group; treat as a candidate hypothesis.
watch_hit_vs_watch_miss,WATCH_ONLY candidates that reached D3 target-min vs WATCH_ONLY ordinary candidates.,segment,support_type,A,watch_hit,watch_miss,53,62,,,0.13995726495726502,,0.7361111111111112,0.5961538461538461,1.234767025089606,0.13995726495726502,1,positive_group_overrepresented,`support_type=A` is overrepresented in the positive group. lift=1.23.
missed_selected_vs_success,Selected opportunities missed by D2 entry vs realized winners.,numeric,graph_quality_score,,missed_selected,success,10,6,86.8,87.33333333333333,-0.5333333333333314,-0.09284141650970519,,,,0.09284141650970519,5,weak_or_no_separation,`graph_quality_score` has weak separation in this comparison.
missed_selected_vs_success,Selected opportunities missed by D2 entry vs realized winners.,numeric,theme_score,,missed_selected,success,10,6,68.0,68.33333333333333,-0.3333333333333286,-0.08540168202937859,,,,0.08540168202937859,5,weak_or_no_separation,`theme_score` has weak separation in this comparison.
missed_selected_vs_success,Selected opportunities missed by D2 entry vs realized winners.,segment,signal_type,D2_LOW_ABSORB,missed_selected,success,10,6,,,0.0,,1.0,1.0,1.0,0.0,5,weak_or_no_separation,`signal_type=D2_LOW_ABSORB` has weak segment separation.
missed_selected_vs_success,Selected opportunities missed by D2 entry vs realized winners.,segment,position_level,normal,missed_selected,success,10,6,,,0.0,,1.0,1.0,1.0,0.0,5,weak_or_no_separation,`position_level=normal` has weak segment separation.
missed_selected_vs_success,Selected opportunities missed by D2 entry vs realized winners.,segment,support_type,A,missed_selected,success,10,6,,,0.0,,1.0,1.0,1.0,0.0,5,weak_or_no_separation,`support_type=A` has weak segment separation.
missed_selected_vs_success,Selected opportunities missed by D2 entry vs realized winners.,segment,allowed_bool,True,missed_selected,success,10,6,,,0.0,,1.0,1.0,1.0,0.0,5,weak_or_no_separation,`allowed_bool=True` has weak segment separation.
missed_selected_vs_success,Selected opportunities missed by D2 entry vs realized winners.,segment,eligible_for_trade,True,missed_selected,success,10,6,,,0.0,,1.0,1.0,1.0,0.0,5,weak_or_no_separation,`eligible_for_trade=True` has weak segment separation.
missed_selected_vs_success,Selected opportunities missed by D2 entry vs realized winners.,segment,selected_by_topn,True,missed_selected,success,10,6,,,0.0,,1.0,1.0,1.0,0.0,5,weak_or_no_separation,`selected_by_topn=True` has weak segment separation.
missed_selected_vs_success,Selected opportunities missed by D2 entry vs realized winners.,segment,selected_for_execution,True,missed_selected,success,10,6,,,0.0,,1.0,1.0,1.0,0.0,5,weak_or_no_separation,`selected_for_execution=True` has weak segment separation.
missed_unselected_vs_ordinary,Filtered or unselected opportunities vs ordinary baseline.,numeric,theme_score,,missed_unselected,ordinary,77,134,65.1948051948052,63.69402985074627,1.5007753440589298,0.18086058841923403,,,,0.18086058841923403,5,weak_or_no_separation,`theme_score` has weak separation in this comparison.
missed_unselected_vs_ordinary,Filtered or unselected opportunities vs ordinary baseline.,segment,support_type,A,missed_unselected,ordinary,54,82,,,0.08935840279123863,,0.7012987012987013,0.6119402985074627,1.146024707000317,0.08935840279123863,5,weak_or_no_separation,`support_type=A` has weak segment separation.
missed_unselected_vs_ordinary,Filtered or unselected opportunities vs ordinary baseline.,numeric,active_money_score,,missed_unselected,ordinary,77,134,70.44155844155844,71.94029850746269,-1.4987400659042436,-0.0868664225043555,,,,0.0868664225043555,5,weak_or_no_separation,`active_money_score` has weak separation in this comparison.
missed_unselected_vs_ordinary,Filtered or unselected opportunities vs ordinary baseline.,numeric,support_score,,missed_unselected,ordinary,77,134,69.8961038961039,67.58208955223881,2.3140143438650824,0.07840469480971654,,,,0.07840469480971654,5,weak_or_no_separation,`support_score` has weak separation in this comparison.
missed_unselected_vs_ordinary,Filtered or unselected opportunities vs ordinary baseline.,segment,support_type,B,missed_unselected,ordinary,7,19,,,-0.050881953867028484,,0.09090909090909091,0.1417910447761194,0.6411483253588517,0.050881953867028484,5,weak_or_no_separation,`support_type=B` has weak segment separation.
missed_unselected_vs_ordinary,Filtered or unselected opportunities vs ordinary baseline.,segment,support_type,C,missed_unselected,ordinary,16,33,,,-0.038476448924210094,,0.2077922077922078,0.2462686567164179,0.843762298307753,0.038476448924210094,5,weak_or_no_separation,`support_type=C` has weak segment separation.
missed_unselected_vs_ordinary,Filtered or unselected opportunities vs ordinary baseline.,segment,signal_type,D2_WATCH_OR_SMALL,missed_unselected,ordinary,5,11,,,-0.017154487303741042,,0.06493506493506493,0.08208955223880597,0.7910271546635183,0.017154487303741042,5,weak_or_no_separation,`signal_type=D2_WATCH_OR_SMALL` has weak segment separation.
