trade_date,code,name,d0_date,days_since_d0,consecutive_boards,signal_type,allowed,position_level,total_score,top3_precision_score,graph_quality_score,active_money_score,active_cooling_score,support_score,theme_score,trend_hold_score,entry_width_score,low_absorb_width_pct,invalid_distance_pct,d1_low_ma10_pct,d1_close_ma10_pct,d1_close_vwap_pct,support_type,low_absorb_min,low_absorb_max,invalid_price,key_zones_json,reasons
2026-06-15,000032,深桑达Ａ,2026-06-15,0,1,WATCH_ONLY,False,zero,76.05,76.05,78.0,84.0,70.0,91.0,70.0,95.0,65.0,2.3784,9.8991,11.9737,24.2759,3.0562,A,18.75,19.2,18.75,"{""d1_low"": 18.75, ""d1_open"": 19.2, ""d1_close"": 20.81, ""d1_vwap"": 20.192759735212366, ""prev_close"": 18.92, ""ma5"": 17.622000000000003, ""ma10"": 16.745, ""d1_intraday_vwap"": 20.192868053866764, ""d1_first_5m_low"": 18.75, ""low_absorb_min"": 18.75, ""low_absorb_max"": 19.2, ""invalid_price"": 18.75}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点没有明显下移; graph: D1 收盘位置强; active_raw: D1 成交额显著放大; active_raw: D1 振幅明显放大; active_raw: 尾盘站在日内 VWAP 上方; support: D1 未跌破前一日低点; support: D1 收盘站上日 VWAP; support: D1 收盘位置较强; support: D1 分时主动修复到 VWAP 上方; theme: 所属行业/题材涨停家数较多: 专业工程 6 家; factor: top3_precision_score=76.05; factor: active_cooling_score=70.00; factor: trend_hold_score=95.00; factor: entry_width_score=65.00; factor: low_absorb_width_pct=2.38; factor: invalid_distance_pct=9.90; factor: d1_low_ma10_pct=11.97; factor: d1_close_ma10_pct=24.28; factor: d1_close_vwap_pct=3.06; soft_filter: D1 收盘相对 VWAP 偏高，空间透支惩罚; hard_filter: 今日仍涨停，等待首次分歧日
2026-06-15,000048,京基智农,2026-06-11,4,1,WATCH_ONLY,False,zero,67.75,67.75,70.0,66.0,90.0,0.0,45.0,65.0,90.0,0.0,1.5544,5.7579,7.4278,-4.9366,C,17.1,17.1,17.1,"{""d1_low"": 17.1, ""d1_open"": 19.53, ""d1_close"": 17.37, ""d1_vwap"": 18.270851117585575, ""prev_close"": 18.91, ""ma5"": 17.985999999999997, ""ma10"": 16.169, ""d1_intraday_vwap"": 18.272008187610194, ""d1_first_5m_low"": 18.5, ""low_absorb_min"": 17.1, ""low_absorb_max"": 17.1, ""invalid_price"": 17.1}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点没有明显下移; graph: 均线多头排列; graph: D1 收盘接近低位; active_raw: D1 成交额温和放大; active_raw: D1 振幅明显放大; support: D1 跌破前低且未收回; support: D1 收盘低于日 VWAP; support: D1 收盘接近全天低位; support: D1 多数时间压在 VWAP 下方; theme: 涨停池中同题材联动偏弱; factor: top3_precision_score=67.75; factor: active_cooling_score=90.00; factor: trend_hold_score=65.00; factor: entry_width_score=90.00; factor: low_absorb_width_pct=0.00; factor: invalid_distance_pct=1.55; factor: d1_low_ma10_pct=5.76; factor: d1_close_ma10_pct=7.43; factor: d1_close_vwap_pct=-4.94; soft_filter: 承接类型 C，仅作辅助观察，不再硬过滤; hard_filter: 涨停后 4 天，分歧时效已过; hard_filter: 承接分严重不足
2026-06-15,000510,新金路,2026-06-15,0,1,WATCH_ONLY,False,zero,85.8,85.8,58.0,40.0,65.0,91.0,70.0,95.0,90.0,0.1937,0.1877,15.3658,15.5828,0.0116,A,21.27,21.307522338787777,21.27,"{""d1_low"": 21.27, ""d1_open"": 21.3, ""d1_close"": 21.31, ""d1_vwap"": 21.307493884438188, ""prev_close"": 19.37, ""ma5"": 18.220000000000002, ""ma10"": 18.437, ""d1_intraday_vwap"": 21.307522338787777, ""d1_first_5m_low"": 21.27, ""low_absorb_min"": 21.27, ""low_absorb_max"": 21.307522338787777, ""invalid_price"": 21.27}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点下移; graph: D1 收盘位置强; active_raw: D1 成交额放大不足; active_raw: 尾盘站在日内 VWAP 上方; support: D1 未跌破前一日低点; support: D1 收盘站上日 VWAP; support: D1 收盘位置较强; support: D1 分时主动修复到 VWAP 上方; theme: 所属行业/题材涨停家数较多: 化学原料 8 家; factor: top3_precision_score=85.80; factor: active_cooling_score=65.00; factor: trend_hold_score=95.00; factor: entry_width_score=90.00; factor: low_absorb_width_pct=0.19; factor: invalid_distance_pct=0.19; factor: d1_low_ma10_pct=15.37; factor: d1_close_ma10_pct=15.58; factor: d1_close_vwap_pct=0.01; hard_filter: 今日仍涨停，等待首次分歧日
2026-06-15,000631,顺发恒能,2026-06-11,4,1,WATCH_ONLY,False,zero,33.0,33.0,32.0,70.0,85.0,51.0,60.0,40.0,65.0,2.6946,1.8519,-2.782,-0.9477,0.3087,B,3.18,3.27,3.18,"{""d1_low"": 3.18, ""d1_open"": 3.27, ""d1_close"": 3.24, ""d1_vwap"": 3.2300242529054732, ""prev_close"": 3.34, ""ma5"": 3.224, ""ma10"": 3.271, ""d1_intraday_vwap"": 3.23002745286046, ""d1_first_5m_low"": 3.18, ""low_absorb_min"": 3.18, ""low_absorb_max"": 3.27, ""invalid_price"": 3.18}",graph: 近 10 日高点未能继续抬高; graph: 近 10 日低点下移; active_raw: D1 成交额温和放大; active_raw: 分时围绕 VWAP 反复争夺; active_raw: 尾盘站在日内 VWAP 上方; support: D1 跌破前低且未收回; support: D1 收盘站上日 VWAP; support: D1 分时主动修复到 VWAP 上方; theme: 所属行业/题材有联动: 电力 4 家; factor: top3_precision_score=33.00; factor: active_cooling_score=85.00; factor: trend_hold_score=40.00; factor: entry_width_score=65.00; factor: low_absorb_width_pct=2.69; factor: invalid_distance_pct=1.85; factor: d1_low_ma10_pct=-2.78; factor: d1_close_ma10_pct=-0.95; factor: d1_close_vwap_pct=0.31; soft_filter: D1 低点趋势保持不足，限制 Top3 优先级; hard_filter: 涨停后 4 天，分歧时效已过; hard_filter: 图形趋势分严重不足
2026-06-15,000688,国城矿业,2026-06-11,4,1,WATCH_ONLY,False,zero,72.1,72.1,70.0,66.0,90.0,37.0,70.0,65.0,90.0,1.5263,4.5833,4.8232,9.8583,-1.2413,C,43.51,44.226,43.51,"{""d1_low"": 43.51, ""d1_open"": 46.91, ""d1_close"": 45.6, ""d1_vwap"": 46.17215322363191, ""prev_close"": 46.91, ""ma5"": 44.226, ""ma10"": 41.507999999999996, ""d1_intraday_vwap"": 46.17312578000324, ""d1_first_5m_low"": 46.9, ""low_absorb_min"": 43.51, ""low_absorb_max"": 44.226, ""invalid_price"": 43.51}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点没有明显下移; active_raw: D1 成交额温和放大; active_raw: D1 振幅明显放大; support: D1 跌破前低后收回; support: D1 收盘低于日 VWAP; support: D1 多数时间压在 VWAP 下方; theme: 所属行业/题材涨停家数较多: 工业金属 16 家; factor: top3_precision_score=72.10; factor: active_cooling_score=90.00; factor: trend_hold_score=65.00; factor: entry_width_score=90.00; factor: low_absorb_width_pct=1.53; factor: invalid_distance_pct=4.58; factor: d1_low_ma10_pct=4.82; factor: d1_close_ma10_pct=9.86; factor: d1_close_vwap_pct=-1.24; soft_filter: 承接类型 C，仅作辅助观察，不再硬过滤; hard_filter: 涨停后 4 天，分歧时效已过
2026-06-15,000921,海信家电,2026-06-11,4,1,WATCH_ONLY,False,zero,53.15,53.15,90.0,68.0,90.0,63.0,45.0,40.0,65.0,3.2676,4.9526,-0.9227,4.2399,1.6865,B,27.06,27.99780944124953,27.06,"{""d1_low"": 27.06, ""d1_open"": 28.56, ""d1_close"": 28.47, ""d1_vwap"": 27.994188247802924, ""prev_close"": 28.7, ""ma5"": 27.968, ""ma10"": 27.312, ""d1_intraday_vwap"": 27.99780944124953, ""d1_first_5m_low"": 27.25, ""low_absorb_min"": 27.06, ""low_absorb_max"": 27.99780944124953, ""invalid_price"": 27.06}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点没有明显下移; graph: 均线多头排列; graph: D1 收盘位置强; active_raw: D1 成交额温和放大; active_raw: D1 有一定振幅; active_raw: 尾盘站在日内 VWAP 上方; support: D1 跌破前低且未收回; support: D1 收盘站上日 VWAP; support: D1 收盘位置较强; support: D1 分时主动修复到 VWAP 上方; theme: 涨停池中同题材联动偏弱; factor: top3_precision_score=53.15; factor: active_cooling_score=90.00; factor: trend_hold_score=40.00; factor: entry_width_score=65.00; factor: low_absorb_width_pct=3.27; factor: invalid_distance_pct=4.95; factor: d1_low_ma10_pct=-0.92; factor: d1_close_ma10_pct=4.24; factor: d1_close_vwap_pct=1.69; soft_filter: D1 低点趋势保持不足，限制 Top3 优先级; hard_filter: 涨停后 4 天，分歧时效已过
2026-06-15,001268,联合精密,2026-06-11,4,1,WATCH_ONLY,False,zero,35.3,35.3,58.0,58.0,90.0,91.0,60.0,40.0,65.0,2.9262,6.2119,-0.3462,6.2542,3.5332,A,40.01,41.2041657050744,40.01,"{""d1_low"": 40.01, ""d1_open"": 41.12, ""d1_close"": 42.66, ""d1_vwap"": 41.2041657050744, ""prev_close"": 40.81, ""ma5"": 40.422, ""ma10"": 40.149, ""d1_intraday_vwap"": 41.2041657050744, ""d1_first_5m_low"": 40.09, ""low_absorb_min"": 40.01, ""low_absorb_max"": 41.2041657050744, ""invalid_price"": 40.01}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点下移; graph: D1 收盘位置强; active_raw: D1 成交额放大不足; active_raw: D1 有一定振幅; active_raw: 分时围绕 VWAP 反复争夺; active_raw: 尾盘站在日内 VWAP 上方; support: D1 未跌破前一日低点; support: D1 收盘站上日 VWAP; support: D1 收盘位置较强; support: D1 分时主动修复到 VWAP 上方; theme: 所属行业/题材有联动: 家电零部 4 家; factor: top3_precision_score=35.30; factor: active_cooling_score=90.00; factor: trend_hold_score=40.00; factor: entry_width_score=65.00; factor: low_absorb_width_pct=2.93; factor: invalid_distance_pct=6.21; factor: d1_low_ma10_pct=-0.35; factor: d1_close_ma10_pct=6.25; factor: d1_close_vwap_pct=3.53; soft_filter: D1 收盘相对 VWAP 偏高，空间透支惩罚; soft_filter: D1 低点趋势保持不足，限制 Top3 优先级; hard_filter: 涨停后 4 天，分歧时效已过
2026-06-15,001696,宗申动力,2026-06-12,3,2,D2_WATCH_OR_SMALL,True,small,60.75,60.75,90.0,94.0,30.0,89.0,70.0,95.0,60.0,4.3345,7.8337,18.9024,29.0086,1.9551,A,21.06,22.05,21.06,"{""d1_low"": 21.06, ""d1_open"": 22.05, ""d1_close"": 22.85, ""d1_vwap"": 22.407554370205183, ""prev_close"": 22.84, ""ma5"": 20.650000000000002, ""ma10"": 17.712, ""d1_intraday_vwap"": 22.41181540553779, ""d1_first_5m_low"": 21.06, ""low_absorb_min"": 21.06, ""low_absorb_max"": 22.05, ""invalid_price"": 21.06}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点没有明显下移; graph: 均线多头排列; graph: D1 收盘位置强; active_raw: D1 成交额显著放大; active_raw: D1 振幅明显放大; active_raw: 分时围绕 VWAP 反复争夺; active_raw: 尾盘站在日内 VWAP 上方; support: D1 跌破前低后收回; support: D1 收盘站上日 VWAP; support: D1 收盘位置较强; support: D1 分时主动修复到 VWAP 上方; theme: 所属行业/题材涨停家数较多: 通用设备 6 家; factor: top3_precision_score=60.75; factor: active_cooling_score=30.00; factor: trend_hold_score=95.00; factor: entry_width_score=60.00; factor: low_absorb_width_pct=4.33; factor: invalid_distance_pct=7.83; factor: d1_low_ma10_pct=18.90; factor: d1_close_ma10_pct=29.01; factor: d1_close_vwap_pct=1.96; soft_filter: 活跃资金过热，Top3 精度强惩罚
2026-06-15,002119,康强电子,2026-06-11,4,1,WATCH_ONLY,False,zero,92.75,92.75,90.0,82.0,70.0,89.0,70.0,95.0,90.0,0.6633,11.1374,10.8566,24.7506,3.8104,A,30.0,30.212,30.0,"{""d1_low"": 30.0, ""d1_open"": 32.01, ""d1_close"": 33.76, ""d1_vwap"": 32.51939923752883, ""prev_close"": 31.96, ""ma5"": 30.212, ""ma10"": 27.062, ""d1_intraday_vwap"": 32.52081402127775, ""d1_first_5m_low"": 30.0, ""low_absorb_min"": 30.0, ""low_absorb_max"": 30.212, ""invalid_price"": 30.0}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点没有明显下移; graph: 均线多头排列; graph: D1 收盘位置强; active_raw: D1 成交额温和放大; active_raw: D1 振幅明显放大; active_raw: 尾盘站在日内 VWAP 上方; active_raw: 分时有急拉急杀波动; support: D1 跌破前低后收回; support: D1 收盘站上日 VWAP; support: D1 收盘位置较强; support: D1 分时主动修复到 VWAP 上方; theme: 所属行业/题材涨停家数较多: 半导体 5 家; factor: top3_precision_score=92.75; factor: active_cooling_score=70.00; factor: trend_hold_score=95.00; factor: entry_width_score=90.00; factor: low_absorb_width_pct=0.66; factor: invalid_distance_pct=11.14; factor: d1_low_ma10_pct=10.86; factor: d1_close_ma10_pct=24.75; factor: d1_close_vwap_pct=3.81; soft_filter: D1 收盘相对 VWAP 偏高，空间透支惩罚; hard_filter: 涨停后 4 天，分歧时效已过
2026-06-15,002165,红 宝 丽,2026-06-11,4,1,WATCH_ONLY,False,zero,52.55,52.55,78.0,86.0,50.0,89.0,70.0,65.0,45.0,4.5278,6.2262,3.8413,10.7359,1.9318,A,7.38,7.73,7.38,"{""d1_low"": 7.38, ""d1_open"": 7.51, ""d1_close"": 7.87, ""d1_vwap"": 7.720734953029035, ""prev_close"": 7.73, ""ma5"": 7.514, ""ma10"": 7.106999999999999, ""d1_intraday_vwap"": 7.720848116450484, ""d1_first_5m_low"": 7.38, ""low_absorb_min"": 7.38, ""low_absorb_max"": 7.73, ""invalid_price"": 7.38}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点没有明显下移; graph: D1 收盘位置强; active_raw: D1 成交额温和放大; active_raw: D1 有一定振幅; active_raw: 分时围绕 VWAP 反复争夺; active_raw: 尾盘站在日内 VWAP 上方; active_raw: 分时有急拉急杀波动; support: D1 跌破前低后收回; support: D1 收盘站上日 VWAP; support: D1 收盘位置较强; support: D1 分时主动修复到 VWAP 上方; theme: 所属行业/题材涨停家数较多: 化学制品 16 家; factor: top3_precision_score=52.55; factor: active_cooling_score=50.00; factor: trend_hold_score=65.00; factor: entry_width_score=45.00; factor: low_absorb_width_pct=4.53; factor: invalid_distance_pct=6.23; factor: d1_low_ma10_pct=3.84; factor: d1_close_ma10_pct=10.74; factor: d1_close_vwap_pct=1.93; hard_filter: 涨停后 4 天，分歧时效已过
