trade_date,code,name,d0_date,days_since_d0,consecutive_boards,signal_type,allowed,position_level,total_score,top3_precision_score,graph_quality_score,active_money_score,active_cooling_score,support_score,theme_score,trend_hold_score,entry_width_score,low_absorb_width_pct,invalid_distance_pct,d1_low_ma10_pct,d1_close_ma10_pct,d1_close_vwap_pct,support_type,low_absorb_min,low_absorb_max,invalid_price,key_zones_json,reasons
2026-06-09,000517,荣安地产,2026-06-08,1,1,WATCH_ONLY,False,zero,46.95,46.95,52.0,84.0,70.0,0.0,70.0,75.0,25.0,5.5794,1.4286,6.1142,6.1142,-6.0402,C,2.07,2.2,2.07,"{""d1_low"": 2.1, ""d1_open"": 2.49, ""d1_close"": 2.1, ""d1_vwap"": 2.2349724010620307, ""prev_close"": 2.33, ""ma5"": 2.07, ""ma10"": 1.9789999999999999, ""d1_intraday_vwap"": 2.2349990751330937, ""d1_first_5m_low"": 2.2, ""low_absorb_min"": 2.07, ""low_absorb_max"": 2.2, ""invalid_price"": 2.07}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点没有明显下移; graph: 均线多头排列; graph: D1 收盘接近低位; graph: D1 有高位巨量失败风险; active_raw: D1 成交额显著放大; active_raw: D1 振幅明显放大; active_raw: 分时有急拉急杀波动; support: D1 跌破前低且未收回; support: D1 收盘低于日 VWAP; support: D1 收盘接近全天低位; support: D1 多数时间压在 VWAP 下方; theme: 所属行业/题材涨停家数较多: 房地产开 8 家; factor: top3_precision_score=46.95; factor: active_cooling_score=70.00; factor: trend_hold_score=75.00; factor: entry_width_score=25.00; factor: low_absorb_width_pct=5.58; factor: invalid_distance_pct=1.43; factor: d1_low_ma10_pct=6.11; factor: d1_close_ma10_pct=6.11; factor: d1_close_vwap_pct=-6.04; soft_filter: 低吸区间/失效距离偏宽，Top3 精度惩罚; soft_filter: 承接类型 C，仅作辅助观察，不再硬过滤; hard_filter: 承接分严重不足; hard_filter: 高位巨量失败风险
2026-06-09,000520,凤凰航运,2026-06-05,4,1,WATCH_ONLY,False,zero,67.0,67.0,70.0,76.0,85.0,0.0,45.0,75.0,65.0,2.5755,1.8223,6.9214,8.906,-0.9609,C,4.31,4.432591732878145,4.31,"{""d1_low"": 4.31, ""d1_open"": 4.57, ""d1_close"": 4.39, ""d1_vwap"": 4.429683749501265, ""prev_close"": 4.76, ""ma5"": 4.346, ""ma10"": 4.031, ""d1_intraday_vwap"": 4.432591732878145, ""d1_first_5m_low"": 4.31, ""low_absorb_min"": 4.31, ""low_absorb_max"": 4.432591732878145, ""invalid_price"": 4.31}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点没有明显下移; graph: 均线多头排列; graph: D1 收盘接近低位; active_raw: D1 成交额温和放大; active_raw: D1 振幅明显放大; active_raw: 分时围绕 VWAP 反复争夺; support: D1 跌破前低且未收回; support: D1 收盘低于日 VWAP; support: D1 收盘接近全天低位; support: D1 多数时间压在 VWAP 下方; theme: 涨停池中同题材联动偏弱; factor: top3_precision_score=67.00; factor: active_cooling_score=85.00; factor: trend_hold_score=75.00; factor: entry_width_score=65.00; factor: low_absorb_width_pct=2.58; factor: invalid_distance_pct=1.82; factor: d1_low_ma10_pct=6.92; factor: d1_close_ma10_pct=8.91; factor: d1_close_vwap_pct=-0.96; soft_filter: 承接类型 C，仅作辅助观察，不再硬过滤; hard_filter: 涨停后 4 天，分歧时效已过; hard_filter: 承接分严重不足
2026-06-09,000608,阳光股份,2026-06-09,0,1,WATCH_ONLY,False,zero,35.25,35.25,90.0,92.0,30.0,91.0,70.0,95.0,65.0,2.5773,11.4063,13.2415,27.8211,6.082,A,5.67,5.82,5.67,"{""d1_low"": 5.67, ""d1_open"": 5.8, ""d1_close"": 6.4, ""d1_vwap"": 6.027119773887724, ""prev_close"": 5.82, ""ma5"": 5.4799999999999995, ""ma10"": 5.007, ""d1_intraday_vwap"": 6.033070792581231, ""d1_first_5m_low"": 5.67, ""low_absorb_min"": 5.67, ""low_absorb_max"": 5.82, ""invalid_price"": 5.67}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点没有明显下移; graph: 均线多头排列; graph: D1 收盘位置强; active_raw: D1 成交额温和放大; active_raw: D1 振幅明显放大; active_raw: 分时围绕 VWAP 反复争夺; active_raw: 尾盘站在日内 VWAP 上方; active_raw: 分时有急拉急杀波动; support: D1 未跌破前一日低点; support: D1 收盘站上日 VWAP; support: D1 收盘位置较强; support: D1 分时主动修复到 VWAP 上方; theme: 所属行业/题材涨停家数较多: 房地产开 8 家; factor: top3_precision_score=35.25; factor: active_cooling_score=30.00; factor: trend_hold_score=95.00; factor: entry_width_score=65.00; factor: low_absorb_width_pct=2.58; factor: invalid_distance_pct=11.41; factor: d1_low_ma10_pct=13.24; factor: d1_close_ma10_pct=27.82; factor: d1_close_vwap_pct=6.08; soft_filter: 活跃资金过热，Top3 精度强惩罚; soft_filter: D1 收盘相对 VWAP 偏高，空间透支惩罚; hard_filter: 今日仍涨停，等待首次分歧日
2026-06-09,000668,荣丰控股,2026-06-05,4,1,WATCH_ONLY,False,zero,56.55,56.55,70.0,74.0,85.0,21.0,70.0,55.0,65.0,2.7791,0.401,2.0754,2.4864,-2.6051,C,19.87,20.48362676320221,19.87,"{""d1_low"": 19.87, ""d1_open"": 21.99, ""d1_close"": 19.95, ""d1_vwap"": 20.481327632167925, ""prev_close"": 22.08, ""ma5"": 20.2, ""ma10"": 19.466, ""d1_intraday_vwap"": 20.48362676320221, ""d1_first_5m_low"": 21.01, ""low_absorb_min"": 19.87, ""low_absorb_max"": 20.48362676320221, ""invalid_price"": 19.87}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点没有明显下移; graph: 均线多头排列; graph: D1 收盘接近低位; active_raw: D1 成交额温和放大; active_raw: D1 振幅明显放大; active_raw: 分时有急拉急杀波动; support: D1 未跌破前一日低点; support: D1 收盘低于日 VWAP; support: D1 收盘接近全天低位; support: D1 多数时间压在 VWAP 下方; theme: 所属行业/题材涨停家数较多: 房地产开 8 家; factor: top3_precision_score=56.55; factor: active_cooling_score=85.00; factor: trend_hold_score=55.00; factor: entry_width_score=65.00; factor: low_absorb_width_pct=2.78; factor: invalid_distance_pct=0.40; factor: d1_low_ma10_pct=2.08; factor: d1_close_ma10_pct=2.49; factor: d1_close_vwap_pct=-2.61; soft_filter: D1 低点趋势保持不足，限制 Top3 优先级; soft_filter: 承接类型 C，仅作辅助观察，不再硬过滤; hard_filter: 涨停后 4 天，分歧时效已过
2026-06-09,000759,中百集团,2026-06-08,1,1,WATCH_ONLY,False,zero,44.8,44.8,32.0,50.0,90.0,37.0,70.0,55.0,65.0,2.4565,2.3256,0.1533,2.5379,-0.2323,C,5.88,6.03401971480414,5.88,"{""d1_low"": 5.88, ""d1_open"": 6.18, ""d1_close"": 6.02, ""d1_vwap"": 6.029291639310027, ""prev_close"": 6.27, ""ma5"": 5.784, ""ma10"": 5.871, ""d1_intraday_vwap"": 6.03401971480414, ""d1_first_5m_low"": 5.88, ""low_absorb_min"": 5.88, ""low_absorb_max"": 6.03401971480414, ""invalid_price"": 5.88}",graph: 近 10 日高点未能继续抬高; graph: 近 10 日低点下移; active_raw: D1 成交额放大不足; active_raw: D1 有一定振幅; active_raw: 分时围绕 VWAP 反复争夺; support: D1 跌破前低后收回; support: D1 收盘低于日 VWAP; support: D1 多数时间压在 VWAP 下方; theme: 所属行业/题材涨停家数较多: 一般零售 5 家; factor: top3_precision_score=44.80; factor: active_cooling_score=90.00; factor: trend_hold_score=55.00; factor: entry_width_score=65.00; factor: low_absorb_width_pct=2.46; factor: invalid_distance_pct=2.33; factor: d1_low_ma10_pct=0.15; factor: d1_close_ma10_pct=2.54; factor: d1_close_vwap_pct=-0.23; soft_filter: D1 低点趋势保持不足，限制 Top3 优先级; soft_filter: 承接类型 C，仅作辅助观察，不再硬过滤; hard_filter: 图形趋势分严重不足
2026-06-09,001256,炜冈科技,2026-06-05,4,1,WATCH_ONLY,False,zero,45.5,45.5,38.0,60.0,90.0,19.0,70.0,55.0,60.0,4.3101,0.3887,1.0481,1.262,-1.8617,C,23.578,24.64,23.578,"{""d1_low"": 23.62, ""d1_open"": 24.85, ""d1_close"": 23.67, ""d1_vwap"": 24.11690304067636, ""prev_close"": 24.64, ""ma5"": 23.578, ""ma10"": 23.375, ""d1_intraday_vwap"": 24.119018335824297, ""d1_first_5m_low"": 24.57, ""low_absorb_min"": 23.578, ""low_absorb_max"": 24.64, ""invalid_price"": 23.578}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点下移; graph: D1 收盘接近低位; active_raw: D1 成交额温和放大; active_raw: D1 有一定振幅; support: D1 跌破前低后收回; support: D1 收盘低于日 VWAP; support: D1 收盘接近全天低位; support: D1 多数时间压在 VWAP 下方; theme: 所属行业/题材涨停家数较多: 专用设备 12 家; factor: top3_precision_score=45.50; factor: active_cooling_score=90.00; factor: trend_hold_score=55.00; factor: entry_width_score=60.00; factor: low_absorb_width_pct=4.31; factor: invalid_distance_pct=0.39; factor: d1_low_ma10_pct=1.05; factor: d1_close_ma10_pct=1.26; factor: d1_close_vwap_pct=-1.86; soft_filter: D1 低点趋势保持不足，限制 Top3 优先级; soft_filter: 承接类型 C，仅作辅助观察，不再硬过滤; hard_filter: 涨停后 4 天，分歧时效已过; hard_filter: 图形趋势分严重不足; hard_filter: 承接分严重不足
2026-06-09,001400,江顺科技,2026-06-05,4,1,WATCH_ONLY,False,zero,28.2,28.2,52.0,86.0,50.0,91.0,70.0,40.0,65.0,2.256,3.9524,-6.7434,-2.9058,1.6036,A,113.0,115.79311555489883,113.0,"{""d1_low"": 113.0, ""d1_open"": 119.6, ""d1_close"": 117.65, ""d1_vwap"": 115.78192882914163, ""prev_close"": 123.81, ""ma5"": 113.67999999999999, ""ma10"": 121.171, ""d1_intraday_vwap"": 115.79311555489883, ""d1_first_5m_low"": 113.0, ""low_absorb_min"": 113.0, ""low_absorb_max"": 115.79311555489883, ""invalid_price"": 113.0}",graph: 近 10 日高点未能继续抬高; graph: 近 10 日低点没有明显下移; active_raw: D1 成交额温和放大; active_raw: D1 有一定振幅; active_raw: 分时围绕 VWAP 反复争夺; active_raw: 尾盘站在日内 VWAP 上方; active_raw: 分时有急拉急杀波动; support: D1 未跌破前一日低点; support: D1 收盘站上日 VWAP; support: D1 收盘位置较强; support: D1 分时主动修复到 VWAP 上方; theme: 所属行业/题材涨停家数较多: 专用设备 12 家; factor: top3_precision_score=28.20; factor: active_cooling_score=50.00; factor: trend_hold_score=40.00; factor: entry_width_score=65.00; factor: low_absorb_width_pct=2.26; factor: invalid_distance_pct=3.95; factor: d1_low_ma10_pct=-6.74; factor: d1_close_ma10_pct=-2.91; factor: d1_close_vwap_pct=1.60; soft_filter: D1 低点趋势保持不足，限制 Top3 优先级; hard_filter: 涨停后 4 天，分歧时效已过
2026-06-09,002138,顺络电子,2026-06-09,0,1,WATCH_ONLY,False,zero,77.25,77.25,90.0,82.0,70.0,91.0,70.0,95.0,45.0,4.6013,7.3983,10.2791,19.0898,3.3225,A,56.7,59.2610748837303,56.7,"{""d1_low"": 56.7, ""d1_open"": 58.0, ""d1_close"": 61.23, ""d1_vwap"": 59.22617892887477, ""prev_close"": 55.66, ""ma5"": 54.17, ""ma10"": 51.415, ""d1_intraday_vwap"": 59.2610748837303, ""d1_first_5m_low"": 58.0, ""low_absorb_min"": 56.7, ""low_absorb_max"": 59.2610748837303, ""invalid_price"": 56.7}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点没有明显下移; graph: 均线多头排列; graph: D1 收盘位置强; active_raw: D1 成交额温和放大; active_raw: D1 振幅明显放大; active_raw: 尾盘站在日内 VWAP 上方; active_raw: 分时有急拉急杀波动; support: D1 未跌破前一日低点; support: D1 收盘站上日 VWAP; support: D1 收盘位置较强; support: D1 分时主动修复到 VWAP 上方; theme: 所属行业/题材涨停家数较多: 元件 11 家; factor: top3_precision_score=77.25; factor: active_cooling_score=70.00; factor: trend_hold_score=95.00; factor: entry_width_score=45.00; factor: low_absorb_width_pct=4.60; factor: invalid_distance_pct=7.40; factor: d1_low_ma10_pct=10.28; factor: d1_close_ma10_pct=19.09; factor: d1_close_vwap_pct=3.32; soft_filter: D1 收盘相对 VWAP 偏高，空间透支惩罚; hard_filter: 今日仍涨停，等待首次分歧日
2026-06-09,002183,怡 亚 通,2026-06-05,4,1,WATCH_ONLY,False,zero,21.85,21.85,28.0,50.0,90.0,11.0,45.0,40.0,45.0,4.5,1.5949,-2.9874,-1.4151,-0.1798,C,6.17,6.458,6.17,"{""d1_low"": 6.17, ""d1_open"": 6.5, ""d1_close"": 6.27, ""d1_vwap"": 6.280511664511506, ""prev_close"": 6.4, ""ma5"": 6.458, ""ma10"": 6.36, ""d1_intraday_vwap"": 6.281293273725273, ""d1_first_5m_low"": 6.2, ""low_absorb_min"": 6.17, ""low_absorb_max"": 6.458, ""invalid_price"": 6.17}",graph: 近 10 日高点未能继续抬高; graph: 近 10 日低点没有明显下移; graph: 收盘跌破短期均线; graph: D1 收盘接近低位; active_raw: D1 成交额放大不足; active_raw: D1 有一定振幅; active_raw: 分时围绕 VWAP 反复争夺; support: D1 跌破前低且未收回; support: D1 收盘低于日 VWAP; support: D1 多数时间压在 VWAP 下方; theme: 涨停池中同题材联动偏弱; factor: top3_precision_score=21.85; factor: active_cooling_score=90.00; factor: trend_hold_score=40.00; factor: entry_width_score=45.00; factor: low_absorb_width_pct=4.50; factor: invalid_distance_pct=1.59; factor: d1_low_ma10_pct=-2.99; factor: d1_close_ma10_pct=-1.42; factor: d1_close_vwap_pct=-0.18; soft_filter: D1 低点趋势保持不足，限制 Top3 优先级; soft_filter: 承接类型 C，仅作辅助观察，不再硬过滤; hard_filter: 涨停后 4 天，分歧时效已过; hard_filter: 图形趋势分严重不足; hard_filter: 承接分严重不足
2026-06-09,002194,武汉凡谷,2026-06-05,4,1,WATCH_ONLY,False,zero,58.55,58.55,70.0,70.0,85.0,61.0,70.0,55.0,65.0,3.2206,2.0781,1.7447,3.904,0.5249,B,11.78,12.18,11.78,"{""d1_low"": 11.78, ""d1_open"": 12.18, ""d1_close"": 12.03, ""d1_vwap"": 11.955530259006702, ""prev_close"": 12.42, ""ma5"": 11.802, ""ma10"": 11.578, ""d1_intraday_vwap"": 11.967179065326677, ""d1_first_5m_low"": 12.06, ""low_absorb_min"": 11.78, ""low_absorb_max"": 12.18, ""invalid_price"": 11.78}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点没有明显下移; active_raw: D1 成交额温和放大; active_raw: 分时围绕 VWAP 反复争夺; active_raw: 尾盘站在日内 VWAP 上方; support: D1 未跌破前一日低点; support: D1 收盘站上日 VWAP; support: D1 多数时间压在 VWAP 下方; theme: 所属行业/题材涨停家数较多: 通信设备 7 家; factor: top3_precision_score=58.55; factor: active_cooling_score=85.00; factor: trend_hold_score=55.00; factor: entry_width_score=65.00; factor: low_absorb_width_pct=3.22; factor: invalid_distance_pct=2.08; factor: d1_low_ma10_pct=1.74; factor: d1_close_ma10_pct=3.90; factor: d1_close_vwap_pct=0.52; soft_filter: D1 低点趋势保持不足，限制 Top3 优先级; hard_filter: 涨停后 4 天，分歧时效已过
