test_date,feature,beta,positive,negative,intercept
2026-06-12,rank_trend_hold_score,0.0235406699763,True,False,-0.191019559916
2026-06-12,spread_close_low,-0.00800247299891,False,True,-0.191019559916
2026-06-15,days_since_d0_eq2,0,False,False,-0.16050561914
2026-06-15,days_since_d0_ge3,-0.121496603185,False,True,-0.16050561914
2026-06-15,days_since_d0_le1,0.121496603185,True,False,-0.16050561914
2026-06-15,inter_close_low,0.0687553037201,True,False,-0.16050561914
2026-06-15,inter_close_trend,0.0445790861469,True,False,-0.16050561914
2026-06-15,inter_low_active,0.0769004292088,True,False,-0.16050561914
2026-06-15,inter_total_active,0.0465854872,True,False,-0.16050561914
2026-06-15,inter_total_trend,0.0116993273681,True,False,-0.16050561914
2026-06-15,rank_active_money_score,0.0745804413563,True,False,-0.16050561914
2026-06-15,rank_d1_close_ma10_pct,0.0551510814984,True,False,-0.16050561914
2026-06-15,rank_d1_close_vwap_pct,0.0434882210091,True,False,-0.16050561914
2026-06-15,rank_d1_low_ma10_pct,0.0553775686922,True,False,-0.16050561914
2026-06-15,rank_days_since_d0,0.0171798116744,True,False,-0.16050561914
2026-06-15,rank_log_candidate_base_price,0.0377280952471,True,False,-0.16050561914
2026-06-15,rank_theme_score,0.051271101674,True,False,-0.16050561914
2026-06-15,rank_total_score,-0.0144257210071,False,True,-0.16050561914
2026-06-15,rank_trend_hold_score,0.0191608629733,True,False,-0.16050561914
2026-06-15,spread_close_low,-0.00022648719377,False,True,-0.16050561914
2026-06-16,days_since_d0_eq2,0,False,False,-0.211011150199
2026-06-16,days_since_d0_ge3,-0.114768699749,False,True,-0.211011150199
2026-06-16,days_since_d0_le1,0.114768699749,True,False,-0.211011150199
2026-06-16,inter_close_low,0.0716564255651,True,False,-0.211011150199
2026-06-16,inter_close_trend,0.0465910188644,True,False,-0.211011150199
2026-06-16,inter_low_active,0.0818545583202,True,False,-0.211011150199
2026-06-16,inter_total_active,0.0484974930275,True,False,-0.211011150199
2026-06-16,inter_total_trend,0.0117292427656,True,False,-0.211011150199
2026-06-16,rank_active_money_score,0.0788886922613,True,False,-0.211011150199
2026-06-16,rank_d1_close_ma10_pct,0.0586450138618,True,False,-0.211011150199
2026-06-16,rank_d1_close_vwap_pct,0.0487621437508,True,False,-0.211011150199
2026-06-16,rank_d1_low_ma10_pct,0.0580121146724,True,False,-0.211011150199
2026-06-16,rank_days_since_d0,0.0190623512722,True,False,-0.211011150199
2026-06-16,rank_log_candidate_base_price,0.043204533441,True,False,-0.211011150199
2026-06-16,rank_theme_score,0.0524109681693,True,False,-0.211011150199
2026-06-16,rank_total_score,-0.0151902769689,False,True,-0.211011150199
2026-06-16,rank_trend_hold_score,0.0215260999301,True,False,-0.211011150199
2026-06-16,spread_close_low,0.000632899189384,True,False,-0.211011150199
2026-06-17,days_since_d0_eq2,0,False,False,-0.197818467221
2026-06-17,days_since_d0_ge3,-0.112647119017,False,True,-0.197818467221
2026-06-17,days_since_d0_le1,0.112647119017,True,False,-0.197818467221
2026-06-17,inter_close_low,0.0651451142119,True,False,-0.197818467221
2026-06-17,inter_close_trend,0.0447506646224,True,False,-0.197818467221
2026-06-17,inter_low_active,0.0757678746511,True,False,-0.197818467221
2026-06-17,inter_total_active,0.0468369554631,True,False,-0.197818467221
2026-06-17,inter_total_trend,0.0164833289184,True,False,-0.197818467221
2026-06-17,rank_active_money_score,0.0730660027432,True,False,-0.197818467221
2026-06-17,rank_d1_close_ma10_pct,0.0538445560341,True,False,-0.197818467221
2026-06-17,rank_d1_close_vwap_pct,0.0489665956723,True,False,-0.197818467221
2026-06-17,rank_d1_low_ma10_pct,0.0548034640039,True,False,-0.197818467221
2026-06-17,rank_days_since_d0,0.0183498870518,True,False,-0.197818467221
2026-06-17,rank_log_candidate_base_price,0.0476913994306,True,False,-0.197818467221
2026-06-17,rank_theme_score,0.0538744734626,True,False,-0.197818467221
2026-06-17,rank_total_score,-0.00882704991065,False,True,-0.197818467221
2026-06-17,rank_trend_hold_score,0.023759767682,True,False,-0.197818467221
2026-06-17,spread_close_low,-0.000958907969824,False,True,-0.197818467221
2026-06-18,days_since_d0_eq2,0,False,False,-0.130985909525
2026-06-18,days_since_d0_ge3,-0.107254623497,False,True,-0.130985909525
2026-06-18,days_since_d0_le1,0.107254623497,True,False,-0.130985909525
2026-06-18,inter_close_low,0.0511186264572,True,False,-0.130985909525
2026-06-18,inter_close_trend,0.0308158211919,True,False,-0.130985909525
2026-06-18,inter_low_active,0.0625556062528,True,False,-0.130985909525
2026-06-18,inter_total_active,0.0411570434962,True,False,-0.130985909525
2026-06-18,inter_total_trend,0.00839321029055,True,False,-0.130985909525
2026-06-18,rank_active_money_score,0.0596259272622,True,False,-0.130985909525
2026-06-18,rank_d1_close_ma10_pct,0.0424857879862,True,False,-0.130985909525
2026-06-18,rank_d1_close_vwap_pct,0.0353779510271,True,False,-0.130985909525
2026-06-18,rank_d1_low_ma10_pct,0.0432451793144,True,False,-0.130985909525
2026-06-18,rank_days_since_d0,0.0196430089518,True,False,-0.130985909525
2026-06-18,rank_log_candidate_base_price,0.0630954768357,True,False,-0.130985909525
2026-06-18,rank_theme_score,0.0394145402327,True,False,-0.130985909525
2026-06-18,rank_total_score,-0.00616094291099,False,True,-0.130985909525
2026-06-18,rank_trend_hold_score,0.0121870495357,True,False,-0.130985909525
2026-06-18,spread_close_low,-0.000759391328191,False,True,-0.130985909525
2026-06-22,days_since_d0_eq2,0,False,False,-0.106955550964
2026-06-22,days_since_d0_ge3,-0.106397094024,False,True,-0.106955550964
2026-06-22,days_since_d0_le1,0.106397094024,True,False,-0.106955550964
2026-06-22,inter_close_low,0.0463028195159,True,False,-0.106955550964
2026-06-22,inter_close_trend,0.0259761113693,True,False,-0.106955550964
2026-06-22,inter_low_active,0.0594760428711,True,False,-0.106955550964
2026-06-22,inter_total_active,0.0432188732714,True,False,-0.106955550964
2026-06-22,inter_total_trend,0.0144785856825,True,False,-0.106955550964
2026-06-22,rank_active_money_score,0.0545253825509,True,False,-0.106955550964
2026-06-22,rank_d1_close_ma10_pct,0.0354395541908,True,False,-0.106955550964
2026-06-22,rank_d1_close_vwap_pct,0.0237016635586,True,False,-0.106955550964
2026-06-22,rank_d1_low_ma10_pct,0.0442866745149,True,False,-0.106955550964
2026-06-22,rank_days_since_d0,0.0181730983279,True,False,-0.106955550964
2026-06-22,rank_log_candidate_base_price,0.0666233892488,True,False,-0.106955550964
2026-06-22,rank_theme_score,0.0450993848277,True,False,-0.106955550964
2026-06-22,rank_total_score,0.00294461699202,True,False,-0.106955550964
2026-06-22,rank_trend_hold_score,0.014945798332,True,False,-0.106955550964
2026-06-22,spread_close_low,-0.00884712032405,False,True,-0.106955550964
2026-06-23,days_since_d0_eq2,0.00626709453659,True,False,-0.0345803175113
2026-06-23,days_since_d0_ge3,-0.109602380302,False,True,-0.0345803175113
2026-06-23,days_since_d0_le1,0.103335285766,True,False,-0.0345803175113
2026-06-23,inter_close_low,0.0431912609508,True,False,-0.0345803175113
2026-06-23,inter_close_trend,0.0259261236636,True,False,-0.0345803175113
2026-06-23,inter_low_active,0.056355732686,True,False,-0.0345803175113
2026-06-23,inter_total_active,0.0415763796881,True,False,-0.0345803175113
2026-06-23,inter_total_trend,0.0149192386228,True,False,-0.0345803175113
2026-06-23,rank_active_money_score,0.0523625167022,True,False,-0.0345803175113
2026-06-23,rank_d1_close_ma10_pct,0.0331450279729,True,False,-0.0345803175113
2026-06-23,rank_d1_close_vwap_pct,0.015910221179,True,False,-0.0345803175113
2026-06-23,rank_d1_low_ma10_pct,0.0416530171039,True,False,-0.0345803175113
2026-06-23,rank_days_since_d0,0.0152919253616,True,False,-0.0345803175113
2026-06-23,rank_log_candidate_base_price,0.0583143254129,True,False,-0.0345803175113
2026-06-23,rank_theme_score,0.0429892622459,True,False,-0.0345803175113
2026-06-23,rank_total_score,0.0033221405505,True,False,-0.0345803175113
2026-06-23,rank_trend_hold_score,0.0151040985544,True,False,-0.0345803175113
2026-06-23,spread_close_low,-0.00850798913101,False,True,-0.0345803175113
2026-06-24,days_since_d0_eq2,0.00362531240972,True,False,-0.0670889544764
2026-06-24,days_since_d0_ge3,-0.103190303651,False,True,-0.0670889544764
2026-06-24,days_since_d0_le1,0.0995649912413,True,False,-0.0670889544764
2026-06-24,inter_close_low,0.0434818433186,True,False,-0.0670889544764
2026-06-24,inter_close_trend,0.0278538066601,True,False,-0.0670889544764
2026-06-24,inter_low_active,0.0555665589273,True,False,-0.0670889544764
2026-06-24,inter_total_active,0.0434693480121,True,False,-0.0670889544764
2026-06-24,inter_total_trend,0.0157857098788,True,False,-0.0670889544764
2026-06-24,rank_active_money_score,0.0507853210962,True,False,-0.0670889544764
2026-06-24,rank_d1_close_ma10_pct,0.0324251749435,True,False,-0.0670889544764
2026-06-24,rank_d1_close_vwap_pct,0.0176170857038,True,False,-0.0670889544764
2026-06-24,rank_d1_low_ma10_pct,0.0407843448955,True,False,-0.0670889544764
2026-06-24,rank_days_since_d0,0.016411209185,True,False,-0.0670889544764
2026-06-24,rank_log_candidate_base_price,0.0577272301862,True,False,-0.0670889544764
2026-06-24,rank_theme_score,0.0450263759632,True,False,-0.0670889544764
2026-06-24,rank_total_score,0.00344561206532,True,False,-0.0670889544764
2026-06-24,rank_trend_hold_score,0.0152390782657,True,False,-0.0670889544764
2026-06-24,spread_close_low,-0.00835916995192,False,True,-0.0670889544764
2026-06-25,days_since_d0_eq2,0.00326679338015,True,False,0.0041245225512
2026-06-25,days_since_d0_ge3,-0.0849265895713,False,True,0.0041245225512
2026-06-25,days_since_d0_le1,0.0816597961912,True,False,0.0041245225512
2026-06-25,inter_close_low,0.0395816746776,True,False,0.0041245225512
2026-06-25,inter_close_trend,0.0184311369575,True,False,0.0041245225512
2026-06-25,inter_low_active,0.0470596260334,True,False,0.0041245225512
2026-06-25,inter_total_active,0.0387300087404,True,False,0.0041245225512
2026-06-25,inter_total_trend,0.0149891363052,True,False,0.0041245225512
2026-06-25,rank_active_money_score,0.044246730708,True,False,0.0041245225512
2026-06-25,rank_d1_close_ma10_pct,0.030255527752,True,False,0.0041245225512
2026-06-25,rank_d1_close_vwap_pct,0.0115865295812,True,False,0.0041245225512
2026-06-25,rank_d1_low_ma10_pct,0.0363840863615,True,False,0.0041245225512
2026-06-25,rank_days_since_d0,0.0154591419496,True,False,0.0041245225512
2026-06-25,rank_log_candidate_base_price,0.0565246109437,True,False,0.0041245225512
2026-06-25,rank_theme_score,0.0405930970956,True,False,0.0041245225512
2026-06-25,rank_total_score,0.00594882086343,True,False,0.0041245225512
2026-06-25,rank_trend_hold_score,0.00776808587811,True,False,0.0041245225512
2026-06-25,spread_close_low,-0.00612855860954,False,True,0.0041245225512
2026-06-26,days_since_d0_eq2,0.00309117063827,True,False,0.0255856734432
2026-06-26,days_since_d0_ge3,-0.0847675908007,False,True,0.0255856734432
2026-06-26,days_since_d0_le1,0.0816764201624,True,False,0.0255856734432
2026-06-26,inter_close_low,0.0386129066121,True,False,0.0255856734432
2026-06-26,inter_close_trend,0.0165030561364,True,False,0.0255856734432
2026-06-26,inter_low_active,0.0454037312355,True,False,0.0255856734432
2026-06-26,inter_total_active,0.037763579706,True,False,0.0255856734432
