feature,signal_date,board2_rows,board3_rows,board2_mean_feature,board3_mean_feature,feature_gap,board2_mean_contribution,board3_mean_contribution,contribution_gap,board2_target7_rate,board3_target7_rate,board2_loss_rate,board3_loss_rate
rank_trend_hold_score,2026-06-24,13,2,0.535897435897,0.516666666667,-0.0192307692308,0.00816658296803,0.00787352377061,-0.000293059197417,0.230769230769,0,0.384615384615,0.5
rank_trend_hold_score,2026-06-25,7,2,0.492063492063,0.777777777778,0.285714285714,0.00382239146383,0.00604184457186,0.00221945310803,0.285714285714,1,0.428571428571,0
rank_trend_hold_score,2026-06-26,12,0,0.541666666667,,,0.00356776580775,,,0.25,,0.416666666667,
spread_close_low,2026-06-03,6,1,-0.0238095238095,0.142857142857,0.166666666667,0.0001531750814,-0.000919050488399,-0.0010722255698,0.166666666667,0,0.166666666667,1
spread_close_low,2026-06-04,5,1,0.0333333333333,-0.166666666667,-0.2,-0.000190738263554,0.000953691317769,0.00114442958132,0,0,0.4,1
spread_close_low,2026-06-05,5,1,0,0,0,0,0,0,0.2,1,0.4,0
spread_close_low,2026-06-08,3,0,0,,,0,,,0,,0.666666666667,
spread_close_low,2026-06-09,8,1,-0.0416666666667,0.333333333333,0.375,0.000393831493499,-0.00315065194799,-0.00354448344149,0,1,0.5,0
spread_close_low,2026-06-10,6,1,0.0238095238095,-0.142857142857,-0.166666666667,-0.00029074438139,0.00174446628834,0.00203521066973,0.5,1,0.166666666667,0
spread_close_low,2026-06-11,9,1,-0.0111111111111,0.1,0.111111111111,0.000133917294248,-0.00120525564823,-0.00133917294248,0.111111111111,1,0.222222222222,0
spread_close_low,2026-06-12,7,1,0,0,0,0,0,0,0.571428571429,0,0.142857142857,1
spread_close_low,2026-06-15,3,0,0,,,0,,,0.333333333333,,0,
spread_close_low,2026-06-16,5,2,-0.0571428571429,0.142857142857,0.2,-3.61656679648e-05,9.0414169912e-05,0.000126579837877,0.6,0,0.4,0.5
spread_close_low,2026-06-17,16,1,0,0,0,-1.69406589451e-21,0,1.69406589451e-21,0.75,0,0,1
spread_close_low,2026-06-18,7,8,0.0190476190476,-0.0166666666667,-0.0357142857143,-1.44645967274e-05,1.26565221365e-05,2.7121118864e-05,0.142857142857,0.125,0.285714285714,0.25
spread_close_low,2026-06-22,5,2,0.0285714285714,-0.0714285714286,-0.1,-0.000252774866401,0.000631937166004,0.000884712032405,0.6,0.5,0.2,0
spread_close_low,2026-06-23,13,1,-0.043956043956,0.571428571429,0.615384615385,0.00037397754422,-0.00486170807486,-0.00523568561908,0.461538461538,1,0,0
spread_close_low,2026-06-24,13,2,-0.025641025641,0.166666666667,0.192307692308,0.000214337691075,-0.00139319499199,-0.00160753268306,0.230769230769,0,0.384615384615,0.5
spread_close_low,2026-06-25,7,2,0.015873015873,-0.0555555555556,-0.0714285714286,-9.72787080879e-05,0.000340475478308,0.000437754186396,0.285714285714,1,0.428571428571,0
spread_close_low,2026-06-26,12,0,0,,,0,,,0.25,,0.416666666667,
