event_id,signal_date,code,board_group,candidate_count,stage1_score,stage1_logit,stage1_rank,stage1_rank_percentile,target7,loss,nonloss,raw_repair_return,capped_return_7,rank_d1_close_ma10_pct,rank_d1_low_ma10_pct,rank_trend_hold_score,rank_total_score,rank_theme_score,rank_days_since_d0,rank_log_candidate_base_price,rank_active_money_score,rank_d1_close_vwap_pct,inter_close_low,inter_close_trend,inter_total_trend,inter_total_active,inter_low_active,spread_close_low,days_since_d0_le1,days_since_d0_eq2,days_since_d0_ge3,contrib__rank_d1_close_ma10_pct,contrib__rank_d1_low_ma10_pct,contrib__rank_trend_hold_score,contrib__rank_total_score,contrib__rank_theme_score,contrib__rank_days_since_d0,contrib__rank_log_candidate_base_price,contrib__rank_active_money_score,contrib__rank_d1_close_vwap_pct,contrib__inter_close_low,contrib__inter_close_trend,contrib__inter_total_trend,contrib__inter_total_active,contrib__inter_low_active,contrib__spread_close_low,contrib__days_since_d0_le1,contrib__days_since_d0_eq2,contrib__days_since_d0_ge3
000700_2026-06-04,2026-06-04,000700,BOARD2,6,0.612046066852,0.455920948737,4,0.6,0,1,0,-0.0651340996169,-0.0651340996169,0.5,0.333333333333,0.666666666667,0.166666666667,0.666666666667,0.583333333333,0.666666666667,0.666666666667,0.666666666667,0.166666666667,0.333333333333,0.111111111111,0.111111111111,0.222222222222,0.166666666667,1,0,0,0.0232086257384,0.0173797997945,0.0174052170313,-0.00280133029842,0.0328950214479,0.0107097236713,0.00475071965337,0.0552321356238,0.0149728038728,0.00983455389233,0.0153700828396,0.000819014845013,0.00499362379963,0.0181547360304,-0.000953691317769,0.134866881998,0,-0
603311_2026-06-04,2026-06-04,603311,BOARD2,6,0.608505916141,0.441036231035,5,0.8,0,0,1,0.0277923439958,0.0277923439958,0.666666666667,0.666666666667,0.666666666667,1,0.166666666667,0.583333333333,0.833333333333,0.25,0.833333333333,0.444444444444,0.444444444444,0.666666666667,0.25,0.166666666667,0,1,0,0,0.0309448343179,0.034759599589,0.0174052170313,-0.0168079817905,0.00822375536198,0.0107097236713,0.00593839956672,0.0207120508589,0.018716004841,0.0262254770462,0.0204934437862,0.00491408907008,0.0112356535492,0.0136160520228,-0,0.134866881998,0,-0
600936_2026-06-04,2026-06-04,600936,BOARD2,6,0.582327156051,0.332333957497,6,1,0,1,0,-0.0455284552846,-0.0455284552846,0.166666666667,0.166666666667,0.166666666667,0.666666666667,0.666666666667,0.583333333333,0.333333333333,0.25,0.333333333333,0.0277777777778,0.0277777777778,0.111111111111,0.166666666667,0.0416666666667,0,1,0,0,0.00773620857947,0.00868989989724,0.00435130425782,-0.0112053211937,0.0328950214479,0.0107097236713,0.00237535982669,0.0207120508589,0.00748640193641,0.00163909231539,0.00128084023664,0.000819014845013,0.00749043569945,0.00340401300569,-0,0.134866881998,0,-0
600688_2026-06-05,2026-06-05,600688,BOARD2,6,0.659782465301,0.662324961703,1,0,0,0,1,0.00302114803625,0.00302114803625,1,1,0.833333333333,0.666666666667,0.25,0.583333333333,0.333333333333,0.916666666667,0.333333333333,1,0.833333333333,0.555555555556,0.611111111111,0.916666666667,0,1,0,0,0.055781877234,0.0616523792778,0.0191312422169,-0.0212575059263,0.0113666481407,0.00932395444245,0.00627639460971,0.083787936496,0.0111510790317,0.0746441289349,0.0434011020548,-0.00324266481664,0.0249430523668,0.0883859157513,-0,0.129411950343,0,-0
600255_2026-06-05,2026-06-05,600255,BOARD3,6,0.643192287344,0.589246710064,2,0.2,1,0,1,0.0896551724138,0.07,0.833333333333,0.833333333333,0.833333333333,0.833333333333,0.75,0.583333333333,0.5,0.666666666667,0.833333333333,0.694444444444,0.694444444444,0.694444444444,0.555555555556,0.555555555556,0,1,0,0,0.046484897695,0.0513769827315,0.0191312422169,-0.0265718824079,0.0340999444221,0.00932395444245,0.00941459191456,0.060936681088,0.0278776975793,0.0518362006492,0.0361675850456,-0.0040533310208,0.0226755021516,0.0535672216674,-0,0.129411950343,0,-0
605162_2026-06-05,2026-06-05,605162,BOARD2,6,0.626879956026,0.518854863031,3,0.4,0,1,0,-0.0449915110357,-0.0449915110357,0.666666666667,0.5,0.5,0.166666666667,0.75,0.583333333333,0.666666666667,0.916666666667,0.5,0.333333333333,0.333333333333,0.0833333333333,0.152777777778,0.458333333333,0.166666666667,1,0,0,0.037187918156,0.0308261896389,0.0114787453302,-0.00531437648157,0.0340999444221,0.00932395444245,0.0125527892194,0.083787936496,0.0167266185476,0.0248813763116,0.0173604408219,-0.000486399722496,0.00623576309169,0.0441929578756,-0.0009784170073,0.129411950343,0,-0
001896_2026-06-05,2026-06-05,001896,BOARD2,6,0.612742396022,0.458854497797,4,0.6,1,0,1,0.0850528434826,0.07,0.5,0.666666666667,0.833333333333,1,0.75,0.583333333333,0.833333333333,0.5,0.166666666667,0.333333333333,0.416666666667,0.833333333333,0.5,0.333333333333,-0.166666666667,1,0,0,0.027890938617,0.0411015861852,0.0191312422169,-0.0318862588894,0.0340999444221,0.00932395444245,0.0156909865243,0.045702510816,0.00557553951587,0.0248813763116,0.0217005510274,-0.00486399722496,0.0204079519365,0.0321403330005,0.0009784170073,0.129411950343,0,-0
002787_2026-06-05,2026-06-05,002787,BOARD2,6,0.584055502965,0.339444186867,5,0.8,0,0,1,0.0670498084291,0.0670498084291,0.333333333333,0.166666666667,0.25,0.5,0.75,0.583333333333,1,0.166666666667,1,0.0555555555556,0.0833333333333,0.125,0.0833333333333,0.0277777777778,0.166666666667,1,0,0,0.018593959078,0.0102753965463,0.00573937266508,-0.0159431294447,0.0340999444221,0.00932395444245,0.0188291838291,0.015234170272,0.0334532370952,0.00414689605194,0.00434011020548,-0.000729599583743,0.00340132532274,0.00267836108337,-0.0009784170073,0.129411950343,0,-0
600439_2026-06-05,2026-06-05,600439,BOARD2,6,0.579469160203,0.320594625921,6,1,0,1,0,-0.0113636363636,-0.0113636363636,0.166666666667,0.333333333333,0.25,0.333333333333,0.25,0.583333333333,0.166666666667,0.333333333333,0.666666666667,0.0555555555556,0.0416666666667,0.0833333333333,0.111111111111,0.111111111111,-0.166666666667,1,0,0,0.009296979539,0.0205507930926,0.00573937266508,-0.0106287529631,0.0113666481407,0.00932395444245,0.00313819730485,0.030468340544,0.0223021580635,0.00414689605194,0.00217005510274,-0.000486399722496,0.00453510043032,0.0107134443335,0.0009784170073,0.129411950343,0,-0
000520_2026-06-08,2026-06-08,000520,BOARD2,3,0.591371261451,0.369636998044,1,0,0,1,0,-0.0109409190372,-0.0109409190372,1,1,1,0.666666666667,0.333333333333,0.666666666667,0.666666666667,0.833333333333,0.666666666667,1,1,0.666666666667,0.555555555556,0.833333333333,0,0,0,1,0.0461057971864,0.0557060203059,0.0158650542346,-0.0208685791949,0.0138007228609,0.0123282342754,0.0218646497498,0.069900382945,0.0184354487891,0.0670335467638,0.0439271143968,-0.00413971028953,0.0218710441184,0.0731760061891,-0,0,0,-0.119017763301
600293_2026-06-08,2026-06-08,600293,BOARD2,3,0.566017213282,0.265619618525,2,0.5,0,1,0,-0.0172839506173,-0.0172839506173,0.666666666667,0.666666666667,0.666666666667,0.333333333333,0.833333333333,0.666666666667,0.333333333333,0.833333333333,1,0.444444444444,0.444444444444,0.222222222222,0.277777777778,0.555555555556,0,0,0,1,0.0307371981242,0.0371373468706,0.0105767028231,-0.0104342895974,0.0345018071521,0.0123282342754,0.0109323248749,0.069900382945,0.0276531731837,0.0297926874506,0.0195231619541,-0.00137990342984,0.0109355220592,0.0487840041261,-0,0,0,-0.119017763301
003036_2026-06-08,2026-06-08,003036,BOARD2,3,0.523107889091,0.0924974489576,3,1,0,0,1,0.0681933842239,0.0681933842239,0.333333333333,0.333333333333,0.333333333333,1,0.833333333333,0.666666666667,1,0.333333333333,0.333333333333,0.111111111111,0.111111111111,0.333333333333,0.333333333333,0.111111111111,0,0,0,1,0.0153685990621,0.0185686734353,0.00528835141153,-0.0313028687923,0.0345018071521,0.0123282342754,0.0327969746246,0.027960153178,0.00921772439456,0.00744817186265,0.00488079048853,-0.00206985514476,0.013122626471,0.00975680082521,-0,0,0,-0.119017763301
603859_2026-06-09,2026-06-09,603859,BOARD2,9,0.626528279519,0.517351625419,1,0,0,0,1,0.0640412922959,0.0640412922959,0.888888888889,0.888888888889,0.944444444444,0.888888888889,0.722222222222,0.555555555556,0.888888888889,0.833333333333,0.888888888889,0.79012345679,0.83950617284,0.83950617284,0.740740740741,0.740740740741,0,1,0,0,0.0412774352321,0.04967917376,0.0162823192536,-0.0258559442071,0.030721482903,0.0112721939602,0.0300972531966,0.0702014731646,0.0259811270451,0.0532596540065,0.0384334314774,-0.000977887014374,0.0324285061678,0.0652216883327,-0,0.106519150891,0,-0
603500_2026-06-09,2026-06-09,603500,BOARD3,9,0.611437680055,0.453359468055,2,0.125,1,0,1,0.0936270653029,0.07,1,0.666666666667,0.5,0.111111111111,0.222222222222,0.555555555556,0.666666666667,1,1,0.666666666667,0.5,0.0555555555556,0.111111111111,0.666666666667,0.333333333333,1,0,0,0.0464371146361,0.03725938032,0.00862005136956,-0.00323199302588,0.00945276397016,0.0112721939602,0.0225729398975,0.0842417677975,0.0292287679257,0.044937833068,0.0228904996299,-6.47131112453e-05,0.00486427592517,0.0586995194994,-0.00315065194799,0.106519150891,0,-0
002421_2026-06-09,2026-06-09,002421,BOARD2,9,0.592821129716,0.375640143643,3,0.25,0,1,0,-0.142105263158,-0.142105263158,0.777777777778,1,0.944444444444,1,0.722222222222,0.555555555556,0.444444444444,0.277777777778,0.444444444444,0.777777777778,0.734567901235,0.944444444444,0.277777777778,0.277777777778,-0.222222222222,1,0,0,0.0361177558281,0.0558890704801,0.0162823192536,-0.029087937233,0.030721482903,0.0112721939602,0.0150486265983,0.0234004910549,0.0129905635226,0.0524274719126,0.0336292525427,-0.00110012289117,0.0121606898129,0.0244581331247,0.002100434632,0.106519150891,0,-0
003009_2026-06-09,2026-06-09,003009,BOARD2,9,0.591826599503,0.371521600399,4,0.375,0,1,0,-0.0131004366812,-0.0131004366812,0.555555555556,0.555555555556,0.5,0.722222222222,0.222222222222,0.555555555556,1,0.833333333333,0.777777777778,0.308641975309,0.277777777778,0.361111111111,0.601851851852,0.462962962963,0,1,0,0,0.02579839702,0.0310494836,0.00862005136956,-0.0210079546682,0.00945276397016,0.0112721939602,0.0338594098462,0.0702014731646,0.0227334861645,0.0208045523463,0.0127169442388,-0.000420635223095,0.0263481612613,0.0407635552079,-0,0.106519150891,0,-0
000068_2026-06-09,2026-06-09,000068,BOARD2,9,0.581605518672,0.32936769223,5,0.5,0,1,0,-0.0503978779841,-0.0503978779841,0.666666666667,0.777777777778,0.5,0.722222222222,0.222222222222,0.555555555556,0.222222222222,0.555555555556,0.222222222222,0.518518518519,0.333333333333,0.361111111111,0.401234567901,0.432098765432,-0.111111111111,1,0,0,0.030958076424,0.04346927704,0.00862005136956,-0.0210079546682,0.00945276397016,0.0112721939602,0.00752431329916,0.0468009821097,0.00649528176128,0.0349516479417,0.0152603330866,-0.000420635223095,0.0175654408409,0.0380459848607,0.001050217316,0.106519150891,0,-0
002361_2026-06-09,2026-06-09,002361,BOARD2,9,0.576456113378,0.308242073731,6,0.625,0,0,1,0.047323943662,0.047323943662,0.444444444444,0.444444444444,0.5,0.333333333333,0.722222222222,0.555555555556,0.777777777778,0.555555555556,0.555555555556,0.197530864198,0.222222222222,0.166666666667,0.185185185185,0.246913580247,0,1,0,0,0.020638717616,0.02483958688,0.00862005136956,-0.00969597907765,0.030721482903,0.0112721939602,0.0263350965471,0.0468009821097,0.0162382044032,0.0133149135016,0.0101735553911,-0.000194139333736,0.00810712654195,0.0217405627776,-0,0.106519150891,0,-0
002613_2026-06-09,2026-06-09,002613,BOARD2,9,0.565011080731,0.261524785048,7,0.75,0,1,0,-0.013698630137,-0.013698630137,0.333333333333,0.333333333333,0.5,0.333333333333,0.722222222222,0.555555555556,0.333333333333,0.555555555556,0.333333333333,0.111111111111,0.166666666667,0.166666666667,0.185185185185,0.185185185185,0,1,0,0,0.015479038212,0.01862969016,0.00862005136956,-0.00969597907765,0.030721482903,0.0112721939602,0.0112864699487,0.0468009821097,0.00974292264191,0.00748963884466,0.0076301665433,-0.000194139333736,0.00810712654195,0.0163054220832,-0,0.106519150891,0,-0
000517_2026-06-09,2026-06-09,000517,BOARD2,9,0.547631865776,0.191106978832,8,0.875,0,0,1,0.0147783251232,0.0147783251232,0.222222222222,0.222222222222,0.5,0.333333333333,0.722222222222,0.555555555556,0.111111111111,0.277777777778,0.111111111111,0.0493827160494,0.111111111111,0.166666666667,0.0925925925926,0.0617283950617,0,1,0,0,0.010319358808,0.01241979344,0.00862005136956,-0.00969597907765,0.030721482903,0.0112721939602,0.00376215664958,0.0234004910549,0.00324764088064,0.0033287283754,0.00508677769554,-0.000194139333736,0.00405356327098,0.00543514069439,-0,0.106519150891,0,-0
000759_2026-06-09,2026-06-09,000759,BOARD2,9,0.542700800948,0.171220277735,9,1,0,0,1,0.00649350649351,0.00649350649351,0.111111111111,0.111111111111,0.111111111111,0.555555555556,0.722222222222,0.555555555556,0.555555555556,0.111111111111,0.666666666667,0.0123456790123,0.0123456790123,0.0617283950617,0.0617283950617,0.0123456790123,0,1,0,0,0.00515967940401,0.00620989672001,0.00191556697101,-0.0161599651294,0.030721482903,0.0112721939602,0.0188107832479,0.00936019642195,0.0194858452838,0.000832182093851,0.000565197521726,-7.19034569392e-05,0.00270237551398,0.00108702813888,-0,0.106519150891,0,-0
