count,avg_primary_d3_close_return,median_primary_d3_close_return,avg_opportunity_d3_max_return,median_opportunity_d3_max_return,avg_candidate_d3_drawdown,primary_target_rate,primary_loss_rate,opportunity_target_rate,opportunity_10_rate,executed_rate,avg_daily_rank,median_daily_rank,avg_days_since_d0,median_days_since_d0,avg_consecutive_boards,median_consecutive_boards,avg_total_score,median_total_score,avg_graph_quality_score,median_graph_quality_score,avg_support_score,median_support_score,avg_active_money_score,median_active_money_score,avg_theme_score,median_theme_score,avg_low_absorb_width_pct,median_low_absorb_width_pct,avg_invalid_distance_pct,median_invalid_distance_pct,top_signal_type,top_position_level,top_support_type,top_sample_group,signal_date
4,,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,1.0,70.925,70.55,58.0,58.0,91.0,91.0,74.0,74.0,62.5,60.0,1.1224,1.1224,1.1224,1.1224,WATCH_ONLY,zero,A,data_issue,2026-06-15
6,4.1863,4.1863,10.4089,10.4089,-2.4295,0.1667,0.1667,0.1667,0.1667,0.0,,,0.0,0.0,1.0,1.0,72.875,73.625,65.0,65.0,90.0,90.0,82.0,82.0,47.5,45.0,4.1782,4.1782,4.1782,4.1782,WATCH_ONLY,zero,A,data_issue,2026-06-16
1,11.1635,11.1635,11.1635,11.1635,-1.7296,1.0,0.0,1.0,1.0,0.0,,,4.0,4.0,1.0,1.0,88.25,88.25,90.0,90.0,91.0,91.0,100.0,100.0,60.0,60.0,4.765,4.765,4.765,4.765,WATCH_ONLY,zero,A,missed_unselected,2026-06-22
245,-1.5501,-3.0794,6.2733,4.878,-5.3013,0.1592,0.5061,0.3796,0.2122,0.0898,26.0,26.0,0.9878,1.0,1.1714,1.0,69.792,74.95,69.0122,78.0,70.9061,89.0,72.7918,74.0,64.7551,70.0,3.4602,3.7671,3.4602,3.7671,WATCH_ONLY,zero,A,ordinary,2026-06-24
292,-2.1643,-3.2402,3.3483,2.1184,-4.6718,0.0719,0.5205,0.2158,0.0548,0.1507,34.5,34.5,1.5,1.0,1.2089,1.0,66.2805,70.25,66.6918,70.0,65.1815,77.0,67.274,66.0,65.4966,70.0,3.7456,4.0351,3.7456,4.0351,WATCH_ONLY,zero,A,ordinary,2026-06-25
