test_date,train_start,train_end,train_dates,train_rows,intercept,rank_d1_close_ma10_pct,rank_d1_low_ma10_pct,rank_trend_hold_score,rank_total_score,rank_theme_score,rank_days_since_d0,rank_log_candidate_base_price,rank_active_money_score,rank_d1_close_vwap_pct,inter_close_low,inter_close_trend,inter_total_trend,inter_total_active,inter_low_active,spread_close_low,days_since_d0_le1,days_since_d0_eq2,days_since_d0_ge3,adjacent_coefficient_cosine,purpose
2026-06-15,2026-05-06,2026-06-12,28,208,-0.197818467221,0.0538445560341,0.0548034640039,0.023759767682,-0.00882704991065,0.0538744734626,0.0183498870518,0.0476913994306,0.0730660027432,0.0489665956723,0.0651451142119,0.0447506646224,0.0164833289184,0.0468369554631,0.0757678746511,-0.000958907969824,0.112647119017,0,-0.112647119017,0.998535546795,AUDIT_ONLY
2026-06-16,2026-05-06,2026-06-15,29,211,-0.130985909525,0.0424857879862,0.0432451793144,0.0121870495357,-0.00616094291099,0.0394145402327,0.0196430089518,0.0630954768357,0.0596259272622,0.0353779510271,0.0511186264572,0.0308158211919,0.00839321029055,0.0411570434962,0.0625556062528,-0.000759391328191,0.107254623497,0,-0.107254623497,0.988956139407,AUDIT_ONLY
2026-06-17,2026-05-06,2026-06-16,30,218,-0.106955550964,0.0354395541908,0.0442866745149,0.014945798332,0.00294461699202,0.0450993848277,0.0181730983279,0.0666233892488,0.0545253825509,0.0237016635586,0.0463028195159,0.0259761113693,0.0144785856825,0.0432188732714,0.0594760428711,-0.00884712032405,0.106397094024,0,-0.106397094024,0.994603332264,AUDIT_ONLY
2026-06-18,2026-05-06,2026-06-17,31,235,-0.0345803175113,0.0331450279729,0.0416530171039,0.0151040985544,0.0033221405505,0.0429892622459,0.0152919253616,0.0583143254129,0.0523625167022,0.015910221179,0.0431912609508,0.0259261236636,0.0149192386228,0.0415763796881,0.056355732686,-0.00850798913101,0.103335285766,0.00626709453659,-0.109602380302,0.997793174437,AUDIT_ONLY
2026-06-22,2026-05-06,2026-06-18,32,250,-0.0670889544764,0.0324251749435,0.0407843448955,0.0152390782657,0.00344561206532,0.0450263759632,0.016411209185,0.0577272301862,0.0507853210962,0.0176170857038,0.0434818433186,0.0278538066601,0.0157857098788,0.0434693480121,0.0555665589273,-0.00835916995192,0.0995649912413,0.00362531240972,-0.103190303651,0.99927940953,AUDIT_ONLY
2026-06-23,2026-05-06,2026-06-22,33,257,0.0041245225512,0.030255527752,0.0363840863615,0.00776808587811,0.00594882086343,0.0405930970956,0.0154591419496,0.0565246109437,0.044246730708,0.0115865295812,0.0395816746776,0.0184311369575,0.0149891363052,0.0387300087404,0.0470596260334,-0.00612855860954,0.0816597961912,0.00326679338015,-0.0849265895713,0.996931812158,AUDIT_ONLY
2026-06-24,2026-05-06,2026-06-23,34,271,0.0255856734432,0.0305267195397,0.0354959463544,0.00658664456815,0.00994406484781,0.0376076000127,0.014236823492,0.0547454928614,0.0415515581144,0.0102706630542,0.0386129066121,0.0165030561364,0.015893412311,0.037763579706,0.0454037312355,-0.00496922681466,0.0816764201624,0.00309117063827,-0.0847675908007,0.999292665612,AUDIT_ONLY
2026-06-25,2026-05-06,2026-06-24,35,286,0.00194631201886,0.0299917842985,0.0351572861626,0.00886057672888,0.0126383687285,0.0378634641174,0.0153126070812,0.050204406845,0.0416768354532,0.0107576410003,0.0373284741102,0.0167108398753,0.0198814743226,0.0386950191738,0.0441576657508,-0.00516550186407,0.0768790408657,0.00310477620974,-0.0799838170755,0.998755580518,AUDIT_ONLY
2026-06-26,2026-05-06,2026-06-25,36,295,0.0234743707069,0.0300858945117,0.0363629287551,0.00647635964289,0.0161035095386,0.0364045457401,0.014522853068,0.0491247506556,0.0307099601667,0.0104956462609,0.040194259206,0.0167703164996,0.0210602250658,0.0340183951836,0.0403033556663,-0.00627703424333,0.07660233511,0.00293552301561,-0.0795378581256,0.996623621896,AUDIT_ONLY
2026-06-29,2026-05-06,2026-06-26,37,307,0.00739043297004,0.0283819295001,0.0346292247087,0.0040001006473,0.0144805272539,0.0399111112534,0.0145686975117,0.0465166065178,0.0327265722333,0.0116295614485,0.0388180152338,0.015207037587,0.0194839829303,0.0352280868571,0.0401698196441,-0.00624729520861,0.0752425002111,9.06527455307e-05,-0.0753331529566,0.998732455194,AUDIT_ONLY
2026-06-30,2026-05-06,2026-06-29,38,312,0.059007300147,0.0251824472271,0.0271504097054,0.000601438914637,0.0129747487432,0.0338323743389,0.0146305022772,0.0562499663867,0.028567264102,0.0100936719591,0.0301002259879,0.00879726381775,0.0169356970478,0.0295869986491,0.0314183316613,-0.00196796247831,0.0632080083933,-9.93840939174e-05,-0.0631086242994,0.990554196017,AUDIT_ONLY
