opportunity_bucket,date_count,dates,universe_mean,Rank1_mean,Top3_mean,Rank1_excess,Top3_excess,negative_date_rate,median_top3,worst_top3,Top1_Target7,Top3_Target7_precision,oracle_Rank1,oracle_Top3
LOW,7,2026-06-03|2026-06-04|2026-06-08|2026-06-09|2026-06-18|2026-06-26|2026-06-30,0.007922338637,-0.00368499385564,-0.00921050605284,-0.0116073324926,-0.0171328446898,0.714285714286,-0.00646240583523,-0.0676878130753,0,0.0952380952381,0.0691615548891,0.0520867868573
MID,7,2026-06-01|2026-06-05|2026-06-11|2026-06-16|2026-06-24|2026-06-25|2026-06-29,0.0270959359012,0.032761501673,0.022631486821,0.00566556577188,-0.00446444908015,0.142857142857,0.0295902563858,-0.00254027333041,0.428571428571,0.333333333333,0.07,0.0662848387983
HIGH,7,2026-06-02|2026-06-10|2026-06-12|2026-06-15|2026-06-17|2026-06-22|2026-06-23,0.0477704435891,0.0561026602318,0.0461389783705,0.00833221664274,-0.00158924205686,0,0.0481565469564,0.0342842122589,0.428571428571,0.444444444444,0.07,0.0658234126984
