event_id,signal_date,code,board_streak_before_break,d2_date,d3_date,label_available_date,raw_repair_return,capped_return_7,outcome_class,target7,loss,positive_non_target,nonloss,board_streak_is_3,max_board_streak_20d,recent_limit_up_count_10d,recent_limit_up_count_20d,recent_pool_appearance_count_10d,recent_pool_appearance_count_20d,board_day_volume_rank,break_open_return,break_high_return,break_close_return,break_touched_limit_up,break_opened_from_limit_up,break_upper_shadow_ratio,break_lower_shadow_ratio,d1_high_to_close_drawdown_raw,d1_low_to_close_recovery,d1_open_to_close_return_raw,d1_close_location,d1_intraday_range,d1_afternoon_return,d1_last_hour_return,break_volume_ratio_vs_board_days,d1_up_bar_volume_ratio,down_bar_volume_ratio,volume_above_d1_close_ratio,amount_above_d1_close_ratio,high_zone_volume_ratio,high_zone_amount_ratio,late_day_sell_volume_ratio,late_day_sell_amount_ratio,d1_close_to_vwap_raw,d1_close_to_ma5_raw,d1_low_to_ma5_raw,d1_high_to_ma5_raw,d1_close_to_ma10_raw,d1_low_to_ma10_raw,d1_close_to_ma20,d1_ma5_slope,d1_ma10_slope,d1_ma20_slope,d1_close_above_ma5,d1_close_above_ma10,d1_true_reclaim_ma5,d1_true_reclaim_ma10,consecutive_days_below_ma5,consecutive_days_below_ma10,break_day_in_pool,last_board_day_in_pool,pool_consecutive_count_last_board,recent_7d_cumulative_return,recent_7d_max_drawdown,recent_7d_close_position,recent_7d_limit_up_count,rank_d1_close_ma10_pct,rank_d1_low_ma10_pct,rank_trend_hold_score,rank_total_score,rank_theme_score,rank_days_since_d0,rank_log_candidate_base_price,rank_active_money_score,rank_d1_close_vwap_pct,inter_close_low,inter_close_trend,inter_total_trend,inter_total_active,inter_low_active,spread_close_low,days_since_d0_le1,days_since_d0_eq2,days_since_d0_ge3
603052_2026-05-15,2026-05-15,603052,3,2026-05-18,2026-05-19,2026-05-19,-0.0315454545455,-0.0315454545455,LOSS,0,1,0,0,1,3,3,6,3,6,43,-0.00424683654013,0.0441150979373,-0.0165539954932,0,0,0.489903424056,0.385425812116,0.057714665338,0.0402456912358,-0.0123596483593,0.387125220459,0.0982839313573,-0.0226528854436,0.0229895420123,4.35309858154,0.576847259529,0.423152740471,0.790467640526,0.797458519454,0.357154929809,0.366633896252,0.0520063640163,0.0497675625544,-0.0146055786053,0.100005816546,0.0574480873257,0.167865521453,0.202993967537,0.156451766801,0.257863726811,0.0492513630076,0.0311905542801,0.0246657655304,1,1,0,0,0,0,0,1,3,0.324191854359,0.0751769861782,0.816609903065,3,0.727272727273,0.818181818182,0.727272727273,0.772727272727,0.727272727273,0.545454545455,1,0.545454545455,0.454545454545,0.595041322314,0.528925619835,0.561983471074,0.421487603306,0.446280991736,-0.0909090909091,1,0,0
003018_2026-05-19,2026-05-19,003018,3,2026-05-20,2026-05-21,2026-05-21,0.0713531452708,0.07,TARGET7,1,0,0,1,1,4,3,7,3,7,42,0.0607225211376,0.100076863951,0.0222905457341,1,0,0.345479082321,0.31713900135,0.0707098937954,0.0308479305534,-0.036231884058,0.282269503546,0.108378170638,0.00711797667727,-0.00434196736038,2.55708269281,0.373278954336,0.601952117389,0.624711642791,0.633222752461,0.261759300372,0.27119648002,0.117485895797,0.115070877838,-0.0161805679667,0.133574253375,0.0935156143461,0.219828174008,0.234407484407,0.190785565786,0.264522999106,0.0616765600116,0.025313082867,0.0302175467466,1,1,0,0,0,0,0,1,3,0.396765385423,0.0828542441664,0.796787148594,3,1,1,0.875,1,0.625,0.625,1,0.25,0.25,1,0.875,0.875,0.25,0.25,0,1,0,0
603311_2026-05-20,2026-05-20,603311,3,2026-05-21,2026-05-22,2026-05-22,0.172352523099,0.07,TARGET7,1,0,0,1,1,3,3,3,3,3,35,-0.0415026833631,0.0490161001789,0.0236135957066,0,0,0.186351706037,0.335958005249,0.0228825136612,0.117578125,0.0679357969392,0.817934782609,0.131663685152,0.0596296296296,0.0313626532084,1.32425818653,0.656955964328,0.343044035672,0.241840150478,0.251949463164,0.30821945104,0.320880066297,0.0934074655276,0.0974500155845,0.0393819681107,0.134687078607,0.0117395097961,0.162846037915,0.275182742022,0.137011945088,0.381291490646,0.0733015494636,0.0451390506359,0.0270491396836,1,1,0,0,0,0,0,1,3,0.448607594937,0.0872987477639,0.928714859438,3,0.7,0.7,0.9,0.7,0.25,0.55,0.8,0.9,1,0.49,0.63,0.63,0.63,0.63,0,1,0,0
000417_2026-05-21,2026-05-21,000417,3,2026-05-22,2026-05-25,2026-05-25,0.101020408163,0.07,TARGET7,1,0,0,1,1,3,3,3,3,3,3,0.099685204617,0.099685204617,-0.0230849947534,1,1,0,0.0714285714286,0.111641221374,0.00976138828633,-0.111641221374,0.0714285714286,0.13221406086,-0.111641221374,-0.0490296220633,5.31909017169,0.215719251846,0.578585964707,0.965162291944,0.967296186575,0.483390179613,0.501524645758,0.131829403803,0.125875887704,-0.0682421842314,0.0947789275635,0.0841956726246,0.232361241769,0.187348552481,0.175870424691,0.292965766266,0.045488074748,0.0288676026768,0.0202621324832,1,1,0,0,0,0,0,1,3,0.289473684211,0.0732026143791,0.657894736842,3,0.833333333333,1,0.666666666667,1,0.25,0.583333333333,0.166666666667,0.416666666667,0.166666666667,0.833333333333,0.555555555556,0.666666666667,0.416666666667,0.416666666667,-0.166666666667,1,0,0
002272_2026-05-21,2026-05-21,002272,3,2026-05-22,2026-05-25,2026-05-25,0.0904325032765,0.07,TARGET7,1,0,0,1,1,3,3,4,3,4,13,-0.0152365677626,-0.00360866078589,-0.0998396150762,0,0,0.120833333333,0,0.0954875100725,0,-0.0859120521173,0,0.0950280673617,-0.0543386689132,-0.0310746655158,2.63194633758,0.248114733591,0.751885266409,1,1,0.371996341411,0.380407496454,0.139095510468,0.133012793568,-0.0567901156502,0.0259574079152,0.0259574079152,0.135636596289,0.0819798544508,0.0819798544508,0.139333654749,0.0308083663086,0.0126403123475,0.00461405118793,1,1,0,0,0,0,0,1,3,0.103194103194,0.0998396150762,0.608490566038,3,0.166666666667,0.166666666667,0.166666666667,0.833333333333,0.75,0.583333333333,0.333333333333,0.166666666667,0.333333333333,0.0277777777778,0.0277777777778,0.138888888889,0.138888888889,0.0277777777778,0,1,0,0
603938_2026-05-21,2026-05-21,603938,3,2026-05-22,2026-05-25,2026-05-25,-0.0416666666667,-0.0416666666667,LOSS,0,1,0,0,1,3,4,5,4,5,45,0.0561755952381,0.0561755952381,-0.0591517857143,0,0,0,0.0855457227139,0.10919337795,0.00556660039761,-0.10919337795,0.0432098765432,0.120535714286,-0.0402277039848,-0.0330720703498,2.78878717354,0.268156924083,0.731843075917,1,1,0,0,0.146426364283,0.140791375759,-0.053166018418,0.0624711170861,0.0502877788514,0.192706801664,0.173903961752,0.160442824982,0.385753424658,0.0342385400826,0.0434708902451,0.0309715141158,1,1,0,0,0,0,0,1,3,0.197443181818,0.112222222222,0.678423236515,4,0.666666666667,0.833333333333,0.666666666667,0.5,0.75,0.583333333333,0.666666666667,0.75,0.5,0.555555555556,0.444444444444,0.333333333333,0.375,0.625,-0.166666666667,1,0,0
002442_2026-05-25,2026-05-25,002442,3,2026-05-26,2026-05-27,2026-05-27,0.00251256281407,0.00251256281407,POSITIVE_NON_TARGET,0,0,1,1,1,3,3,3,3,3,21,0.059186189889,0.0998766954377,-0.0320591861899,1,0,0.234042553191,0.241134751773,0.119955156951,0.0411140583554,-0.0861466821886,0.224637681159,0.170160295931,-0.119955156951,-0.119955156951,1.43674216081,0.538521223734,0.414380147,0.487606211764,0.50017018167,0.278807910762,0.299113926786,0.414380147,0.409614731009,-0.0409467971353,0.0866555924695,0.0395902547065,0.234772978959,0.183119819141,0.131876412962,0.223313074645,0.0573770491803,0.0255023183926,0.0163129553373,1,1,0,0,0,0,0,1,3,0.286885245902,0.0813397129187,0.661392405063,3,0.875,0.75,0.75,1,0.25,0.5625,0.625,0.1875,0.25,0.65625,0.65625,0.75,0.1875,0.140625,0.125,0,0,1
600611_2026-05-25,2026-05-25,600611,3,2026-05-26,2026-05-27,2026-05-27,-0.0594227504244,-0.0594227504244,LOSS,0,1,0,0,1,3,3,3,3,3,35,0.0750407830343,0.0750407830343,0.00163132137031,0,0,0,0.391891891892,0.0682852807284,0.0477815699659,-0.0682852807284,0.383561643836,0.119086460033,-0.00807754442649,0.0115321252059,3.65336128398,0.282242624271,0.698490668457,0.46577317244,0.468262417779,0.0966155854904,0.0996578654526,0.114590029308,0.113037258338,-0.0127681671487,0.116363636364,0.0636363636364,0.198181818182,0.224327018943,0.166500498504,0.269513077639,0.0642414860681,0.0308324768756,0.0142602495544,1,1,0,0,0,0,0,1,3,0.382882882883,0.0526315789474,0.801762114537,3,1,1,0.75,0.5,0.25,0.5625,0.5,0.6875,0.75,1,0.75,0.375,0.34375,0.6875,0,0,0,1
603661_2026-05-26,2026-05-26,603661,3,2026-05-27,2026-05-28,2026-05-28,-0.00778097982709,-0.00778097982709,LOSS,0,1,0,0,1,3,3,3,3,3,93,0.100055897149,0.100055897149,0.0472330911124,1,1,0,0.148648648649,0.0480182926829,0.00888529886914,-0.0480182926829,0.148648648649,0.0620458356624,-0.0480182926829,-0.0480182926829,6.17501646604,0.159710250642,0.411470599108,0.947026591449,0.948869760639,0.693979899297,0.699371085264,0.277355687509,0.27570571837,-0.0368005029085,0.154841891142,0.144671145904,0.213092522961,0.246797324726,0.235816723788,0.23392554295,0.0666009204471,0.0279801607662,0.00962529507597,1,1,0,0,0,0,0,1,3,0.375550660793,0.0294331395349,0.850592885375,3,1,1,0.388888888889,0.444444444444,0.277777777778,0.527777777778,0.555555555556,0.638888888889,0.222222222222,1,0.388888888889,0.172839506173,0.283950617284,0.638888888889,0,1,0,0
000510_2026-05-27,2026-05-27,000510,3,2026-05-28,2026-05-29,2026-05-29,0.00334821428571,0.00334821428571,POSITIVE_NON_TARGET,0,0,1,1,1,3,3,3,3,3,13,0.0287769784173,0.0691754288877,-0.00387382401771,0,0,0.514084507042,0.0704225352113,0.0668740279938,0.00446428571429,-0.031737493276,0.0583941605839,0.0758162700609,-0.0238611713666,-0.00607399226946,1.52982479517,0.486480887855,0.513519112145,0.979569413128,0.98023742027,0.172867989359,0.176646268194,0.0884238122444,0.0859165003846,-0.0315367908841,0.110836830412,0.104665514688,0.192298197976,0.192447830407,0.185823120238,0.184990125082,0.0601936665794,0.00929392885798,0.0141879485896,1,1,0,0,0,0,0,1,3,0.310997815004,0.0659340659341,0.785365853659,3,0.6,0.7,0.8,0.5,0.65,0.55,0.4,0.7,0.4,0.42,0.48,0.4,0.35,0.49,-0.1,1,0,0
002552_2026-05-27,2026-05-27,002552,3,2026-05-28,2026-05-29,2026-05-29,0.222996515679,0.07,TARGET7,1,0,0,1,1,4,5,9,5,9,25,-0.00373599003736,0.100041511,0.0487754254878,1,0,0.352857142857,0.285714285714,0.0466037735849,0.0925405405405,0.0527083333333,0.634074074074,0.140099626401,-0.0239520958084,-0.00394244037059,1.57928995163,0.546570808734,0.453429191266,0.431068599659,0.443101249155,0.365069132845,0.376903461367,0.0763400021897,0.077519325967,0.00646633796573,0.156134169222,0.0524870727131,0.212648148996,0.27562354842,0.161264263355,0.53483992467,0.0639240506329,0.0413249211356,0.0471207518964,1,1,0,0,0,0,0,1,3,0.299974273218,0.110002494388,0.857390300231,4,0.9,0.6,0.8,0.2,0.65,0.55,0.7,0.85,0.8,0.54,0.72,0.16,0.17,0.51,0.3,1,0,0
002585_2026-05-27,2026-05-27,002585,3,2026-05-28,2026-05-29,2026-05-29,0.0986590038314,0.07,TARGET7,1,0,0,1,1,3,3,4,3,4,7,-0.0404783808648,0.033118675253,-0.0110395584177,0,0,0.489795918367,0.183673469388,0.0401785714286,0.0487804878049,0.0306807286673,0.526315789474,0.0873965041398,-0.0236148955495,0.00279850746269,2.18356147581,0.595845522721,0.404154477279,0.225232319039,0.230749325317,0.0990840591715,0.102459744367,0.0259581992016,0.0261453893318,0.0088762645965,0.105057565789,0.0536595394737,0.154399671053,0.176148796499,0.121444201313,0.243853051779,0.051448335495,0.023516237402,0.0184421399953,1,1,0,0,0,0,0,1,3,0.201117318436,0.140676117775,0.85671641791,3,0.4,0.4,0.8,0.3,0.15,0.55,0.2,1,0.9,0.16,0.32,0.24,0.3,0.4,0,1,0,0
600172_2026-05-27,2026-05-27,600172,3,2026-05-28,2026-05-29,2026-05-29,0.21482602118,0.07,TARGET7,1,0,0,1,1,3,3,6,3,6,4,0,0.0293233082707,-0.00225563909774,0,0,0.565217391304,0.391304347826,0.0306793279766,0.0207692307692,-0.00225563909774,0.391304347826,0.0518796992481,-0.0126488095238,0.00682852807284,1.67725260682,0.422146324118,0.565225744661,0.859580168016,0.859875438267,0.0777495411093,0.0788355442892,0.104983745684,0.104872445873,-0.0065295106732,0.112508383635,0.0898725687458,0.147719651241,0.153010687288,0.129550786341,0.281815986477,0.0450324163308,0.0125813830723,0.0245942201108,1,1,0,0,0,0,0,1,3,0.226432532348,0.104410441044,0.887700534759,3,0.3,0.5,0.8,1,0.65,0.55,0.3,0.1,0.5,0.15,0.24,0.8,0.1,0.05,-0.2,1,0,0
002579_2026-05-29,2026-05-29,002579,3,2026-06-01,2026-06-02,2026-06-02,0.195852534562,0.07,TARGET7,1,0,0,1,1,3,3,3,3,3,6,0.0610225398571,0.0747663551402,-0.0571742715778,0,0,0.093984962406,0.0977443609023,0.111398963731,0.0153937240971,-0.111398963731,0.107883817427,0.132490379329,-0.0216771249287,-0.00406504065041,1.46439871339,0.269354109277,0.699227971873,0.823791297578,0.830153588394,0,0,0.0942331596511,0.0906805091539,-0.0318111006454,0.0640277950118,0.0478967613848,0.212929643876,0.172168682933,0.154398195612,0.238982805953,0.0479843953186,0.0287582618478,0.0182433426512,1,1,0,0,0,0,0,1,3,0.342991386061,0.0714678394722,0.654676258993,3,0.666666666667,0.666666666667,0.833333333333,0.666666666667,0.666666666667,0.666666666667,0.333333333333,0.666666666667,0.666666666667,0.444444444444,0.555555555556,0.555555555556,0.444444444444,0.444444444444,0,1,0,0
600280_2026-06-03,2026-06-03,600280,3,2026-06-04,2026-06-05,2026-06-05,-0.0125313283208,-0.0125313283208,LOSS,0,1,0,0,1,3,3,3,3,3,12,-0.031007751938,0.0852713178295,0.031007751938,0,0,0.362068965517,0.224137931034,0.05,0.0961538461538,0.064,0.625,0.144702842377,0.0126903553299,-0.029197080292,2.73987807042,0.483171731612,0.474556591165,0.447471713794,0.462392505713,0.349347919918,0.36289691382,0.0819622233183,0.0844682641404,0.0100043691508,0.140651801029,0.0348770726129,0.200686106346,0.244153414406,0.128780792017,0.273946360153,0.0606428138266,0.0345161290323,0.0135922330097,1,1,0,0,0,0,0,1,3,0.361774744027,0.0718954248366,0.845588235294,3,1,0.857142857143,0.857142857143,0.571428571429,0.357142857143,0.571428571429,0.285714285714,1,0.857142857143,0.857142857143,0.857142857143,0.489795918367,0.571428571429,0.857142857143,0.142857142857,1,0,0
600121_2026-06-04,2026-06-04,600121,3,2026-06-05,2026-06-08,2026-06-08,-0.00709219858156,-0.00709219858156,LOSS,0,1,0,0,1,3,3,3,3,3,3,0,0.0984182776801,0.00175746924429,1,0,0.797101449275,0.188405797101,0.088,0.0215053763441,0.00175746924429,0.179104477612,0.117750439367,-0.0731707317073,-0.040404040404,1.51849028661,0.494679687204,0.498827953927,0.91641074571,0.919284760989,0.141809799568,0.148961507531,0.128902569425,0.127270069982,-0.0283756982277,0.116333725029,0.0889150019585,0.224050137094,0.230038843332,0.199827362969,0.289738658219,0.0646371976647,0.0376175548589,0.0176145521529,1,1,0,0,0,0,0,1,3,0.370192307692,0.0464216634429,0.752252252252,3,0.833333333333,1,0.666666666667,0.5,0.666666666667,0.583333333333,0.166666666667,0.916666666667,0.166666666667,0.833333333333,0.555555555556,0.333333333333,0.458333333333,0.916666666667,-0.166666666667,1,0,0
