family,feature,section,metric,estimate,p2.5,p50,p97.5,direction_probability,p_value,q_value,valid_resamples
LOW_LEVEL_53,board_day_volume_rank,LODO,T7_PNT_AUC,0.559496567506,0.521103896104,0.559496567506,0.595238095238,1,,,28
LOW_LEVEL_53,board_day_volume_rank,PERMUTATION,ABS_RAW_T7_PNT_AUC_DISTANCE,0.0594965675057,,,,,0.340432978351,1,20000
LOW_LEVEL_53,board_streak_is_3,BOOTSTRAP,NONLOSS_SPEARMAN,,,,,,,,0
LOW_LEVEL_53,board_streak_is_3,BOOTSTRAP,PNT_LOSS_AUC,0.5,0.5,0.5,0.5,0,,,20000
LOW_LEVEL_53,board_streak_is_3,BOOTSTRAP,T7_LOSS_AUC,0.5,0.5,0.5,0.5,0,,,20000
LOW_LEVEL_53,board_streak_is_3,BOOTSTRAP,T7_PNT_AUC,0.5,0.5,0.5,0.5,0,,,20000
LOW_LEVEL_53,board_streak_is_3,BOOTSTRAP,T7_PNT_CLIFF,0,0,0,0,0,,,20000
LOW_LEVEL_53,board_streak_is_3,LODO,NONLOSS_SPEARMAN,,,,,,,,28
LOW_LEVEL_53,board_streak_is_3,LODO,PNT_LOSS_AUC,0.5,,,,1,,,28
LOW_LEVEL_53,board_streak_is_3,LODO,T7_PNT_AUC,0.5,0.5,0.5,0.5,0,,,28
LOW_LEVEL_53,board_streak_is_3,PERMUTATION,ABS_RAW_T7_PNT_AUC_DISTANCE,0,,,,,1,1,20000
LOW_LEVEL_53,break_close_return,BOOTSTRAP,NONLOSS_SPEARMAN,0.184020743862,-0.231077968452,0.193690174953,0.492785887219,0.8303,,,20000
LOW_LEVEL_53,break_close_return,BOOTSTRAP,PNT_LOSS_AUC,0.376518218623,0.205128205128,0.375,0.615384615385,0.1368,,,20000
LOW_LEVEL_53,break_close_return,BOOTSTRAP,T7_LOSS_AUC,0.408026755853,0.216346153846,0.405555555556,0.613526570048,0.17675,,,20000
LOW_LEVEL_53,break_close_return,BOOTSTRAP,T7_PNT_AUC,0.533180778032,0.308426724138,0.53514739229,0.717106924508,0.62555,,,20000
LOW_LEVEL_53,break_close_return,BOOTSTRAP,T7_PNT_CLIFF,0.0663615560641,-0.383146551724,0.0702947845805,0.434213849016,0.62555,,,20000
LOW_LEVEL_53,break_close_return,LODO,NONLOSS_SPEARMAN,0.184020743862,,,,1,,,28
LOW_LEVEL_53,break_close_return,LODO,PNT_LOSS_AUC,0.376518218623,,,,0,,,28
LOW_LEVEL_53,break_close_return,LODO,T7_PNT_AUC,0.533180778032,0.474025974026,0.533180778032,0.570707070707,0.928571428571,,,28
LOW_LEVEL_53,break_close_return,PERMUTATION,ABS_RAW_T7_PNT_AUC_DISTANCE,0.033180778032,,,,,0.656767161642,1,20000
LOW_LEVEL_53,break_day_in_pool,BOOTSTRAP,NONLOSS_SPEARMAN,,,,,,,,0
LOW_LEVEL_53,break_day_in_pool,BOOTSTRAP,PNT_LOSS_AUC,0.5,0.5,0.5,0.5,0,,,20000
LOW_LEVEL_53,break_day_in_pool,BOOTSTRAP,T7_LOSS_AUC,0.5,0.5,0.5,0.5,0,,,20000
LOW_LEVEL_53,break_day_in_pool,BOOTSTRAP,T7_PNT_AUC,0.5,0.5,0.5,0.5,0,,,20000
LOW_LEVEL_53,break_day_in_pool,BOOTSTRAP,T7_PNT_CLIFF,0,0,0,0,0,,,20000
LOW_LEVEL_53,break_day_in_pool,LODO,NONLOSS_SPEARMAN,,,,,,,,28
LOW_LEVEL_53,break_day_in_pool,LODO,PNT_LOSS_AUC,0.5,,,,1,,,28
LOW_LEVEL_53,break_day_in_pool,LODO,T7_PNT_AUC,0.5,0.5,0.5,0.5,0,,,28
LOW_LEVEL_53,break_day_in_pool,PERMUTATION,ABS_RAW_T7_PNT_AUC_DISTANCE,0,,,,,1,1,20000
LOW_LEVEL_53,break_high_return,BOOTSTRAP,NONLOSS_SPEARMAN,0.178024471275,-0.207650253922,0.177149088453,0.497583126771,0.8229,,,20000
LOW_LEVEL_53,break_high_return,BOOTSTRAP,PNT_LOSS_AUC,0.295546558704,0.138888888889,0.291497975709,0.482467386415,0.0167,,,20000
LOW_LEVEL_53,break_high_return,BOOTSTRAP,T7_LOSS_AUC,0.414715719064,0.236838927028,0.4125,0.596492740472,0.1719,,,20000
LOW_LEVEL_53,break_high_return,BOOTSTRAP,T7_PNT_AUC,0.594965675057,0.368978108289,0.592391304348,0.766083050368,0.80705,,,20000
LOW_LEVEL_53,break_high_return,BOOTSTRAP,T7_PNT_CLIFF,0.189931350114,-0.262043783422,0.184782608696,0.532166100736,0.80705,,,20000
LOW_LEVEL_53,break_high_return,LODO,NONLOSS_SPEARMAN,0.178024471275,,,,1,,,28
LOW_LEVEL_53,break_high_return,LODO,PNT_LOSS_AUC,0.295546558704,,,,0,,,28
LOW_LEVEL_53,break_high_return,LODO,T7_PNT_AUC,0.594965675057,0.532467532468,0.594965675057,0.633689839572,1,,,28
LOW_LEVEL_53,break_high_return,PERMUTATION,ABS_RAW_T7_PNT_AUC_DISTANCE,0.0949656750572,,,,,0.170941452927,0.754991417096,20000
LOW_LEVEL_53,break_lower_shadow_ratio,BOOTSTRAP,NONLOSS_SPEARMAN,-0.0803144511725,-0.376409162038,-0.0841098018841,0.327703103105,0.32675,,,20000
LOW_LEVEL_53,break_lower_shadow_ratio,BOOTSTRAP,PNT_LOSS_AUC,0.410931174089,0.111764705882,0.401069518717,0.635789473684,0.2229,,,20000
LOW_LEVEL_53,break_lower_shadow_ratio,BOOTSTRAP,T7_LOSS_AUC,0.441471571906,0.247684278126,0.439210820805,0.622075716403,0.25835,,,20000
LOW_LEVEL_53,break_lower_shadow_ratio,BOOTSTRAP,T7_PNT_AUC,0.524027459954,0.337338789683,0.523994949495,0.754466314935,0.58635,,,20000
LOW_LEVEL_53,break_lower_shadow_ratio,BOOTSTRAP,T7_PNT_CLIFF,0.0480549199085,-0.325322420635,0.0479898989899,0.50893262987,0.58635,,,20000
LOW_LEVEL_53,break_lower_shadow_ratio,LODO,NONLOSS_SPEARMAN,-0.0803144511725,,,,0.0357142857143,,,28
LOW_LEVEL_53,break_lower_shadow_ratio,LODO,PNT_LOSS_AUC,0.410931174089,,,,0,,,28
LOW_LEVEL_53,break_lower_shadow_ratio,LODO,T7_PNT_AUC,0.524027459954,0.483957219251,0.524027459954,0.597402597403,0.892857142857,,,28
LOW_LEVEL_53,break_lower_shadow_ratio,PERMUTATION,ABS_RAW_T7_PNT_AUC_DISTANCE,0.0240274599542,,,,,0.844607769612,1,20000
LOW_LEVEL_53,break_open_return,BOOTSTRAP,NONLOSS_SPEARMAN,-0.0227696296897,-0.338412913818,-0.0221115713729,0.290226320598,0.4458,,,20000
LOW_LEVEL_53,break_open_return,BOOTSTRAP,PNT_LOSS_AUC,0.396761133603,0.205882352941,0.388888888889,0.635007352941,0.1697,,,20000
LOW_LEVEL_53,break_open_return,BOOTSTRAP,T7_LOSS_AUC,0.426421404682,0.246913580247,0.424556213018,0.625929951691,0.2199,,,20000
LOW_LEVEL_53,break_open_return,BOOTSTRAP,T7_PNT_AUC,0.503432494279,0.296933369253,0.504385964912,0.688893557423,0.51405,,,20000
LOW_LEVEL_53,break_open_return,BOOTSTRAP,T7_PNT_CLIFF,0.00686498855835,-0.406133261494,0.00877192982456,0.377787114846,0.51405,,,20000
LOW_LEVEL_53,break_open_return,LODO,NONLOSS_SPEARMAN,-0.0227696296897,,,,0.214285714286,,,28
LOW_LEVEL_53,break_open_return,LODO,PNT_LOSS_AUC,0.396761133603,,,,0,,,28
LOW_LEVEL_53,break_open_return,LODO,T7_PNT_AUC,0.503432494279,0.451298701299,0.502912419388,0.566844919786,0.535714285714,,,28
LOW_LEVEL_53,break_open_return,PERMUTATION,ABS_RAW_T7_PNT_AUC_DISTANCE,0.00343249427918,,,,,0.967551622419,1,20000
LOW_LEVEL_53,break_opened_from_limit_up,BOOTSTRAP,NONLOSS_SPEARMAN,0.0468425698337,-0.143314283624,0.0461662753392,0.231405019851,0.671259244251,,,19742
LOW_LEVEL_53,break_opened_from_limit_up,BOOTSTRAP,PNT_LOSS_AUC,0.487854251012,0.391666666667,0.493697478992,0.566666666667,0.33565,,,20000
LOW_LEVEL_53,break_opened_from_limit_up,BOOTSTRAP,T7_LOSS_AUC,0.526755852843,0.416666666667,0.527777777778,0.615384615385,0.68685,,,20000
LOW_LEVEL_53,break_opened_from_limit_up,BOOTSTRAP,T7_PNT_AUC,0.538901601831,0.450310559006,0.538461538462,0.620752408515,0.7976,,,20000
LOW_LEVEL_53,break_opened_from_limit_up,BOOTSTRAP,T7_PNT_CLIFF,0.0778032036613,-0.0993788819876,0.0769230769231,0.24150481703,0.7976,,,20000
LOW_LEVEL_53,break_opened_from_limit_up,LODO,NONLOSS_SPEARMAN,0.0468425698337,,,,0.928571428571,,,28
LOW_LEVEL_53,break_opened_from_limit_up,LODO,PNT_LOSS_AUC,0.487854251012,,,,0.0357142857143,,,28
LOW_LEVEL_53,break_opened_from_limit_up,LODO,T7_PNT_AUC,0.538901601831,0.517676767677,0.538901601831,0.568181818182,1,,,28
LOW_LEVEL_53,break_opened_from_limit_up,PERMUTATION,ABS_RAW_T7_PNT_AUC_DISTANCE,0.0389016018307,,,,,0.606519674016,1,20000
LOW_LEVEL_53,break_touched_limit_up,BOOTSTRAP,NONLOSS_SPEARMAN,0.0876280361355,-0.246692966684,0.0875879320912,0.347315719527,0.70005,,,20000
LOW_LEVEL_53,break_touched_limit_up,BOOTSTRAP,PNT_LOSS_AUC,0.425101214575,0.264281135531,0.427083333333,0.583333333333,0.16975,,,20000
LOW_LEVEL_53,break_touched_limit_up,BOOTSTRAP,T7_LOSS_AUC,0.498327759197,0.334437158951,0.498120300752,0.641204455267,0.47885,,,20000
LOW_LEVEL_53,break_touched_limit_up,BOOTSTRAP,T7_PNT_AUC,0.573226544622,0.44,0.571428571429,0.685185185185,0.8657,,,20000
LOW_LEVEL_53,break_touched_limit_up,BOOTSTRAP,T7_PNT_CLIFF,0.146453089245,-0.12,0.142857142857,0.37037037037,0.8657,,,20000
LOW_LEVEL_53,break_touched_limit_up,LODO,NONLOSS_SPEARMAN,0.0876280361355,,,,1,,,28
LOW_LEVEL_53,break_touched_limit_up,LODO,PNT_LOSS_AUC,0.425101214575,,,,0,,,28
LOW_LEVEL_53,break_touched_limit_up,LODO,T7_PNT_AUC,0.573226544622,0.548128342246,0.573226544622,0.600267379679,1,,,28
LOW_LEVEL_53,break_touched_limit_up,PERMUTATION,ABS_RAW_T7_PNT_AUC_DISTANCE,0.0732265446224,,,,,0.395730213489,1,20000
LOW_LEVEL_53,break_upper_shadow_ratio,BOOTSTRAP,NONLOSS_SPEARMAN,0.165699846545,-0.164028447966,0.15794496125,0.365412442602,0.8556,,,20000
LOW_LEVEL_53,break_upper_shadow_ratio,BOOTSTRAP,PNT_LOSS_AUC,0.471659919028,0.279147727273,0.480158730159,0.725,0.42335,,,20000
LOW_LEVEL_53,break_upper_shadow_ratio,BOOTSTRAP,T7_LOSS_AUC,0.503344481605,0.308034821429,0.503787878788,0.695557971014,0.51095,,,20000
LOW_LEVEL_53,break_upper_shadow_ratio,BOOTSTRAP,T7_PNT_AUC,0.536613272311,0.325276988636,0.531691669661,0.698056457431,0.6258,,,20000
LOW_LEVEL_53,break_upper_shadow_ratio,BOOTSTRAP,T7_PNT_CLIFF,0.0732265446224,-0.349446022727,0.0633833393221,0.396112914863,0.6258,,,20000
LOW_LEVEL_53,break_upper_shadow_ratio,LODO,NONLOSS_SPEARMAN,0.165699846545,,,,1,,,28
LOW_LEVEL_53,break_upper_shadow_ratio,LODO,PNT_LOSS_AUC,0.471659919028,,,,0.142857142857,,,28
LOW_LEVEL_53,break_upper_shadow_ratio,LODO,T7_PNT_AUC,0.536613272311,0.477272727273,0.536847306012,0.561868686869,0.964285714286,,,28
LOW_LEVEL_53,break_upper_shadow_ratio,PERMUTATION,ABS_RAW_T7_PNT_AUC_DISTANCE,0.0366132723112,,,,,0.518474076296,1,20000
LOW_LEVEL_53,break_volume_ratio_vs_board_days,BOOTSTRAP,NONLOSS_SPEARMAN,0.0824082327202,-0.255099174979,0.0672450617843,0.388976633194,0.6692,,,20000
LOW_LEVEL_53,break_volume_ratio_vs_board_days,BOOTSTRAP,PNT_LOSS_AUC,0.684210526316,0.435882352941,0.692307692308,0.872549019608,0.93495,,,20000
LOW_LEVEL_53,break_volume_ratio_vs_board_days,BOOTSTRAP,T7_LOSS_AUC,0.742474916388,0.527465986395,0.74467611336,0.911544117647,0.986,,,20000
LOW_LEVEL_53,break_volume_ratio_vs_board_days,BOOTSTRAP,T7_PNT_AUC,0.524027459954,0.341665723982,0.516100230415,0.687077103569,0.5727,,,20000
LOW_LEVEL_53,break_volume_ratio_vs_board_days,BOOTSTRAP,T7_PNT_CLIFF,0.0480549199085,-0.316668552036,0.0322004608295,0.374154207137,0.5727,,,20000
LOW_LEVEL_53,break_volume_ratio_vs_board_days,LODO,NONLOSS_SPEARMAN,0.0824082327202,,,,1,,,28
LOW_LEVEL_53,break_volume_ratio_vs_board_days,LODO,PNT_LOSS_AUC,0.684210526316,,,,1,,,28
LOW_LEVEL_53,break_volume_ratio_vs_board_days,LODO,T7_PNT_AUC,0.524027459954,0.492424242424,0.524027459954,0.556390977444,0.928571428571,,,28
LOW_LEVEL_53,break_volume_ratio_vs_board_days,PERMUTATION,ABS_RAW_T7_PNT_AUC_DISTANCE,0.0240274599542,,,,,0.70381480926,1,20000
LOW_LEVEL_53,consecutive_days_below_ma10,BOOTSTRAP,NONLOSS_SPEARMAN,,,,,,,,0
LOW_LEVEL_53,consecutive_days_below_ma10,BOOTSTRAP,PNT_LOSS_AUC,0.5,0.5,0.5,0.5,0,,,20000
LOW_LEVEL_53,consecutive_days_below_ma10,BOOTSTRAP,T7_LOSS_AUC,0.5,0.5,0.5,0.5,0,,,20000
LOW_LEVEL_53,consecutive_days_below_ma10,BOOTSTRAP,T7_PNT_AUC,0.5,0.5,0.5,0.5,0,,,20000
LOW_LEVEL_53,consecutive_days_below_ma10,BOOTSTRAP,T7_PNT_CLIFF,0,0,0,0,0,,,20000
LOW_LEVEL_53,consecutive_days_below_ma10,LODO,NONLOSS_SPEARMAN,,,,,,,,28
LOW_LEVEL_53,consecutive_days_below_ma10,LODO,PNT_LOSS_AUC,0.5,,,,1,,,28
LOW_LEVEL_53,consecutive_days_below_ma10,LODO,T7_PNT_AUC,0.5,0.5,0.5,0.5,0,,,28
LOW_LEVEL_53,consecutive_days_below_ma10,PERMUTATION,ABS_RAW_T7_PNT_AUC_DISTANCE,0,,,,,1,1,20000
LOW_LEVEL_53,consecutive_days_below_ma5,BOOTSTRAP,NONLOSS_SPEARMAN,,,,,,,,0
LOW_LEVEL_53,consecutive_days_below_ma5,BOOTSTRAP,PNT_LOSS_AUC,0.5,0.5,0.5,0.5,0,,,20000
LOW_LEVEL_53,consecutive_days_below_ma5,BOOTSTRAP,T7_LOSS_AUC,0.5,0.5,0.5,0.5,0,,,20000
LOW_LEVEL_53,consecutive_days_below_ma5,BOOTSTRAP,T7_PNT_AUC,0.5,0.5,0.5,0.5,0,,,20000
LOW_LEVEL_53,consecutive_days_below_ma5,BOOTSTRAP,T7_PNT_CLIFF,0,0,0,0,0,,,20000
LOW_LEVEL_53,consecutive_days_below_ma5,LODO,NONLOSS_SPEARMAN,,,,,,,,28
LOW_LEVEL_53,consecutive_days_below_ma5,LODO,PNT_LOSS_AUC,0.5,,,,1,,,28
LOW_LEVEL_53,consecutive_days_below_ma5,LODO,T7_PNT_AUC,0.5,0.5,0.5,0.5,0,,,28
LOW_LEVEL_53,consecutive_days_below_ma5,PERMUTATION,ABS_RAW_T7_PNT_AUC_DISTANCE,0,,,,,1,1,20000
LOW_LEVEL_53,d1_afternoon_return,BOOTSTRAP,NONLOSS_SPEARMAN,0.168786970262,-0.166694536227,0.178166696821,0.510138447695,0.84455,,,20000
LOW_LEVEL_53,d1_afternoon_return,BOOTSTRAP,PNT_LOSS_AUC,0.522267206478,0.28,0.51875,0.78321969697,0.5559,,,20000
LOW_LEVEL_53,d1_afternoon_return,BOOTSTRAP,T7_LOSS_AUC,0.622073578595,0.432346586783,0.626923076923,0.824791666667,0.8991,,,20000
LOW_LEVEL_53,d1_afternoon_return,BOOTSTRAP,T7_PNT_AUC,0.594965675057,0.410714285714,0.6,0.773757002801,0.8514,,,20000
LOW_LEVEL_53,d1_afternoon_return,BOOTSTRAP,T7_PNT_CLIFF,0.189931350114,-0.178571428571,0.2,0.547514005602,0.8514,,,20000
LOW_LEVEL_53,d1_afternoon_return,LODO,NONLOSS_SPEARMAN,0.168786970262,,,,1,,,28
LOW_LEVEL_53,d1_afternoon_return,LODO,PNT_LOSS_AUC,0.522267206478,,,,0.821428571429,,,28
LOW_LEVEL_53,d1_afternoon_return,LODO,T7_PNT_AUC,0.594965675057,0.571428571429,0.594965675057,0.646616541353,1,,,28
LOW_LEVEL_53,d1_afternoon_return,PERMUTATION,ABS_RAW_T7_PNT_AUC_DISTANCE,0.0949656750572,,,,,0.1601419929,0.754991417096,20000
LOW_LEVEL_53,d1_close_above_ma10,BOOTSTRAP,NONLOSS_SPEARMAN,,,,,,,,0
LOW_LEVEL_53,d1_close_above_ma10,BOOTSTRAP,PNT_LOSS_AUC,0.5,0.5,0.5,0.5,0,,,20000
LOW_LEVEL_53,d1_close_above_ma10,BOOTSTRAP,T7_LOSS_AUC,0.5,0.5,0.5,0.5,0,,,20000
LOW_LEVEL_53,d1_close_above_ma10,BOOTSTRAP,T7_PNT_AUC,0.5,0.5,0.5,0.5,0,,,20000
LOW_LEVEL_53,d1_close_above_ma10,BOOTSTRAP,T7_PNT_CLIFF,0,0,0,0,0,,,20000
LOW_LEVEL_53,d1_close_above_ma10,LODO,NONLOSS_SPEARMAN,,,,,,,,28
LOW_LEVEL_53,d1_close_above_ma10,LODO,PNT_LOSS_AUC,0.5,,,,1,,,28
LOW_LEVEL_53,d1_close_above_ma10,LODO,T7_PNT_AUC,0.5,0.5,0.5,0.5,0,,,28
LOW_LEVEL_53,d1_close_above_ma10,PERMUTATION,ABS_RAW_T7_PNT_AUC_DISTANCE,0,,,,,1,1,20000
LOW_LEVEL_53,d1_close_above_ma5,BOOTSTRAP,NONLOSS_SPEARMAN,,,,,,,,0
LOW_LEVEL_53,d1_close_above_ma5,BOOTSTRAP,PNT_LOSS_AUC,0.5,0.5,0.5,0.5,0,,,20000
LOW_LEVEL_53,d1_close_above_ma5,BOOTSTRAP,T7_LOSS_AUC,0.5,0.5,0.5,0.5,0,,,20000
LOW_LEVEL_53,d1_close_above_ma5,BOOTSTRAP,T7_PNT_AUC,0.5,0.5,0.5,0.5,0,,,20000
LOW_LEVEL_53,d1_close_above_ma5,BOOTSTRAP,T7_PNT_CLIFF,0,0,0,0,0,,,20000
LOW_LEVEL_53,d1_close_above_ma5,LODO,NONLOSS_SPEARMAN,,,,,,,,28
LOW_LEVEL_53,d1_close_above_ma5,LODO,PNT_LOSS_AUC,0.5,,,,1,,,28
LOW_LEVEL_53,d1_close_above_ma5,LODO,T7_PNT_AUC,0.5,0.5,0.5,0.5,0,,,28
LOW_LEVEL_53,d1_close_above_ma5,PERMUTATION,ABS_RAW_T7_PNT_AUC_DISTANCE,0,,,,,1,1,20000
LOW_LEVEL_53,d1_close_location,BOOTSTRAP,NONLOSS_SPEARMAN,0.181840282148,-0.172278752019,0.184744392905,0.469246028921,0.8574,,,20000
LOW_LEVEL_53,d1_close_location,BOOTSTRAP,PNT_LOSS_AUC,0.504048582996,0.303921568627,0.504347826087,0.766244588745,0.5098,,,20000
LOW_LEVEL_53,d1_close_location,BOOTSTRAP,T7_LOSS_AUC,0.546822742475,0.363636363636,0.548951048951,0.758516600833,0.6868,,,20000
LOW_LEVEL_53,d1_close_location,BOOTSTRAP,T7_PNT_AUC,0.532036613272,0.329542112299,0.534790571747,0.718842937998,0.63605,,,20000
LOW_LEVEL_53,d1_close_location,BOOTSTRAP,T7_PNT_CLIFF,0.0640732265446,-0.340915775401,0.0695811434942,0.437685875997,0.63605,,,20000
LOW_LEVEL_53,d1_close_location,LODO,NONLOSS_SPEARMAN,0.181840282148,,,,1,,,28
LOW_LEVEL_53,d1_close_location,LODO,PNT_LOSS_AUC,0.504048582996,,,,0.678571428571,,,28
LOW_LEVEL_53,d1_close_location,LODO,T7_PNT_AUC,0.532036613272,0.493055555556,0.532036613272,0.574494949495,0.928571428571,,,28
LOW_LEVEL_53,d1_close_location,PERMUTATION,ABS_RAW_T7_PNT_AUC_DISTANCE,0.0320366132723,,,,,0.681565921704,1,20000
LOW_LEVEL_53,d1_close_to_ma10_raw,BOOTSTRAP,NONLOSS_SPEARMAN,0.124706263674,-0.298769714799,0.126046783923,0.473984174238,0.72625,,,20000
LOW_LEVEL_53,d1_close_to_ma10_raw,BOOTSTRAP,PNT_LOSS_AUC,0.356275303644,0.192156862745,0.349264705882,0.623084415584,0.127,,,20000
LOW_LEVEL_53,d1_close_to_ma10_raw,BOOTSTRAP,T7_LOSS_AUC,0.374581939799,0.218662962963,0.376068376068,0.57,0.0916,,,20000
LOW_LEVEL_53,d1_close_to_ma10_raw,BOOTSTRAP,T7_PNT_AUC,0.517162471396,0.294370846545,0.515018796992,0.689981568998,0.5553,,,20000
LOW_LEVEL_53,d1_close_to_ma10_raw,BOOTSTRAP,T7_PNT_CLIFF,0.0343249427918,-0.41125830691,0.030037593985,0.379963137996,0.5553,,,20000
LOW_LEVEL_53,d1_close_to_ma10_raw,LODO,NONLOSS_SPEARMAN,0.124706263674,,,,0.964285714286,,,28
LOW_LEVEL_53,d1_close_to_ma10_raw,LODO,PNT_LOSS_AUC,0.356275303644,,,,0,,,28
LOW_LEVEL_53,d1_close_to_ma10_raw,LODO,T7_PNT_AUC,0.517162471396,0.438311688312,0.517162471396,0.553475935829,0.857142857143,,,28
LOW_LEVEL_53,d1_close_to_ma10_raw,PERMUTATION,ABS_RAW_T7_PNT_AUC_DISTANCE,0.0171624713959,,,,,0.819159042048,1,20000
LOW_LEVEL_53,d1_close_to_ma20,BOOTSTRAP,NONLOSS_SPEARMAN,0.318855846366,-0.0870822263041,0.325502590535,0.594366396127,0.94155,,,20000
LOW_LEVEL_53,d1_close_to_ma20,BOOTSTRAP,PNT_LOSS_AUC,0.307692307692,0.156855317885,0.304977974096,0.575004084967,0.0663,,,20000
LOW_LEVEL_53,d1_close_to_ma20,BOOTSTRAP,T7_LOSS_AUC,0.411371237458,0.226086956522,0.408935234013,0.608695652174,0.17365,,,20000
LOW_LEVEL_53,d1_close_to_ma20,BOOTSTRAP,T7_PNT_AUC,0.610983981693,0.410256410256,0.611801242236,0.759804682743,0.87165,,,20000
LOW_LEVEL_53,d1_close_to_ma20,BOOTSTRAP,T7_PNT_CLIFF,0.221967963387,-0.179487179487,0.223602484472,0.519609365485,0.87165,,,20000
LOW_LEVEL_53,d1_close_to_ma20,LODO,NONLOSS_SPEARMAN,0.318855846366,,,,1,,,28
LOW_LEVEL_53,d1_close_to_ma20,LODO,PNT_LOSS_AUC,0.307692307692,,,,0,,,28
LOW_LEVEL_53,d1_close_to_ma20,LODO,T7_PNT_AUC,0.610983981693,0.545454545455,0.610983981693,0.644385026738,1,,,28
LOW_LEVEL_53,d1_close_to_ma20,PERMUTATION,ABS_RAW_T7_PNT_AUC_DISTANCE,0.110983981693,,,,,0.0948452577371,0.750442477876,20000
LOW_LEVEL_53,d1_close_to_ma5_raw,BOOTSTRAP,NONLOSS_SPEARMAN,0.184831050968,-0.235714285714,0.194000762547,0.495779605763,0.82765,,,20000
LOW_LEVEL_53,d1_close_to_ma5_raw,BOOTSTRAP,PNT_LOSS_AUC,0.376518218623,0.205128205128,0.375,0.615384615385,0.1368,,,20000
LOW_LEVEL_53,d1_close_to_ma5_raw,BOOTSTRAP,T7_LOSS_AUC,0.408026755853,0.216346153846,0.405555555556,0.613526570048,0.17675,,,20000
LOW_LEVEL_53,d1_close_to_ma5_raw,BOOTSTRAP,T7_PNT_AUC,0.533180778032,0.305143654684,0.535087719298,0.71635846038,0.62455,,,20000
LOW_LEVEL_53,d1_close_to_ma5_raw,BOOTSTRAP,T7_PNT_CLIFF,0.0663615560641,-0.389712690632,0.0701754385965,0.43271692076,0.62455,,,20000
LOW_LEVEL_53,d1_close_to_ma5_raw,LODO,NONLOSS_SPEARMAN,0.184831050968,,,,1,,,28
LOW_LEVEL_53,d1_close_to_ma5_raw,LODO,PNT_LOSS_AUC,0.376518218623,,,,0,,,28
LOW_LEVEL_53,d1_close_to_ma5_raw,LODO,T7_PNT_AUC,0.533180778032,0.470779220779,0.533180778032,0.570707070707,0.928571428571,,,28
LOW_LEVEL_53,d1_close_to_ma5_raw,PERMUTATION,ABS_RAW_T7_PNT_AUC_DISTANCE,0.033180778032,,,,,0.658067096645,1,20000
LOW_LEVEL_53,d1_close_to_vwap_raw,BOOTSTRAP,NONLOSS_SPEARMAN,-0.123733895146,-0.437124207249,-0.12368366628,0.226030262049,0.24275,,,20000
LOW_LEVEL_53,d1_close_to_vwap_raw,BOOTSTRAP,PNT_LOSS_AUC,0.400809716599,0.183760683761,0.4,0.599375,0.163,,,20000
LOW_LEVEL_53,d1_close_to_vwap_raw,BOOTSTRAP,T7_LOSS_AUC,0.421404682274,0.221426453981,0.419191919192,0.603178571429,0.19635,,,20000
LOW_LEVEL_53,d1_close_to_vwap_raw,BOOTSTRAP,T7_PNT_AUC,0.50114416476,0.313157230197,0.5,0.691955172414,0.49475,,,20000
LOW_LEVEL_53,d1_close_to_vwap_raw,BOOTSTRAP,T7_PNT_CLIFF,0.00228832951945,-0.373685539607,0,0.383910344828,0.49475,,,20000
LOW_LEVEL_53,d1_close_to_vwap_raw,LODO,NONLOSS_SPEARMAN,-0.123733895146,,,,0,,,28
LOW_LEVEL_53,d1_close_to_vwap_raw,LODO,PNT_LOSS_AUC,0.400809716599,,,,0,,,28
LOW_LEVEL_53,d1_close_to_vwap_raw,LODO,T7_PNT_AUC,0.50114416476,0.45202020202,0.501779811848,0.547222222222,0.678571428571,,,28
LOW_LEVEL_53,d1_close_to_vwap_raw,PERMUTATION,ABS_RAW_T7_PNT_AUC_DISTANCE,0.00114416475973,,,,,1,1,20000
LOW_LEVEL_53,d1_high_to_close_drawdown_raw,BOOTSTRAP,NONLOSS_SPEARMAN,-0.0410825702941,-0.336265573326,-0.045215897621,0.271630751797,0.3858,,,20000
LOW_LEVEL_53,d1_high_to_close_drawdown_raw,BOOTSTRAP,PNT_LOSS_AUC,0.445344129555,0.230759803922,0.45,0.631819430569,0.3017,,,20000
LOW_LEVEL_53,d1_high_to_close_drawdown_raw,BOOTSTRAP,T7_LOSS_AUC,0.488294314381,0.276014198783,0.486842105263,0.680555555556,0.4453,,,20000
LOW_LEVEL_53,d1_high_to_close_drawdown_raw,BOOTSTRAP,T7_PNT_AUC,0.556064073227,0.3663003663,0.554285714286,0.736671052632,0.71105,,,20000
LOW_LEVEL_53,d1_high_to_close_drawdown_raw,BOOTSTRAP,T7_PNT_CLIFF,0.112128146453,-0.267399267399,0.108571428571,0.473342105263,0.71105,,,20000
LOW_LEVEL_53,d1_high_to_close_drawdown_raw,LODO,NONLOSS_SPEARMAN,-0.0410825702941,,,,0.0714285714286,,,28
LOW_LEVEL_53,d1_high_to_close_drawdown_raw,LODO,PNT_LOSS_AUC,0.445344129555,,,,0,,,28
LOW_LEVEL_53,d1_high_to_close_drawdown_raw,LODO,T7_PNT_AUC,0.556064073227,0.512626262626,0.556064073227,0.594444444444,1,,,28
LOW_LEVEL_53,d1_high_to_close_drawdown_raw,PERMUTATION,ABS_RAW_T7_PNT_AUC_DISTANCE,0.0560640732265,,,,,0.512374381281,1,20000
