factor,bucket,record_count,selected_count,executed_count,execution_rate,target_hit_count,target_hit_rate,avg_candidate_d5_max_return_pct,avg_candidate_d10_max_return_pct,avg_d5_max_return_pct,avg_d5_close_return_pct,avg_d10_max_return_pct,avg_d10_close_return_pct,avg_d10_max_drawdown_pct
active_money_score,50-60,83,17,11,0.6470588235294118,1,0.09090909090909091,4.438304529145294,4.438304529145294,2.6498486616730688,-3.0039037750443796,2.6498486616730688,-3.0039037750443796,-5.630320291184129
active_money_score,60-70,109,19,11,0.5789473684210527,3,0.2727272727272727,5.152285637560722,5.152285637560722,4.712763351211938,-1.109027510135162,4.712763351211938,-1.109027510135162,-5.154591264991436
active_money_score,70-80,92,29,20,0.6896551724137931,5,0.25,3.90456226718007,3.90456226718007,4.719350878030542,-0.608411578988121,4.719350878030542,-0.608411578988121,-3.572021230590844
active_money_score,<=50,93,0,0,,0,,4.711589832189308,4.711589832189308,,,,,
active_money_score,>80,171,54,24,0.4444444444444444,2,0.08333333333333333,4.958412226380243,4.958412226380243,2.9977730559060536,-2.70684836089994,2.9977730559060536,-2.70684836089994,-4.314169338685129
daily_rank,,429,0,0,,0,,4.953487040689829,4.953487040689829,,,,,
daily_rank,1,2,2,1,0.5,0,0.0,6.95157431679172,6.95157431679172,3.054153956951411,-1.9323373635462215,3.054153956951411,-1.9323373635462215,-4.025432485730418
daily_rank,2,2,2,1,0.5,1,1.0,1.8366147516896802,1.8366147516896802,7.496509027776521,-1.0746411937073264,7.496509027776521,-1.0746411937073264,-3.574560008306771
daily_rank,3,2,2,0,0.0,0,,4.573352898792682,4.573352898792682,,,,,
daily_rank,>3,113,113,64,0.5663716814159292,10,0.15625,3.8219204205715402,3.8219204205715402,3.6995568759275512,-1.8651227784544124,3.6995568759275512,-1.8651227784544124,-4.468976927564906
days_since_d0,0,174,0,0,,0,,7.252653919197589,7.252653919197589,,,,,
days_since_d0,1,143,43,28,0.6511627906976745,6,0.21428571428571427,3.5543475654357164,3.5543475654357164,3.7452252118619613,-2.0502386617764246,3.7452252118619613,-2.0502386617764246,-4.579154682345079
